year,age,sex,cause,deaths
2005,84,Male,Diabetes,1020
2005,84,Male,Drug overdose,10
2005,84,Male,Heart disease,10702
2005,84,Male,Homicide,7
2005,84,Male,Other causes,9480
2005,84,Male,Other unintentional injury,309
2005,84,Male,Stroke,2280
2005,84,Male,Suicide,154
2005,85,Female,Alcohol-induced,16
2005,85,Female,Alzheimer disease,2675
2005,85,Female,Cancer,6898
2005,85,Female,Chronic lower respiratory disease,2594
2005,85,Female,Diabetes,1387
2005,85,Female,Drug overdose,15
2005,85,Female,Heart disease,13243
2005,85,Female,Homicide,5
2005,85,Female,Other causes,13075
2005,85,Female,Other unintentional injury,311
2005,85,Female,Stroke,3825
2005,85,Female,Suicide,20
2005,85,Male,Alcohol-induced,36
2005,85,Male,Alzheimer disease,1271
2005,85,Male,Cancer,6604
2005,85,Male,Chronic lower respiratory disease,1979
2005,85,Male,Diabetes,902
2005,85,Male,Drug overdose,9
2005,85,Male,Heart disease,10463
2005,85,Male,Homicide,11
2005,85,Male,Other causes,9078
2005,85,Male,Other unintentional injury,286
2005,85,Male,Stroke,2272
2005,85,Male,Suicide,132
2005,86,Female,Alcohol-induced,12
2005,86,Female,Alzheimer disease,2702
2005,86,Female,Cancer,6018
2005,86,Female,Chronic lower respiratory disease,2387
2005,86,Female,Diabetes,1135
2005,86,Female,Drug overdose,18
2005,86,Female,Heart disease,13350
2005,86,Female,Homicide,11
2005,86,Female,Other causes,12709
2005,86,Female,Other unintentional injury,326
2005,86,Female,Stroke,3789
2005,86,Female,Suicide,25
2005,86,Male,Alcohol-induced,26
2005,86,Male,Alzheimer disease,1128
2005,86,Male,Cancer,5400
2005,86,Male,Chronic lower respiratory disease,1843
2005,86,Male,Diabetes,797
2005,86,Male,Drug overdose,9
2005,86,Male,Heart disease,9621
2005,86,Male,Homicide,5
2005,86,Male,Other causes,8256
2005,86,Male,Other unintentional injury,250
2005,86,Male,Stroke,2037
2005,86,Male,Suicide,110
2005,87,Female,Alcohol-induced,8
2005,87,Female,Alzheimer disease,2783
2005,87,Female,Cancer,5519
2005,87,Female,Chronic lower respiratory disease,2237
2005,87,Female,Diabetes,1141
2005,87,Female,Drug overdose,16
2005,87,Female,Heart disease,13856
2005,87,Female,Homicide,5
2005,87,Female,Other causes,12877
2005,87,Female,Other unintentional injury,265
2005,87,Female,Stroke,4001
2005,87,Female,Suicide,15
2005,87,Male,Alcohol-induced,20
2005,87,Male,Alzheimer disease,1148
2005,87,Male,Cancer,5018
2005,87,Male,Chronic lower respiratory disease,1711
2005,87,Male,Diabetes,757
2005,87,Male,Drug overdose,12
2005,87,Male,Heart disease,9501
2005,87,Male,Homicide,9
2005,87,Male,Other causes,8035
2005,87,Male,Other unintentional injury,249
2005,87,Male,Stroke,1979
2005,87,Male,Suicide,85
2005,88,Female,Alcohol-induced,6
2005,88,Female,Alzheimer disease,2918
2005,88,Female,Cancer,5065
2005,88,Female,Chronic lower respiratory disease,1976
2005,88,Female,Diabetes,1048
2005,88,Female,Drug overdose,13
2005,88,Female,Heart disease,13732
2005,88,Female,Homicide,7
2005,88,Female,Other causes,12970
2005,88,Female,Other unintentional injury,270
2005,88,Female,Stroke,3829
2005,88,Female,Suicide,5
2005,88,Male,Alcohol-induced,18
2005,88,Male,Alzheimer disease,1197
2005,88,Male,Cancer,4231
2005,88,Male,Chronic lower respiratory disease,1552
2005,88,Male,Diabetes,656
2005,88,Male,Drug overdose,9
2005,88,Male,Heart disease,8643
2005,88,Male,Homicide,5
2005,88,Male,Other causes,7379
2005,88,Male,Other unintentional injury,224
2005,88,Male,Stroke,1692
2005,88,Male,Suicide,80
2005,89,Female,Alcohol-induced,14
2005,89,Female,Alzheimer disease,3017
2005,89,Female,Cancer,4427
2005,89,Female,Chronic lower respiratory disease,1813
2005,89,Female,Diabetes,987
2005,89,Female,Drug overdose,12
2005,89,Female,Heart disease,13624
2005,89,Female,Homicide,14
2005,89,Female,Other causes,12567
2005,89,Female,Other unintentional injury,261
2005,89,Female,Stroke,3811
2005,89,Female,Suicide,9
2005,89,Male,Alcohol-induced,15
2005,89,Male,Alzheimer disease,1034
2005,89,Male,Cancer,3726
2005,89,Male,Chronic lower respiratory disease,1254
2005,89,Male,Diabetes,503
2005,89,Male,Drug overdose,12
2005,89,Male,Heart disease,7865
2005,89,Male,Homicide,1
2005,89,Male,Other causes,6777
2005,89,Male,Other unintentional injury,212
2005,89,Male,Stroke,1692
2005,89,Male,Suicide,76
2005,90,Female,Alcohol-induced,7
2005,90,Female,Alzheimer disease,2950
2005,90,Female,Cancer,3819
2005,90,Female,Chronic lower respiratory disease,1594
2005,90,Female,Diabetes,871
2005,90,Female,Drug overdose,11
2005,90,Female,Heart disease,13737
2005,90,Female,Homicide,5
2005,90,Female,Other causes,12585
2005,90,Female,Other unintentional injury,253
2005,90,Female,Stroke,3739
2005,90,Female,Suicide,5
2005,90,Male,Alcohol-induced,6
2005,90,Male,Alzheimer disease,896
2005,90,Male,Cancer,3016
2005,90,Male,Chronic lower respiratory disease,1096
2005,90,Male,Diabetes,446
2005,90,Male,Drug overdose,2
2005,90,Male,Heart disease,7311
2005,90,Male,Homicide,4
2005,90,Male,Other causes,6297
2005,90,Male,Other unintentional injury,149
2005,90,Male,Stroke,1432
2005,90,Male,Suicide,64
2005,91,Female,Alcohol-induced,7
2005,91,Female,Alzheimer disease,2812
2005,91,Female,Cancer,3343
2005,91,Female,Chronic lower respiratory disease,1415
2005,91,Female,Diabetes,791
2005,91,Female,Drug overdose,8
2005,91,Female,Heart disease,12908
2005,91,Female,Homicide,3
2005,91,Female,Other causes,11800
2005,91,Female,Other unintentional injury,253
2005,91,Female,Stroke,3401
2005,91,Female,Suicide,7
2005,91,Male,Alcohol-induced,7
2005,91,Male,Alzheimer disease,797
2005,91,Male,Cancer,2489
2005,91,Male,Chronic lower respiratory disease,927
2005,91,Male,Diabetes,375
2005,91,Male,Drug overdose,4
2005,91,Male,Heart disease,6487
2005,91,Male,Homicide,6
2005,91,Male,Other causes,5300
2005,91,Male,Other unintentional injury,136
2005,91,Male,Stroke,1224
2005,91,Male,Suicide,42
2005,92,Female,Alcohol-induced,5
2005,92,Female,Alzheimer disease,2575
2005,92,Female,Cancer,2740
2005,92,Female,Chronic lower respiratory disease,1210
2005,92,Female,Diabetes,704
2005,92,Female,Drug overdose,5
2005,92,Female,Heart disease,12224
2005,92,Female,Homicide,3
2005,92,Female,Other causes,10893
2005,92,Female,Other unintentional injury,210
2005,92,Female,Stroke,3074
2005,92,Female,Suicide,10
2005,92,Male,Alcohol-induced,7
2005,92,Male,Alzheimer disease,686
2005,92,Male,Cancer,1927
2005,92,Male,Chronic lower respiratory disease,750
2005,92,Male,Diabetes,314
2005,92,Male,Drug overdose,3
2005,92,Male,Heart disease,5386
2005,92,Male,Other causes,4646
2005,92,Male,Other unintentional injury,103
2005,92,Male,Stroke,1067
2005,92,Male,Suicide,32
2005,93,Female,Alcohol-induced,4
2005,93,Female,Alzheimer disease,2354
2005,93,Female,Cancer,2287
2005,93,Female,Chronic lower respiratory disease,1002
2005,93,Female,Diabetes,557
2005,93,Female,Drug overdose,7
2005,93,Female,Heart disease,10705
2005,93,Female,Homicide,4
2005,93,Female,Other causes,9694
2005,93,Female,Other unintentional injury,200
2005,93,Female,Stroke,2649
2005,93,Female,Suicide,2
2005,93,Male,Alcohol-induced,3
2005,93,Male,Alzheimer disease,603
2005,93,Male,Cancer,1447
2005,93,Male,Chronic lower respiratory disease,577
2005,93,Male,Diabetes,243
2005,93,Male,Drug overdose,2
2005,93,Male,Heart disease,4489
2005,93,Male,Other causes,3791
2005,93,Male,Other unintentional injury,91
2005,93,Male,Stroke,844
2005,93,Male,Suicide,27
2005,94,Female,Alcohol-induced,2
2005,94,Female,Alzheimer disease,1936
2005,94,Female,Cancer,1638
2005,94,Female,Chronic lower respiratory disease,798
2005,94,Female,Diabetes,442
2005,94,Female,Drug overdose,3
2005,94,Female,Heart disease,9586
2005,94,Female,Homicide,2
2005,94,Female,Other causes,8390
2005,94,Female,Other unintentional injury,151
2005,94,Female,Stroke,2349
2005,94,Female,Suicide,3
2005,94,Male,Alcohol-induced,2
2005,94,Male,Alzheimer disease,449
2005,94,Male,Cancer,1064
2005,94,Male,Chronic lower respiratory disease,445
2005,94,Male,Diabetes,169
2005,94,Male,Drug overdose,5
2005,94,Male,Heart disease,3536
2005,94,Male,Homicide,2
2005,94,Male,Other causes,3088
2005,94,Male,Other unintentional injury,68
2005,94,Male,Stroke,672
2005,94,Male,Suicide,21
2005,95,Female,Alzheimer disease,1810
2005,95,Female,Cancer,1341
2005,95,Female,Chronic lower respiratory disease,634
2005,95,Female,Diabetes,356
2005,95,Female,Drug overdose,5
2005,95,Female,Heart disease,8120
2005,95,Female,Homicide,4
2005,95,Female,Other causes,7442
2005,95,Female,Other unintentional injury,127
2005,95,Female,Stroke,1880
2005,95,Female,Suicide,3
2005,95,Male,Alcohol-induced,1
2005,95,Male,Alzheimer disease,312
2005,95,Male,Cancer,807
2005,95,Male,Chronic lower respiratory disease,313
2005,95,Male,Diabetes,115
2005,95,Male,Drug overdose,3
2005,95,Male,Heart disease,2869
2005,95,Male,Other causes,2309
2005,95,Male,Other unintentional injury,73
2005,95,Male,Stroke,458
2005,95,Male,Suicide,13
2005,96,Female,Alcohol-induced,1
2005,96,Female,Alzheimer disease,1410
2005,96,Female,Cancer,973
2005,96,Female,Chronic lower respiratory disease,542
2005,96,Female,Diabetes,266
2005,96,Female,Drug overdose,2
2005,96,Female,Heart disease,6818
2005,96,Female,Other causes,6098
2005,96,Female,Other unintentional injury,111
2005,96,Female,Stroke,1483
2005,96,Female,Suicide,1
2005,96,Male,Alcohol-induced,3
2005,96,Male,Alzheimer disease,236
2005,96,Male,Cancer,515
2005,96,Male,Chronic lower respiratory disease,250
2005,96,Male,Diabetes,105
2005,96,Male,Drug overdose,4
2005,96,Male,Heart disease,1976
2005,96,Male,Other causes,1789
2005,96,Male,Other unintentional injury,38
2005,96,Male,Stroke,354
2005,96,Male,Suicide,8
2005,97,Female,Alcohol-induced,3
2005,97,Female,Alzheimer disease,1141
2005,97,Female,Cancer,784
2005,97,Female,Chronic lower respiratory disease,373
2005,97,Female,Diabetes,219
2005,97,Female,Heart disease,5426
2005,97,Female,Homicide,1
2005,97,Female,Other causes,4899
2005,97,Female,Other unintentional injury,58
2005,97,Female,Stroke,1142
2005,97,Female,Suicide,2
2005,97,Male,Alcohol-induced,3
2005,97,Male,Alzheimer disease,190
2005,97,Male,Cancer,394
2005,97,Male,Chronic lower respiratory disease,185
2005,97,Male,Diabetes,56
2005,97,Male,Drug overdose,1
2005,97,Male,Heart disease,1509
2005,97,Male,Other causes,1387
2005,97,Male,Other unintentional injury,29
2005,97,Male,Stroke,253
2005,97,Male,Suicide,4
2005,98,Female,Alcohol-induced,1
2005,98,Female,Alzheimer disease,822
2005,98,Female,Cancer,524
2005,98,Female,Chronic lower respiratory disease,277
2005,98,Female,Diabetes,155
2005,98,Female,Drug overdose,1
2005,98,Female,Heart disease,4027
2005,98,Female,Homicide,1
2005,98,Female,Other causes,3766
2005,98,Female,Other unintentional injury,59
2005,98,Female,Stroke,927
2005,98,Male,Alzheimer disease,131
2005,98,Male,Cancer,228
2005,98,Male,Chronic lower respiratory disease,110
2005,98,Male,Diabetes,34
2005,98,Male,Heart disease,1019
2005,98,Male,Other causes,908
2005,98,Male,Other unintentional injury,19
2005,98,Male,Stroke,178
2005,98,Male,Suicide,4
2005,99,Female,Alcohol-induced,1
2005,99,Female,Alzheimer disease,635
2005,99,Female,Cancer,339
2005,99,Female,Chronic lower respiratory disease,168
2005,99,Female,Diabetes,125
2005,99,Female,Drug overdose,1
2005,99,Female,Heart disease,3061
2005,99,Female,Other causes,2779
2005,99,Female,Other unintentional injury,46
2005,99,Female,Stroke,624
2005,99,Male,Alcohol-induced,1
2005,99,Male,Alzheimer disease,85
2005,99,Male,Cancer,165
2005,99,Male,Chronic lower respiratory disease,74
2005,99,Male,Diabetes,24
2005,99,Male,Heart disease,647
2005,99,Male,Other causes,668
2005,99,Male,Other unintentional injury,20
2005,99,Male,Stroke,108
2005,99,Male,Suicide,1
2019,15,Female,Cancer,44
2019,15,Female,Chronic lower respiratory disease,2
2019,15,Female,Diabetes,4
2019,15,Female,Drug overdose,30
2019,15,Female,Heart disease,21
2019,15,Female,Homicide,26
2019,15,Female,Other causes,100
2019,15,Female,Other unintentional injury,85
2019,15,Female,Stroke,5
2019,15,Female,Suicide,68
2019,15,Male,Alcohol-induced,2
2019,15,Male,Cancer,75
2019,15,Male,Chronic lower respiratory disease,10
2019,15,Male,Diabetes,1
2019,15,Male,Drug overdose,19
2019,15,Male,Heart disease,24
2019,15,Male,Homicide,112
2019,15,Male,Other causes,183
2019,15,Male,Other unintentional injury,133
2019,15,Male,Stroke,5
2019,15,Male,Suicide,196
2019,16,Female,Alcohol-induced,1
2019,16,Female,Cancer,37
2019,16,Female,Chronic lower respiratory disease,2
2019,16,Female,Diabetes,2
2019,16,Female,Drug overdose,36
2019,16,Female,Heart disease,19
2019,16,Female,Homicide,25
2019,16,Female,Other causes,112
2019,16,Female,Other unintentional injury,125
2019,16,Female,Stroke,4
2019,16,Female,Suicide,83
2019,16,Male,Alcohol-induced,1
2019,16,Male,Cancer,50
2019,16,Male,Chronic lower respiratory disease,2
2019,16,Male,Diabetes,4
2019,16,Male,Drug overdose,48
2019,16,Male,Heart disease,33
2019,16,Male,Homicide,201
2019,16,Male,Other causes,210
2019,16,Male,Other unintentional injury,220
2019,16,Male,Stroke,4
2019,16,Male,Suicide,275
2019,17,Female,Alcohol-induced,2
2019,17,Female,Cancer,50
2019,17,Female,Chronic lower respiratory disease,3
2019,17,Female,Diabetes,2
2019,17,Female,Drug overdose,38
2019,17,Female,Heart disease,19
2019,17,Female,Homicide,40
2019,17,Female,Other causes,128
2019,17,Female,Other unintentional injury,151
2019,17,Female,Stroke,5
2019,17,Female,Suicide,98
2019,17,Male,Alcohol-induced,3
2019,17,Male,Cancer,71
2019,17,Male,Chronic lower respiratory disease,10
2019,17,Male,Diabetes,2
2019,17,Male,Drug overdose,72
2019,17,Male,Heart disease,26
2019,17,Male,Homicide,315
2019,17,Male,Other causes,227
2019,17,Male,Other unintentional injury,313
2019,17,Male,Stroke,7
2019,17,Male,Suicide,314
2019,18,Female,Alcohol-induced,8
2019,18,Female,Cancer,68
2019,18,Female,Chronic lower respiratory disease,4
2019,18,Female,Diabetes,8
2019,18,Female,Drug overdose,78
2019,18,Female,Heart disease,30
2019,18,Female,Homicide,84
2019,18,Female,Other causes,170
2019,18,Female,Other unintentional injury,223
2019,18,Female,Stroke,5
2019,18,Female,Suicide,84
2019,18,Male,Alcohol-induced,9
2019,18,Male,Cancer,80
2019,18,Male,Chronic lower respiratory disease,12
2019,18,Male,Diabetes,6
2019,18,Male,Drug overdose,151
2019,18,Male,Heart disease,39
2019,18,Male,Homicide,488
2019,18,Male,Other causes,323
2019,18,Male,Other unintentional injury,474
2019,18,Male,Stroke,12
2019,18,Male,Suicide,392
2019,19,Female,Alcohol-induced,6
2019,19,Female,Cancer,40
2019,19,Female,Chronic lower respiratory disease,8
2019,19,Female,Diabetes,16
2019,19,Female,Drug overdose,117
2019,19,Female,Heart disease,30
2019,19,Female,Homicide,87
2019,19,Female,Other causes,156
2019,19,Female,Other unintentional injury,232
2019,19,Female,Stroke,4
2019,19,Female,Suicide,86
2019,19,Male,Alcohol-induced,6
2019,19,Male,Cancer,85
2019,19,Male,Chronic lower respiratory disease,7
2019,19,Male,Diabetes,14
2019,19,Male,Drug overdose,243
2019,19,Male,Heart disease,47
2019,19,Male,Homicide,499
2019,19,Male,Other causes,359
2019,19,Male,Other unintentional injury,521
2019,19,Male,Stroke,8
2019,19,Male,Suicide,470
2019,20,Female,Alcohol-induced,2
2019,20,Female,Cancer,59
2019,20,Female,Chronic lower respiratory disease,7
2019,20,Female,Diabetes,8
2019,20,Female,Drug overdose,148
2019,20,Female,Heart disease,36
2019,20,Female,Homicide,80
2019,20,Female,Other causes,218
2019,20,Female,Other unintentional injury,216
2019,20,Female,Stroke,9
2019,20,Female,Suicide,86
2019,20,Male,Alcohol-induced,6
2019,20,Male,Cancer,90
2019,20,Male,Chronic lower respiratory disease,16
2019,20,Male,Diabetes,24
2019,20,Male,Drug overdose,403
2019,20,Male,Heart disease,46
2019,20,Male,Homicide,508
2019,20,Male,Other causes,340
2019,20,Male,Other unintentional injury,532
2019,20,Male,Stroke,8
2019,20,Male,Suicide,488
2019,21,Female,Alcohol-induced,3
2019,21,Female,Cancer,51
2019,21,Female,Chronic lower respiratory disease,7
2019,21,Female,Diabetes,17
2019,21,Female,Drug overdose,195
2019,21,Female,Heart disease,39
2019,21,Female,Homicide,85
2019,21,Female,Other causes,233
2019,21,Female,Other unintentional injury,222
2019,21,Female,Stroke,6
2019,21,Female,Suicide,96
2019,21,Male,Alcohol-induced,17
2019,21,Male,Cancer,88
2019,21,Male,Chronic lower respiratory disease,14
2019,21,Male,Diabetes,24
2019,21,Male,Drug overdose,465
2019,21,Male,Heart disease,71
2019,21,Male,Homicide,490
2019,21,Male,Other causes,403
2019,21,Male,Other unintentional injury,661
2019,21,Male,Stroke,9
2019,21,Male,Suicide,660
2019,22,Female,Alcohol-induced,5
2019,22,Female,Cancer,67
2019,22,Female,Chronic lower respiratory disease,6
2019,22,Female,Diabetes,16
2019,22,Female,Drug overdose,218
2019,22,Female,Heart disease,32
2019,22,Female,Homicide,79
2019,22,Female,Other causes,222
2019,22,Female,Other unintentional injury,212
2019,22,Female,Stroke,5
2019,22,Female,Suicide,119
2019,22,Male,Alcohol-induced,22
2019,22,Male,Cancer,88
2019,22,Male,Chronic lower respiratory disease,15
2019,22,Male,Diabetes,22
2019,22,Male,Drug overdose,567
2019,22,Male,Heart disease,72
2019,22,Male,Homicide,459
2019,22,Male,Other causes,401
2019,22,Male,Other unintentional injury,643
2019,22,Male,Stroke,9
2019,22,Male,Suicide,637
2019,23,Female,Alcohol-induced,9
2019,23,Female,Cancer,73
2019,23,Female,Chronic lower respiratory disease,11
2019,23,Female,Diabetes,17
2019,23,Female,Drug overdose,276
2019,23,Female,Heart disease,61
2019,23,Female,Homicide,100
2019,23,Female,Other causes,241
2019,23,Female,Other unintentional injury,248
2019,23,Female,Stroke,21
2019,23,Female,Suicide,116
2019,23,Male,Alcohol-induced,16
2019,23,Male,Cancer,97
2019,23,Male,Chronic lower respiratory disease,9
2019,23,Male,Diabetes,20
2019,23,Male,Drug overdose,616
2019,23,Male,Heart disease,81
2019,23,Male,Homicide,509
2019,23,Male,Other causes,424
2019,23,Male,Other unintentional injury,587
2019,23,Male,Stroke,12
2019,23,Male,Suicide,628
2019,24,Female,Alcohol-induced,20
2019,24,Female,Cancer,79
2019,24,Female,Chronic lower respiratory disease,9
2019,24,Female,Diabetes,17
2019,24,Female,Drug overdose,325
2019,24,Female,Heart disease,59
2019,24,Female,Homicide,84
2019,24,Female,Other causes,269
2019,24,Female,Other unintentional injury,202
2019,24,Female,Stroke,5
2019,24,Female,Suicide,116
2019,24,Male,Alcohol-induced,29
2019,24,Male,Cancer,117
2019,24,Male,Chronic lower respiratory disease,14
2019,24,Male,Diabetes,24
2019,24,Male,Drug overdose,740
2019,24,Male,Heart disease,89
2019,24,Male,Homicide,499
2019,24,Male,Other causes,471
2019,24,Male,Other unintentional injury,606
2019,24,Male,Stroke,19
2019,24,Male,Suicide,588
2019,25,Female,Alcohol-induced,18
2019,25,Female,Cancer,95
2019,25,Female,Chronic lower respiratory disease,12
2019,25,Female,Diabetes,19
2019,25,Female,Drug overdose,340
2019,25,Female,Heart disease,58
2019,25,Female,Homicide,79
2019,25,Female,Other causes,292
2019,25,Female,Other unintentional injury,223
2019,25,Female,Stroke,12
2019,25,Female,Suicide,125
2019,25,Male,Alcohol-induced,28
2019,25,Male,Cancer,143
2019,25,Male,Chronic lower respiratory disease,19
2019,25,Male,Diabetes,31
2019,25,Male,Drug overdose,900
2019,25,Male,Heart disease,100
2019,25,Male,Homicide,477
2019,25,Male,Other causes,510
2019,25,Male,Other unintentional injury,646
2019,25,Male,Stroke,17
2019,25,Male,Suicide,637
2019,26,Female,Alcohol-induced,26
2019,26,Female,Cancer,90
2019,26,Female,Chronic lower respiratory disease,10
2019,26,Female,Diabetes,22
2019,26,Female,Drug overdose,394
2019,26,Female,Heart disease,74
2019,26,Female,Homicide,85
2019,26,Female,Other causes,347
2019,26,Female,Other unintentional injury,217
2019,26,Female,Stroke,16
2019,26,Female,Suicide,122
2019,26,Male,Alcohol-induced,61
2019,26,Male,Cancer,123
2019,26,Male,Chronic lower respiratory disease,16
2019,26,Male,Diabetes,47
2019,26,Male,Drug overdose,981
2019,26,Male,Heart disease,147
2019,26,Male,Homicide,532
2019,26,Male,Other causes,575
2019,26,Male,Other unintentional injury,621
2019,26,Male,Stroke,21
2019,26,Male,Suicide,603
2019,27,Female,Alcohol-induced,42
2019,27,Female,Cancer,123
2019,27,Female,Chronic lower respiratory disease,14
2019,27,Female,Diabetes,26
2019,27,Female,Drug overdose,417
2019,27,Female,Heart disease,88
2019,27,Female,Homicide,82
2019,27,Female,Other causes,368
2019,27,Female,Other unintentional injury,228
2019,27,Female,Stroke,23
2019,27,Female,Suicide,117
2019,27,Male,Alcohol-induced,82
2019,27,Male,Cancer,141
2019,27,Male,Chronic lower respiratory disease,13
2019,27,Male,Diabetes,41
2019,27,Male,Drug overdose,1089
2019,27,Male,Heart disease,148
2019,27,Male,Homicide,534
2019,27,Male,Other causes,603
2019,27,Male,Other unintentional injury,602
2019,27,Male,Stroke,22
2019,27,Male,Suicide,619
2019,28,Female,Alcohol-induced,47
2019,28,Female,Cancer,148
2019,28,Female,Chronic lower respiratory disease,14
2019,28,Female,Diabetes,16
2019,28,Female,Drug overdose,477
2019,28,Female,Heart disease,85
2019,28,Female,Homicide,79
2019,28,Female,Other causes,387
2019,28,Female,Other unintentional injury,223
2019,28,Female,Stroke,22
2019,28,Female,Suicide,139
2019,28,Male,Alcohol-induced,86
2019,28,Male,Cancer,156
2019,28,Male,Chronic lower respiratory disease,14
2019,28,Male,Diabetes,55
2019,28,Male,Drug overdose,1181
2019,28,Male,Heart disease,194
2019,28,Male,Homicide,497
2019,28,Male,Other causes,628
2019,28,Male,Other unintentional injury,651
2019,28,Male,Stroke,25
2019,28,Male,Suicide,666
2019,29,Female,Alcohol-induced,51
2019,29,Female,Cancer,161
2019,29,Female,Chronic lower respiratory disease,16
2019,29,Female,Diabetes,31
2019,29,Female,Drug overdose,495
2019,29,Female,Heart disease,117
2019,29,Female,Homicide,79
2019,29,Female,Other causes,414
2019,29,Female,Other unintentional injury,223
2019,29,Female,Stroke,21
2019,29,Female,Suicide,119
2019,29,Male,Alcohol-induced,111
2019,29,Male,Cancer,178
2019,29,Male,Chronic lower respiratory disease,19
2019,29,Male,Diabetes,49
2019,29,Male,Drug overdose,1246
2019,29,Male,Heart disease,211
2019,29,Male,Homicide,464
2019,29,Male,Other causes,705
2019,29,Male,Other unintentional injury,646
2019,29,Male,Stroke,24
2019,29,Male,Suicide,644
2019,30,Female,Alcohol-induced,62
2019,30,Female,Cancer,193
2019,30,Female,Chronic lower respiratory disease,27
2019,30,Female,Diabetes,41
2019,30,Female,Drug overdose,517
2019,30,Female,Heart disease,127
2019,30,Female,Homicide,79
2019,30,Female,Other causes,469
2019,30,Female,Other unintentional injury,209
2019,30,Female,Stroke,36
2019,30,Female,Suicide,129
2019,30,Male,Alcohol-induced,159
2019,30,Male,Cancer,166
2019,30,Male,Chronic lower respiratory disease,26
2019,30,Male,Diabetes,55
2019,30,Male,Drug overdose,1220
2019,30,Male,Heart disease,221
2019,30,Male,Homicide,484
2019,30,Male,Other causes,755
2019,30,Male,Other unintentional injury,581
2019,30,Male,Stroke,30
2019,30,Male,Suicide,626
2019,31,Female,Alcohol-induced,85
2019,31,Female,Alzheimer disease,1
2019,31,Female,Cancer,206
2019,31,Female,Chronic lower respiratory disease,20
2019,31,Female,Diabetes,33
2019,31,Female,Drug overdose,510
2019,31,Female,Heart disease,131
2019,31,Female,Homicide,82
2019,31,Female,Other causes,509
2019,31,Female,Other unintentional injury,191
2019,31,Female,Stroke,35
2019,31,Female,Suicide,148
2019,31,Male,Alcohol-induced,147
2019,31,Male,Cancer,179
2019,31,Male,Chronic lower respiratory disease,20
2019,31,Male,Diabetes,58
2019,31,Male,Drug overdose,1307
2019,31,Male,Heart disease,289
2019,31,Male,Homicide,440
2019,31,Male,Other causes,690
2019,31,Male,Other unintentional injury,513
2019,31,Male,Stroke,39
2019,31,Male,Suicide,617
2019,32,Female,Alcohol-induced,84
2019,32,Female,Cancer,246
2019,32,Female,Chronic lower respiratory disease,19
2019,32,Female,Diabetes,43
2019,32,Female,Drug overdose,499
2019,32,Female,Heart disease,150
2019,32,Female,Homicide,83
2019,32,Female,Other causes,536
2019,32,Female,Other unintentional injury,185
2019,32,Female,Stroke,38
2019,32,Female,Suicide,126
2019,32,Male,Alcohol-induced,169
2019,32,Male,Cancer,209
2019,32,Male,Chronic lower respiratory disease,26
2019,32,Male,Diabetes,72
2019,32,Male,Drug overdose,1201
2019,32,Male,Heart disease,305
2019,32,Male,Homicide,381
2019,32,Male,Other causes,751
2019,32,Male,Other unintentional injury,550
2019,32,Male,Stroke,41
2019,32,Male,Suicide,599
2019,33,Female,Alcohol-induced,122
2019,33,Female,Cancer,295
2019,33,Female,Chronic lower respiratory disease,20
2019,33,Female,Diabetes,46
2019,33,Female,Drug overdose,567
2019,33,Female,Heart disease,162
2019,33,Female,Homicide,76
2019,33,Female,Other causes,611
2019,33,Female,Other unintentional injury,222
2019,33,Female,Stroke,34
2019,33,Female,Suicide,124
2019,33,Male,Alcohol-induced,204
2019,33,Male,Alzheimer disease,1
2019,33,Male,Cancer,215
2019,33,Male,Chronic lower respiratory disease,19
2019,33,Male,Diabetes,62
2019,33,Male,Drug overdose,1251
2019,33,Male,Heart disease,329
2019,33,Male,Homicide,375
2019,33,Male,Other causes,821
2019,33,Male,Other unintentional injury,503
2019,33,Male,Stroke,41
2019,33,Male,Suicide,619
2019,34,Female,Alcohol-induced,116
2019,34,Female,Cancer,281
2019,34,Female,Chronic lower respiratory disease,24
2019,34,Female,Diabetes,48
2019,34,Female,Drug overdose,571
2019,34,Female,Heart disease,176
2019,34,Female,Homicide,84
2019,34,Female,Other causes,581
2019,34,Female,Other unintentional injury,174
2019,34,Female,Stroke,41
2019,34,Female,Suicide,123
2019,34,Male,Alcohol-induced,228
2019,34,Male,Cancer,245
2019,34,Male,Chronic lower respiratory disease,21
2019,34,Male,Diabetes,95
2019,34,Male,Drug overdose,1284
2019,34,Male,Heart disease,372
2019,34,Male,Homicide,343
2019,34,Male,Other causes,841
2019,34,Male,Other unintentional injury,559
2019,34,Male,Stroke,53
2019,34,Male,Suicide,642
2019,35,Female,Alcohol-induced,110
2019,35,Female,Cancer,357
2019,35,Female,Chronic lower respiratory disease,30
2019,35,Female,Diabetes,46
2019,35,Female,Drug overdose,590
2019,35,Female,Heart disease,192
2019,35,Female,Homicide,65
2019,35,Female,Other causes,588
2019,35,Female,Other unintentional injury,177
2019,35,Female,Stroke,53
2019,35,Female,Suicide,127
2019,35,Male,Alcohol-induced,221
2019,35,Male,Cancer,293
2019,35,Male,Chronic lower respiratory disease,22
2019,35,Male,Diabetes,72
2019,35,Male,Drug overdose,1308
2019,35,Male,Heart disease,421
2019,35,Male,Homicide,330
2019,35,Male,Other causes,890
2019,35,Male,Other unintentional injury,540
2019,35,Male,Stroke,51
2019,35,Male,Suicide,567
2019,36,Female,Alcohol-induced,128
2019,36,Female,Cancer,430
