year,age,sex,cause,deaths
2019,97,Female,Drug overdose,1
2019,97,Female,Heart disease,6422
2019,97,Female,Homicide,1
2019,97,Female,Other causes,7881
2019,97,Female,Other unintentional injury,103
2019,97,Female,Stroke,1785
2019,97,Male,Alcohol-induced,3
2019,97,Male,Alzheimer disease,580
2019,97,Male,Cancer,752
2019,97,Male,Chronic lower respiratory disease,317
2019,97,Male,Diabetes,149
2019,97,Male,Drug overdose,1
2019,97,Male,Heart disease,2908
2019,97,Male,Other causes,2951
2019,97,Male,Other unintentional injury,37
2019,97,Male,Stroke,549
2019,97,Male,Suicide,12
2019,98,Female,Alzheimer disease,1933
2019,98,Female,Cancer,842
2019,98,Female,Chronic lower respiratory disease,585
2019,98,Female,Diabetes,194
2019,98,Female,Drug overdose,2
2019,98,Female,Heart disease,5026
2019,98,Female,Other causes,6219
2019,98,Female,Other unintentional injury,58
2019,98,Female,Stroke,1361
2019,98,Female,Suicide,1
2019,98,Male,Alzheimer disease,376
2019,98,Male,Cancer,513
2019,98,Male,Chronic lower respiratory disease,254
2019,98,Male,Diabetes,103
2019,98,Male,Heart disease,2092
2019,98,Male,Other causes,2182
2019,98,Male,Other unintentional injury,33
2019,98,Male,Stroke,420
2019,98,Male,Suicide,6
2019,99,Female,Alzheimer disease,1456
2019,99,Female,Cancer,557
2019,99,Female,Chronic lower respiratory disease,362
2019,99,Female,Diabetes,117
2019,99,Female,Drug overdose,2
2019,99,Female,Heart disease,3661
2019,99,Female,Other causes,4622
2019,99,Female,Other unintentional injury,45
2019,99,Female,Stroke,951
2019,99,Male,Alzheimer disease,234
2019,99,Male,Cancer,284
2019,99,Male,Chronic lower respiratory disease,149
2019,99,Male,Diabetes,71
2019,99,Male,Drug overdose,2
2019,99,Male,Heart disease,1341
2019,99,Male,Other causes,1393
2019,99,Male,Other unintentional injury,22
2019,99,Male,Stroke,263
2019,99,Male,Suicide,5
2022,15,Female,Alcohol-induced,1
2022,15,Female,COVID-19,11
2022,15,Female,Cancer,61
2022,15,Female,Chronic lower respiratory disease,6
2022,15,Female,Diabetes,6
2022,15,Female,Drug overdose,63
2022,15,Female,Heart disease,12
2022,15,Female,Homicide,40
2022,15,Female,Other causes,107
2022,15,Female,Other unintentional injury,85
2022,15,Female,Stroke,5
2022,15,Female,Suicide,65
2022,15,Male,Alcohol-induced,2
2022,15,Male,COVID-19,11
2022,15,Male,Cancer,74
2022,15,Male,Chronic lower respiratory disease,9
2022,15,Male,Diabetes,6
2022,15,Male,Drug overdose,52
2022,15,Male,Heart disease,36
2022,15,Male,Homicide,236
2022,15,Male,Other causes,208
2022,15,Male,Other unintentional injury,174
2022,15,Male,Stroke,7
2022,15,Male,Suicide,199
2022,16,Female,Alcohol-induced,1
2022,16,Female,COVID-19,7
2022,16,Female,Cancer,55
2022,16,Female,Chronic lower respiratory disease,7
2022,16,Female,Diabetes,7
2022,16,Female,Drug overdose,75
2022,16,Female,Heart disease,22
2022,16,Female,Homicide,55
2022,16,Female,Other causes,120
2022,16,Female,Other unintentional injury,149
2022,16,Female,Stroke,5
2022,16,Female,Suicide,83
2022,16,Male,Alcohol-induced,1
2022,16,Male,COVID-19,15
2022,16,Male,Cancer,48
2022,16,Male,Chronic lower respiratory disease,7
2022,16,Male,Diabetes,2
2022,16,Male,Drug overdose,114
2022,16,Male,Heart disease,29
2022,16,Male,Homicide,332
2022,16,Male,Other causes,252
2022,16,Male,Other unintentional injury,282
2022,16,Male,Stroke,3
2022,16,Male,Suicide,259
2022,17,Female,Alcohol-induced,3
2022,17,Female,COVID-19,18
2022,17,Female,Cancer,52
2022,17,Female,Chronic lower respiratory disease,9
2022,17,Female,Diabetes,7
2022,17,Female,Drug overdose,108
2022,17,Female,Heart disease,23
2022,17,Female,Homicide,79
2022,17,Female,Other causes,145
2022,17,Female,Other unintentional injury,193
2022,17,Female,Stroke,8
2022,17,Female,Suicide,92
2022,17,Male,Alcohol-induced,4
2022,17,Male,COVID-19,21
2022,17,Male,Cancer,60
2022,17,Male,Chronic lower respiratory disease,6
2022,17,Male,Diabetes,8
2022,17,Male,Drug overdose,180
2022,17,Male,Heart disease,41
2022,17,Male,Homicide,515
2022,17,Male,Other causes,272
2022,17,Male,Other unintentional injury,415
2022,17,Male,Stroke,4
2022,17,Male,Suicide,301
2022,18,Female,Alcohol-induced,5
2022,18,Female,COVID-19,15
2022,18,Female,Cancer,56
2022,18,Female,Chronic lower respiratory disease,5
2022,18,Female,Diabetes,7
2022,18,Female,Drug overdose,133
2022,18,Female,Heart disease,20
2022,18,Female,Homicide,100
2022,18,Female,Other causes,166
2022,18,Female,Other unintentional injury,236
2022,18,Female,Stroke,2
2022,18,Female,Suicide,93
2022,18,Male,Alcohol-induced,7
2022,18,Male,COVID-19,20
2022,18,Male,Cancer,93
2022,18,Male,Chronic lower respiratory disease,8
2022,18,Male,Diabetes,8
2022,18,Male,Drug overdose,326
2022,18,Male,Heart disease,38
2022,18,Male,Homicide,651
2022,18,Male,Other causes,315
2022,18,Male,Other unintentional injury,560
2022,18,Male,Stroke,8
2022,18,Male,Suicide,380
2022,19,Female,Alcohol-induced,2
2022,19,Female,COVID-19,19
2022,19,Female,Cancer,61
2022,19,Female,Chronic lower respiratory disease,5
2022,19,Female,Diabetes,13
2022,19,Female,Drug overdose,213
2022,19,Female,Heart disease,28
2022,19,Female,Homicide,99
2022,19,Female,Other causes,191
2022,19,Female,Other unintentional injury,246
2022,19,Female,Stroke,3
2022,19,Female,Suicide,84
2022,19,Male,Alcohol-induced,3
2022,19,Male,COVID-19,25
2022,19,Male,Cancer,82
2022,19,Male,Chronic lower respiratory disease,11
2022,19,Male,Diabetes,11
2022,19,Male,Drug overdose,385
2022,19,Male,Heart disease,40
2022,19,Male,Homicide,685
2022,19,Male,Other causes,357
2022,19,Male,Other unintentional injury,617
2022,19,Male,Stroke,10
2022,19,Male,Suicide,428
2022,20,Female,Alcohol-induced,3
2022,20,Female,COVID-19,22
2022,20,Female,Cancer,52
2022,20,Female,Chronic lower respiratory disease,9
2022,20,Female,Diabetes,14
2022,20,Female,Drug overdose,261
2022,20,Female,Heart disease,22
2022,20,Female,Homicide,113
2022,20,Female,Other causes,205
2022,20,Female,Other unintentional injury,256
2022,20,Female,Stroke,4
2022,20,Female,Suicide,108
2022,20,Male,Alcohol-induced,10
2022,20,Male,COVID-19,30
2022,20,Male,Cancer,75
2022,20,Male,Chronic lower respiratory disease,11
2022,20,Male,Diabetes,25
2022,20,Male,Drug overdose,514
2022,20,Male,Heart disease,49
2022,20,Male,Homicide,620
2022,20,Male,Other causes,370
2022,20,Male,Other unintentional injury,671
2022,20,Male,Stroke,10
2022,20,Male,Suicide,480
2022,21,Female,Alcohol-induced,8
2022,21,Female,COVID-19,20
2022,21,Female,Cancer,54
2022,21,Female,Chronic lower respiratory disease,12
2022,21,Female,Diabetes,18
2022,21,Female,Drug overdose,262
2022,21,Female,Heart disease,42
2022,21,Female,Homicide,121
2022,21,Female,Other causes,255
2022,21,Female,Other unintentional injury,240
2022,21,Female,Stroke,8
2022,21,Female,Suicide,109
2022,21,Male,Alcohol-induced,21
2022,21,Male,COVID-19,28
2022,21,Male,Cancer,98
2022,21,Male,Chronic lower respiratory disease,13
2022,21,Male,Diabetes,21
2022,21,Male,Drug overdose,567
2022,21,Male,Heart disease,59
2022,21,Male,Homicide,633
2022,21,Male,Other causes,420
2022,21,Male,Other unintentional injury,668
2022,21,Male,Stroke,15
2022,21,Male,Suicide,611
2022,22,Female,Alcohol-induced,8
2022,22,Female,COVID-19,29
2022,22,Female,Cancer,37
2022,22,Female,Chronic lower respiratory disease,15
2022,22,Female,Diabetes,16
2022,22,Female,Drug overdose,289
2022,22,Female,Heart disease,39
2022,22,Female,Homicide,112
2022,22,Female,Other causes,249
2022,22,Female,Other unintentional injury,275
2022,22,Female,Stroke,4
2022,22,Female,Suicide,117
2022,22,Male,Alcohol-induced,25
2022,22,Male,COVID-19,32
2022,22,Male,Cancer,109
2022,22,Male,Chronic lower respiratory disease,14
2022,22,Male,Diabetes,29
2022,22,Male,Drug overdose,688
2022,22,Male,Heart disease,71
2022,22,Male,Homicide,569
2022,22,Male,Other causes,477
2022,22,Male,Other unintentional injury,720
2022,22,Male,Stroke,13
2022,22,Male,Suicide,655
2022,23,Female,Alcohol-induced,15
2022,23,Female,COVID-19,18
2022,23,Female,Cancer,72
2022,23,Female,Chronic lower respiratory disease,8
2022,23,Female,Diabetes,24
2022,23,Female,Drug overdose,383
2022,23,Female,Heart disease,50
2022,23,Female,Homicide,106
2022,23,Female,Other causes,278
2022,23,Female,Other unintentional injury,251
2022,23,Female,Stroke,12
2022,23,Female,Suicide,124
2022,23,Male,Alcohol-induced,26
2022,23,Male,COVID-19,29
2022,23,Male,Cancer,121
2022,23,Male,Chronic lower respiratory disease,15
2022,23,Male,Diabetes,33
2022,23,Male,Drug overdose,815
2022,23,Male,Heart disease,91
2022,23,Male,Homicide,564
2022,23,Male,Other causes,470
2022,23,Male,Other unintentional injury,719
2022,23,Male,Stroke,14
2022,23,Male,Suicide,620
2022,24,Female,Alcohol-induced,16
2022,24,Female,COVID-19,22
2022,24,Female,Cancer,75
2022,24,Female,Chronic lower respiratory disease,10
2022,24,Female,Diabetes,32
2022,24,Female,Drug overdose,375
2022,24,Female,Heart disease,49
2022,24,Female,Homicide,106
2022,24,Female,Other causes,283
2022,24,Female,Other unintentional injury,224
2022,24,Female,Stroke,7
2022,24,Female,Suicide,137
2022,24,Male,Alcohol-induced,41
2022,24,Male,COVID-19,60
2022,24,Male,Cancer,105
2022,24,Male,Chronic lower respiratory disease,18
2022,24,Male,Diabetes,38
2022,24,Male,Drug overdose,920
2022,24,Male,Heart disease,91
2022,24,Male,Homicide,557
2022,24,Male,Other causes,504
2022,24,Male,Other unintentional injury,705
2022,24,Male,Stroke,16
2022,24,Male,Suicide,659
2022,25,Female,Alcohol-induced,24
2022,25,Female,COVID-19,36
2022,25,Female,Cancer,84
2022,25,Female,Chronic lower respiratory disease,14
2022,25,Female,Diabetes,21
2022,25,Female,Drug overdose,461
2022,25,Female,Heart disease,57
2022,25,Female,Homicide,113
2022,25,Female,Other causes,347
2022,25,Female,Other unintentional injury,245
2022,25,Female,Stroke,13
2022,25,Female,Suicide,130
2022,25,Male,Alcohol-induced,59
2022,25,Male,COVID-19,54
2022,25,Male,Cancer,146
2022,25,Male,Chronic lower respiratory disease,11
2022,25,Male,Diabetes,34
2022,25,Male,Drug overdose,1064
2022,25,Male,Heart disease,122
2022,25,Male,Homicide,568
2022,25,Male,Other causes,549
2022,25,Male,Other unintentional injury,681
2022,25,Male,Stroke,14
2022,25,Male,Suicide,608
2022,26,Female,Alcohol-induced,39
2022,26,Female,COVID-19,41
2022,26,Female,Cancer,90
2022,26,Female,Chronic lower respiratory disease,19
2022,26,Female,Diabetes,31
2022,26,Female,Drug overdose,482
2022,26,Female,Heart disease,69
2022,26,Female,Homicide,109
2022,26,Female,Other causes,338
2022,26,Female,Other unintentional injury,230
2022,26,Female,Stroke,9
2022,26,Female,Suicide,126
2022,26,Male,Alcohol-induced,96
2022,26,Male,COVID-19,75
2022,26,Male,Cancer,113
2022,26,Male,Chronic lower respiratory disease,16
2022,26,Male,Diabetes,45
2022,26,Male,Drug overdose,1254
2022,26,Male,Heart disease,141
2022,26,Male,Homicide,542
2022,26,Male,Other causes,590
2022,26,Male,Other unintentional injury,704
2022,26,Male,Stroke,24
2022,26,Male,Suicide,638
2022,27,Female,Alcohol-induced,56
2022,27,Female,COVID-19,41
2022,27,Female,Cancer,120
2022,27,Female,Chronic lower respiratory disease,16
2022,27,Female,Diabetes,37
2022,27,Female,Drug overdose,503
2022,27,Female,Heart disease,88
2022,27,Female,Homicide,101
2022,27,Female,Other causes,400
2022,27,Female,Other unintentional injury,257
2022,27,Female,Stroke,11
2022,27,Female,Suicide,113
2022,27,Male,Alcohol-induced,97
2022,27,Male,COVID-19,71
2022,27,Male,Cancer,125
2022,27,Male,Chronic lower respiratory disease,23
2022,27,Male,Diabetes,54
2022,27,Male,Drug overdose,1414
2022,27,Male,Heart disease,155
2022,27,Male,Homicide,536
2022,27,Male,Other causes,634
2022,27,Male,Other unintentional injury,738
2022,27,Male,Stroke,15
2022,27,Male,Suicide,650
2022,28,Female,Alcohol-induced,64
2022,28,Female,COVID-19,50
2022,28,Female,Cancer,124
2022,28,Female,Chronic lower respiratory disease,14
2022,28,Female,Diabetes,34
2022,28,Female,Drug overdose,553
2022,28,Female,Heart disease,102
2022,28,Female,Homicide,110
2022,28,Female,Other causes,426
2022,28,Female,Other unintentional injury,247
2022,28,Female,Stroke,25
2022,28,Female,Suicide,136
2022,28,Male,Alcohol-induced,136
2022,28,Male,COVID-19,91
2022,28,Male,Cancer,142
2022,28,Male,Chronic lower respiratory disease,17
2022,28,Male,Diabetes,61
2022,28,Male,Drug overdose,1585
2022,28,Male,Heart disease,194
2022,28,Male,Homicide,546
2022,28,Male,Other causes,665
2022,28,Male,Other unintentional injury,716
2022,28,Male,Stroke,21
2022,28,Male,Suicide,607
2022,29,Female,Alcohol-induced,85
2022,29,Female,COVID-19,54
2022,29,Female,Cancer,151
2022,29,Female,Chronic lower respiratory disease,15
2022,29,Female,Diabetes,49
2022,29,Female,Drug overdose,682
2022,29,Female,Heart disease,93
2022,29,Female,Homicide,105
2022,29,Female,Other causes,468
2022,29,Female,Other unintentional injury,246
2022,29,Female,Stroke,24
2022,29,Female,Suicide,172
2022,29,Male,Alcohol-induced,179
2022,29,Male,COVID-19,98
2022,29,Male,Cancer,190
2022,29,Male,Chronic lower respiratory disease,19
2022,29,Male,Diabetes,66
2022,29,Male,Drug overdose,1709
2022,29,Male,Heart disease,235
2022,29,Male,Homicide,614
2022,29,Male,Other causes,802
2022,29,Male,Other unintentional injury,753
2022,29,Male,Stroke,26
2022,29,Male,Suicide,642
2022,30,Female,Alcohol-induced,85
2022,30,Female,COVID-19,75
2022,30,Female,Cancer,177
2022,30,Female,Chronic lower respiratory disease,14
2022,30,Female,Diabetes,38
2022,30,Female,Drug overdose,715
2022,30,Female,Heart disease,114
2022,30,Female,Homicide,117
2022,30,Female,Other causes,502
2022,30,Female,Other unintentional injury,286
2022,30,Female,Stroke,29
2022,30,Female,Suicide,141
2022,30,Male,Alcohol-induced,202
2022,30,Male,COVID-19,97
2022,30,Male,Cancer,184
2022,30,Male,Chronic lower respiratory disease,25
2022,30,Male,Diabetes,74
2022,30,Male,Drug overdose,1765
2022,30,Male,Heart disease,280
2022,30,Male,Homicide,634
2022,30,Male,Other causes,868
2022,30,Male,Other unintentional injury,716
2022,30,Male,Stroke,41
2022,30,Male,Suicide,685
2022,31,Female,Alcohol-induced,118
2022,31,Female,COVID-19,70
2022,31,Female,Cancer,189
2022,31,Female,Chronic lower respiratory disease,18
2022,31,Female,Diabetes,55
2022,31,Female,Drug overdose,751
2022,31,Female,Heart disease,141
2022,31,Female,Homicide,125
2022,31,Female,Other causes,593
2022,31,Female,Other unintentional injury,264
2022,31,Female,Stroke,30
2022,31,Female,Suicide,150
2022,31,Male,Alcohol-induced,266
2022,31,Male,COVID-19,107
2022,31,Male,Cancer,197
2022,31,Male,Chronic lower respiratory disease,23
2022,31,Male,Diabetes,77
2022,31,Male,Drug overdose,1960
2022,31,Male,Heart disease,273
2022,31,Male,Homicide,573
2022,31,Male,Other causes,886
2022,31,Male,Other unintentional injury,779
2022,31,Male,Stroke,38
2022,31,Male,Suicide,676
2022,32,Female,Alcohol-induced,141
2022,32,Female,COVID-19,91
2022,32,Female,Cancer,254
2022,32,Female,Chronic lower respiratory disease,20
2022,32,Female,Diabetes,62
2022,32,Female,Drug overdose,759
2022,32,Female,Heart disease,162
2022,32,Female,Homicide,101
2022,32,Female,Other causes,581
2022,32,Female,Other unintentional injury,274
2022,32,Female,Stroke,41
2022,32,Female,Suicide,149
2022,32,Male,Alcohol-induced,306
2022,32,Male,COVID-19,135
2022,32,Male,Cancer,233
2022,32,Male,Chronic lower respiratory disease,22
2022,32,Male,Diabetes,105
2022,32,Male,Drug overdose,2017
2022,32,Male,Heart disease,356
2022,32,Male,Homicide,580
2022,32,Male,Other causes,1027
2022,32,Male,Other unintentional injury,724
2022,32,Male,Stroke,48
2022,32,Male,Suicide,764
2022,33,Female,Alcohol-induced,174
2022,33,Female,COVID-19,89
2022,33,Female,Cancer,307
2022,33,Female,Chronic lower respiratory disease,22
2022,33,Female,Diabetes,52
2022,33,Female,Drug overdose,760
2022,33,Female,Heart disease,164
2022,33,Female,Homicide,118
2022,33,Female,Other causes,689
2022,33,Female,Other unintentional injury,257
2022,33,Female,Stroke,35
2022,33,Female,Suicide,153
2022,33,Male,Alcohol-induced,323
2022,33,Male,COVID-19,131
2022,33,Male,Cancer,254
2022,33,Male,Chronic lower respiratory disease,17
2022,33,Male,Diabetes,100
2022,33,Male,Drug overdose,2043
2022,33,Male,Heart disease,381
2022,33,Male,Homicide,541
2022,33,Male,Other causes,1015
2022,33,Male,Other unintentional injury,753
2022,33,Male,Stroke,62
2022,33,Male,Suicide,731
2022,34,Female,Alcohol-induced,162
2022,34,Female,COVID-19,88
2022,34,Female,Cancer,328
2022,34,Female,Chronic lower respiratory disease,21
2022,34,Female,Diabetes,78
2022,34,Female,Drug overdose,767
2022,34,Female,Heart disease,214
2022,34,Female,Homicide,94
2022,34,Female,Other causes,680
2022,34,Female,Other unintentional injury,262
2022,34,Female,Stroke,53
2022,34,Female,Suicide,158
2022,34,Male,Alcohol-induced,391
2022,34,Male,COVID-19,150
2022,34,Male,Cancer,255
2022,34,Male,Chronic lower respiratory disease,23
2022,34,Male,Diabetes,118
2022,34,Male,Drug overdose,1995
2022,34,Male,Heart disease,438
2022,34,Male,Homicide,507
2022,34,Male,Other causes,1013
2022,34,Male,Other unintentional injury,670
2022,34,Male,Stroke,43
2022,34,Male,Suicide,645
2022,35,Female,Alcohol-induced,181
2022,35,Female,Alzheimer disease,1
2022,35,Female,COVID-19,87
2022,35,Female,Cancer,350
2022,35,Female,Chronic lower respiratory disease,22
2022,35,Female,Diabetes,58
2022,35,Female,Drug overdose,768
2022,35,Female,Heart disease,221
2022,35,Female,Homicide,90
2022,35,Female,Other causes,695
2022,35,Female,Other unintentional injury,243
2022,35,Female,Stroke,50
2022,35,Female,Suicide,137
2022,35,Male,Alcohol-induced,381
2022,35,Male,Alzheimer disease,1
2022,35,Male,COVID-19,144
2022,35,Male,Cancer,284
2022,35,Male,Chronic lower respiratory disease,23
2022,35,Male,Diabetes,142
2022,35,Male,Drug overdose,1973
2022,35,Male,Heart disease,488
2022,35,Male,Homicide,434
2022,35,Male,Other causes,1063
2022,35,Male,Other unintentional injury,669
2022,35,Male,Stroke,66
2022,35,Male,Suicide,658
2022,36,Female,Alcohol-induced,187
2022,36,Female,COVID-19,106
2022,36,Female,Cancer,423
2022,36,Female,Chronic lower respiratory disease,21
2022,36,Female,Diabetes,78
2022,36,Female,Drug overdose,842
2022,36,Female,Heart disease,246
2022,36,Female,Homicide,100
2022,36,Female,Other causes,735
2022,36,Female,Other unintentional injury,220
2022,36,Female,Stroke,56
2022,36,Female,Suicide,149
2022,36,Male,Alcohol-induced,416
2022,36,Male,COVID-19,152
2022,36,Male,Cancer,317
2022,36,Male,Chronic lower respiratory disease,22
2022,36,Male,Diabetes,114
2022,36,Male,Drug overdose,2120
2022,36,Male,Heart disease,539
2022,36,Male,Homicide,432
2022,36,Male,Other causes,1188
2022,36,Male,Other unintentional injury,685
2022,36,Male,Stroke,82
2022,36,Male,Suicide,667
2022,37,Female,Alcohol-induced,201
2022,37,Female,COVID-19,118
2022,37,Female,Cancer,495
2022,37,Female,Chronic lower respiratory disease,31
2022,37,Female,Diabetes,80
2022,37,Female,Drug overdose,800
2022,37,Female,Heart disease,280
2022,37,Female,Homicide,108
2022,37,Female,Other causes,803
2022,37,Female,Other unintentional injury,202
2022,37,Female,Stroke,61
2022,37,Female,Suicide,128
2022,37,Male,Alcohol-induced,481
2022,37,Male,COVID-19,174
2022,37,Male,Cancer,379
2022,37,Male,Chronic lower respiratory disease,34
2022,37,Male,Diabetes,148
2022,37,Male,Drug overdose,2028
2022,37,Male,Heart disease,618
2022,37,Male,Homicide,447
2022,37,Male,Other causes,1244
2022,37,Male,Other unintentional injury,676
2022,37,Male,Stroke,87
2022,37,Male,Suicide,659
2022,38,Female,Alcohol-induced,229
2022,38,Female,COVID-19,135
2022,38,Female,Cancer,490
2022,38,Female,Chronic lower respiratory disease,26
2022,38,Female,Diabetes,103
2022,38,Female,Drug overdose,860
2022,38,Female,Heart disease,321
2022,38,Female,Homicide,91
2022,38,Female,Other causes,860
2022,38,Female,Other unintentional injury,220
2022,38,Female,Stroke,65
2022,38,Female,Suicide,129
2022,38,Male,Alcohol-induced,471
2022,38,Male,COVID-19,169
2022,38,Male,Cancer,405
2022,38,Male,Chronic lower respiratory disease,27
2022,38,Male,Diabetes,129
2022,38,Male,Drug overdose,1942
2022,38,Male,Heart disease,654
2022,38,Male,Homicide,445
2022,38,Male,Other causes,1227
2022,38,Male,Other unintentional injury,704
2022,38,Male,Stroke,101
2022,38,Male,Suicide,571
2022,39,Female,Alcohol-induced,238
2022,39,Female,COVID-19,163
2022,39,Female,Cancer,625
2022,39,Female,Chronic lower respiratory disease,29
2022,39,Female,Diabetes,103
2022,39,Female,Drug overdose,830
2022,39,Female,Heart disease,329
2022,39,Female,Homicide,78
2022,39,Female,Other causes,935
2022,39,Female,Other unintentional injury,238
2022,39,Female,Stroke,95
2022,39,Female,Suicide,139
2022,39,Male,Alcohol-induced,535
2022,39,Male,COVID-19,232
2022,39,Male,Cancer,440
2022,39,Male,Chronic lower respiratory disease,33
2022,39,Male,Diabetes,168
2022,39,Male,Drug overdose,2060
2022,39,Male,Heart disease,782
2022,39,Male,Homicide,406
2022,39,Male,Other causes,1325
2022,39,Male,Other unintentional injury,663
2022,39,Male,Stroke,126
2022,39,Male,Suicide,596
2022,40,Female,Alcohol-induced,244
2022,40,Female,COVID-19,189
2022,40,Female,Cancer,680
2022,40,Female,Chronic lower respiratory disease,35
2022,40,Female,Diabetes,113
2022,40,Female,Drug overdose,826
2022,40,Female,Heart disease,413
2022,40,Female,Homicide,85
2022,40,Female,Other causes,975
2022,40,Female,Other unintentional injury,223
2022,40,Female,Stroke,102
2022,40,Female,Suicide,142
2022,40,Male,Alcohol-induced,548
2022,40,Male,COVID-19,238
2022,40,Male,Cancer,475
2022,40,Male,Chronic lower respiratory disease,41
2022,40,Male,Diabetes,202
2022,40,Male,Drug overdose,2102
2022,40,Male,Heart disease,869
2022,40,Male,Homicide,367
2022,40,Male,Other causes,1350
2022,40,Male,Other unintentional injury,629
2022,40,Male,Stroke,134
2022,40,Male,Suicide,634
2022,41,Female,Alcohol-induced,267
2022,41,Female,COVID-19,156
2022,41,Female,Cancer,707
2022,41,Female,Chronic lower respiratory disease,38
2022,41,Female,Diabetes,115
2022,41,Female,Drug overdose,896
2022,41,Female,Heart disease,470
2022,41,Female,Homicide,82
2022,41,Female,Other causes,1002
2022,41,Female,Other unintentional injury,197
2022,41,Female,Stroke,107
2022,41,Female,Suicide,148
2022,41,Male,Alcohol-induced,563
2022,41,Male,Alzheimer disease,1
2022,41,Male,COVID-19,244
2022,41,Male,Cancer,530
2022,41,Male,Chronic lower respiratory disease,41
2022,41,Male,Diabetes,219
2022,41,Male,Drug overdose,2005
2022,41,Male,Heart disease,944
2022,41,Male,Homicide,373
2022,41,Male,Other causes,1538
2022,41,Male,Other unintentional injury,677
2022,41,Male,Stroke,154
2022,41,Male,Suicide,618
2022,42,Female,Alcohol-induced,250
2022,42,Female,COVID-19,226
2022,42,Female,Cancer,802
2022,42,Female,Chronic lower respiratory disease,57
2022,42,Female,Diabetes,133
2022,42,Female,Drug overdose,797
2022,42,Female,Heart disease,519
2022,42,Female,Homicide,84
2022,42,Female,Other causes,1074
2022,42,Female,Other unintentional injury,206
2022,42,Female,Stroke,130
2022,42,Female,Suicide,110
2022,42,Male,Alcohol-induced,563
2022,42,Male,COVID-19,258
2022,42,Male,Cancer,599
2022,42,Male,Chronic lower respiratory disease,54
2022,42,Male,Diabetes,233
2022,42,Male,Drug overdose,1929
2022,42,Male,Heart disease,1055
2022,42,Male,Homicide,392
2022,42,Male,Other causes,1554
2022,42,Male,Other unintentional injury,641
2022,42,Male,Stroke,151
2022,42,Male,Suicide,592
2022,43,Female,Alcohol-induced,271
2022,43,Female,Alzheimer disease,1
2022,43,Female,COVID-19,205
2022,43,Female,Cancer,870
2022,43,Female,Chronic lower respiratory disease,59
2022,43,Female,Diabetes,125
2022,43,Female,Drug overdose,789
2022,43,Female,Heart disease,561
2022,43,Female,Homicide,84
2022,43,Female,Other causes,1091
2022,43,Female,Other unintentional injury,197
2022,43,Female,Stroke,123
2022,43,Female,Suicide,124
2022,43,Male,Alcohol-induced,570
2022,43,Male,COVID-19,294
2022,43,Male,Cancer,659
2022,43,Male,Chronic lower respiratory disease,34
2022,43,Male,Diabetes,219
2022,43,Male,Drug overdose,1834
2022,43,Male,Heart disease,1126
2022,43,Male,Homicide,325
2022,43,Male,Other causes,1627
2022,43,Male,Other unintentional injury,630
2022,43,Male,Stroke,170
2022,43,Male,Suicide,587
2022,44,Female,Alcohol-induced,265
2022,44,Female,COVID-19,218
2022,44,Female,Cancer,922
2022,44,Female,Chronic lower respiratory disease,56
2022,44,Female,Diabetes,126
2022,44,Female,Drug overdose,751
2022,44,Female,Heart disease,527
2022,44,Female,Homicide,67
2022,44,Female,Other causes,1142
2022,44,Female,Other unintentional injury,211
2022,44,Female,Stroke,139
2022,44,Female,Suicide,138
2022,44,Male,Alcohol-induced,598
2022,44,Male,Alzheimer disease,2
2022,44,Male,COVID-19,344
2022,44,Male,Cancer,765
2022,44,Male,Chronic lower respiratory disease,50
2022,44,Male,Diabetes,279
2022,44,Male,Drug overdose,1808
2022,44,Male,Heart disease,1256
2022,44,Male,Homicide,281
2022,44,Male,Other causes,1713
2022,44,Male,Other unintentional injury,635
2022,44,Male,Stroke,165
2022,44,Male,Suicide,540
2022,45,Female,Alcohol-induced,274
2022,45,Female,COVID-19,259
2022,45,Female,Cancer,1024
2022,45,Female,Chronic lower respiratory disease,59
2022,45,Female,Diabetes,151
2022,45,Female,Drug overdose,695
2022,45,Female,Heart disease,635
2022,45,Female,Homicide,78
2022,45,Female,Other causes,1175
2022,45,Female,Other unintentional injury,156
2022,45,Female,Stroke,152
2022,45,Female,Suicide,105
2022,45,Male,Alcohol-induced,598
2022,45,Male,COVID-19,359
2022,45,Male,Cancer,823
2022,45,Male,Chronic lower respiratory disease,64
2022,45,Male,Diabetes,288
2022,45,Male,Drug overdose,1696
2022,45,Male,Heart disease,1327
2022,45,Male,Homicide,252
2022,45,Male,Other causes,1764
2022,45,Male,Other unintentional injury,603
2022,45,Male,Stroke,203
2022,45,Male,Suicide,537
2022,46,Female,Alcohol-induced,269
2022,46,Female,Alzheimer disease,5
2022,46,Female,COVID-19,304
2022,46,Female,Cancer,1071
2022,46,Female,Chronic lower respiratory disease,88
2022,46,Female,Diabetes,163
2022,46,Female,Drug overdose,666
2022,46,Female,Heart disease,615
2022,46,Female,Homicide,49
2022,46,Female,Other causes,1229
2022,46,Female,Other unintentional injury,193
2022,46,Female,Stroke,164
2022,46,Female,Suicide,120
2022,46,Male,Alcohol-induced,630
2022,46,Male,Alzheimer disease,2
2022,46,Male,COVID-19,375
2022,46,Male,Cancer,905
2022,46,Male,Chronic lower respiratory disease,70
2022,46,Male,Diabetes,300
2022,46,Male,Drug overdose,1534
2022,46,Male,Heart disease,1448
2022,46,Male,Homicide,267
2022,46,Male,Other causes,1732
2022,46,Male,Other unintentional injury,522
2022,46,Male,Stroke,194
