year,age,sex,cause,deaths,total_deaths,share,mx,cause_mx
2005,68,Male,Cancer,7142,20199,0.353581860488143,0.022281906502222792,0.007878477956278785
2005,68,Male,Chronic lower respiratory disease,1355,20199,0.06708252883806129,0.022281906502222792,0.0014947266355023459
2005,68,Male,Diabetes,800,20199,0.039605921085202236,0.022281906502222792,8.824954305548905e-4
2005,68,Male,Drug overdose,27,20199,0.0013366998366255755,0.022281906502222792,2.9784220781227554e-5
2005,68,Male,Heart disease,5301,20199,0.26243873459082134,0.022281906502222792,0.005847635346714343
2005,68,Male,Homicide,24,20199,0.001188177632556067,0.022281906502222792,2.6474862916646715e-5
2005,68,Male,Other causes,3881,20199,0.19213822466458735,0.022281906502222792,0.004281205957479412
2005,68,Male,Other unintentional injury,287,20199,0.014208624189316304,0.022281906502222792,3.16595235711567e-4
2005,68,Male,Stroke,862,20199,0.04267537996930541,0.022281906502222792,9.508888264228945e-4
2005,68,Male,Suicide,186,20199,0.00920837665230952,0.022281906502222792,2.0518018760401203e-4
2005,69,Female,Alcohol-induced,68,16434,0.004137763173907752,0.016214464796803937,6.709161532083897e-5
2005,69,Female,Alzheimer disease,153,16434,0.009309967141292442,0.016214464796803937,1.5095613447188767e-4
2005,69,Female,Cancer,5921,16434,0.36028964342217357,0.016214464796803937,0.005841903739921876
2005,69,Female,Chronic lower respiratory disease,1298,16434,0.07898259705488621,0.016214464796803937,0.0012806605395066027
2005,69,Female,Diabetes,768,16434,0.046732384081781674,0.016214464796803937,7.577405965647696e-4
2005,69,Female,Drug overdose,31,16434,0.0018863332116344164,0.016214464796803937,3.0585883455088354e-5
2005,69,Female,Heart disease,3514,16434,0.21382499695752707,0.016214464796803937,0.003467057885844532
2005,69,Female,Homicide,13,16434,7.910429597176585e-4,0.016214464796803937,1.2826338223101568e-5
2005,69,Female,Other causes,3648,16434,0.22197882438846295,0.016214464796803937,0.0035992678336826556
2005,69,Female,Other unintentional injury,189,16434,0.011500547645125958,0.016214464796803937,1.8647522493586124e-4
2005,69,Female,Stroke,802,16434,0.04880126566873555,0.016214464796803937,7.912864042251891e-4
2005,69,Female,Suicide,29,16434,0.0017646342947547767,0.016214464796803937,2.8612600651534268e-5
2005,69,Male,Alcohol-induced,198,21232,0.009325546345139412,0.0244933325842708,2.2841370816153065e-4
2005,69,Male,Alzheimer disease,146,21232,0.006876412961567446,0.0244933325842708,1.68426269654462e-4
2005,69,Male,Cancer,7447,21232,0.35074415975885453,0.0244933325842708,0.008590893356964235
2005,69,Male,Chronic lower respiratory disease,1400,21232,0.06593820648078372,0.0244933325842708,0.001615046421344156
2005,69,Male,Diabetes,886,21232,0.04172946495855313,0.0244933325842708,0.001022093663793516
2005,69,Male,Drug overdose,28,21232,0.0013187641296156744,0.0244933325842708,3.230092842688312e-5
2005,69,Male,Heart disease,5696,21232,0.26827430293896004,0.0244933325842708,0.006570931725697366
2005,69,Male,Homicide,33,21232,0.0015542577241899021,0.0244933325842708,3.806895136025511e-5
2005,69,Male,Other causes,4027,21232,0.1896665410700829,0.0244933325842708,0.004645565670537798
2005,69,Male,Other unintentional injury,277,21232,0.013046345139412208,0.0244933325842708,3.1954847050880803e-4
2005,69,Male,Stroke,906,21232,0.04267143933685004,0.0244933325842708,0.0010451657555270038
2005,69,Male,Suicide,188,21232,0.008854559155990958,0.0244933325842708,2.168776622947867e-4
2005,70,Female,Alcohol-induced,58,17798,0.003258793122822789,0.017830822095643302,5.810696041955902e-5
2005,70,Female,Alzheimer disease,203,17798,0.011405775929879762,0.017830822095643302,2.0337436146845657e-4
2005,70,Female,Cancer,6283,17798,0.3530171929430273,0.017830822095643302,0.006294586764070506
2005,70,Female,Chronic lower respiratory disease,1484,17798,0.08338015507360377,0.017830822095643302,0.0014867367114245792
2005,70,Female,Diabetes,775,17798,0.04354421845151141,0.017830822095643302,7.764292125027283e-4
2005,70,Female,Drug overdose,22,17798,0.0012360939431396785,0.017830822095643302,2.2040571193625834e-5
2005,70,Female,Heart disease,3886,17798,0.21833913922912687,0.017830822095643302,0.0038931663481104545
2005,70,Female,Homicide,16,17798,8.989774131924936e-4,0.017830822095643302,1.6029506322636973e-5
2005,70,Female,Other causes,3936,17798,0.2211484436453534,0.017830822095643302,0.003943258555368695
2005,70,Female,Other unintentional injury,184,17798,0.010338240251713676,0.017830822095643302,1.843393227103252e-4
2005,70,Female,Stroke,925,17798,0.051972131700191035,0.017830822095643302,9.2670583427745e-4
2005,70,Female,Suicide,26,17798,0.001460838296437802,0.017830822095643302,2.604794777428508e-5
2005,70,Male,Alcohol-induced,195,22804,0.008551131380459568,0.026914382629749125,2.3014842189094365e-4
2005,70,Male,Alzheimer disease,173,22804,0.00758638835292054,0.026914382629749125,2.0418295890837565e-4
2005,70,Male,Cancer,7988,22804,0.3502894229082617,0.026914382629749125,0.009427823559306964
2005,70,Male,Chronic lower respiratory disease,1596,22804,0.06998772145237678,0.026914382629749125,0.0018836763145535698
2005,70,Male,Diabetes,875,22804,0.03837046132257499,0.026914382629749125,0.001032717277715773
2005,70,Male,Drug overdose,27,22804,0.001184002806525171,0.026914382629749125,3.1866704569515276e-5
2005,70,Male,Heart disease,5975,22804,0.2620154358884406,0.026914382629749125,0.007051983696401992
2005,70,Male,Homicide,26,22804,0.0011401508507279424,0.026914382629749125,3.068645625212582e-5
2005,70,Male,Other causes,4478,22804,0.19636905805998947,0.026914382629749125,0.005285151965269978
2005,70,Male,Other unintentional injury,307,22804,0.013462550429749167,0.026914382629749125,3.623362334385626e-4
2005,70,Male,Stroke,986,22804,0.04323802841606736,0.026914382629749125,0.0011637248409460024
2005,70,Male,Suicide,178,22804,0.007805648131906683,0.026914382629749125,2.1008420049532293e-4
2005,71,Female,Alcohol-induced,62,18616,0.0033304684142672967,0.019595000021385794,6.52605286487924e-5
2005,71,Female,Alzheimer disease,249,18616,0.01337559088955737,0.019595000021385794,2.620947037669243e-4
2005,71,Female,Cancer,6451,18616,0.3465298667812634,0.019595000021385794,0.0067902527469896725
2005,71,Female,Chronic lower respiratory disease,1594,18616,0.08562526858616244,0.019595000021385794,0.0016778271397770174
2005,71,Female,Diabetes,772,18616,0.04146970348087667,0.019595000021385794,8.125988405946409e-4
2005,71,Female,Drug overdose,32,18616,0.0017189514396218307,0.019595000021385794,3.368285349615091e-5
2005,71,Female,Heart disease,4061,18616,0.21814568113450794,0.019595000021385794,0.004274564626495902
2005,71,Female,Homicide,16,18616,8.594757198109154e-4,0.019595000021385794,1.6841426748075456e-5
2005,71,Female,Other causes,4195,18616,0.22534379028792437,0.019595000021385794,0.004415611575511034
2005,71,Female,Other unintentional injury,159,18616,0.00854103996562097,0.019595000021385794,1.6736167830899983e-4
2005,71,Female,Stroke,999,18616,0.05366351525569402,0.019595000021385794,0.0010515365825829613
2005,71,Female,Suicide,26,18616,0.0013966480446927375,0.019595000021385794,2.7367318465622618e-5
2005,71,Male,Alcohol-induced,170,23085,0.007364089235434265,0.02950483988703573,2.1727627380533135e-4
2005,71,Male,Alzheimer disease,175,23085,0.007580680095299978,0.02950483988703573,2.2366675244666462e-4
2005,71,Male,Cancer,7867,23085,0.3407840589127139,0.02950483988703573,0.010054779094273776
2005,71,Male,Chronic lower respiratory disease,1611,23085,0.06978557504873294,0.02950483988703573,0.002059012218237581
2005,71,Male,Diabetes,904,23085,0.03915962746372103,0.02950483988703573,0.0011553985383530561
2005,71,Male,Drug overdose,23,23085,9.963179553822829e-4,0.02950483988703573,2.9396201750133067e-5
2005,71,Male,Heart disease,6151,23085,0.26645007580680097,0.02950483988703573,0.007861566824568195
2005,71,Male,Homicide,23,23085,9.963179553822829e-4,0.02950483988703573,2.9396201750133067e-5
2005,71,Male,Other causes,4712,23085,0.20411522633744855,0.02950483988703573,0.006022387071592478
2005,71,Male,Other unintentional injury,288,23085,0.012475633528265107,0.02950483988703573,3.680915697407966e-4
2005,71,Male,Stroke,986,23085,0.04271171756551873,0.02950483988703573,0.0012602023880709217
2005,71,Male,Suicide,175,23085,0.007580680095299978,0.02950483988703573,2.2366675244666462e-4
2005,72,Female,Alcohol-induced,65,19969,0.0032550453202463817,0.021583413504670322,7.025498912331969e-5
2005,72,Female,Alzheimer disease,327,19969,0.016375381841854875,0.021583413504670322,3.5343663758962367e-4
2005,72,Female,Cancer,6692,19969,0.33511943512444287,0.021583413504670322,0.00723302134174239
2005,72,Female,Chronic lower respiratory disease,1680,19969,0.0841304021232911,0.021583413504670322,0.001815821257341186
2005,72,Female,Diabetes,864,19969,0.04326706394912114,0.021583413504670322,9.338509323468956e-4
2005,72,Female,Drug overdose,25,19969,0.00125194050778707,0.021583413504670322,2.7021149662815267e-5
2005,72,Female,Heart disease,4409,19969,0.22079222795332765,0.021583413504670322,0.0047654499545341
2005,72,Female,Homicide,16,19969,8.012419249837248e-4,0.021583413504670322,1.729353578420177e-5
2005,72,Female,Other causes,4582,19969,0.22945565626721418,0.021583413504670322,0.004952436310200782
2005,72,Female,Other unintentional injury,195,19969,0.009765135960739146,0.021583413504670322,2.1076496736995907e-4
2005,72,Female,Stroke,1079,19969,0.054033752316089936,0.021583413504670322,0.0011662328194471069
2005,72,Female,Suicide,35,19969,0.001752716710901898,0.021583413504670322,3.782960952794137e-5
2005,72,Male,Alcohol-induced,191,24557,0.007777823023985014,0.03232514763571994,2.514192775348173e-4
2005,72,Male,Alzheimer disease,195,24557,0.007940709370037057,0.03232514763571994,2.5668460271879254e-4
2005,72,Male,Cancer,8165,24557,0.3324917538787311,0.03232514763571994,0.01074784503178944
2005,72,Male,Chronic lower respiratory disease,1832,24557,0.07460194649183532,0.03232514763571994,0.0024115189342606563
2005,72,Male,Diabetes,902,24557,0.03673087103473551,0.03232514763571994,0.0011873308289864146
2005,72,Male,Drug overdose,19,24557,7.737101437472004e-4,0.03232514763571994,2.501029462388235e-5
2005,72,Male,Heart disease,6585,24557,0.26815164718817447,0.03232514763571994,0.008668041584119225
2005,72,Male,Homicide,32,24557,0.0013030907684163375,0.03232514763571994,4.2122601471801856e-5
2005,72,Male,Other causes,5070,24557,0.20645844362096347,0.03232514763571994,0.006673799670688606
2005,72,Male,Other unintentional injury,286,24557,0.011646373742721016,0.03232514763571994,3.7647075065422905e-4
2005,72,Male,Stroke,1109,24557,0.0451602394429287,0.03232514763571994,0.001459811407257133
2005,72,Male,Suicide,171,24557,0.006963391293724803,0.03232514763571994,2.2509265161494116e-4
2005,73,Female,Alcohol-induced,71,21895,0.00324274948618406,0.023802703949733335,7.718620600278908e-5
2005,73,Female,Alzheimer disease,362,21895,0.016533455126741266,0.023802703949733335,3.935409376480232e-4
2005,73,Female,Cancer,7236,21895,0.3304864124229276,0.023802703949733335,0.007866470234312419
2005,73,Female,Chronic lower respiratory disease,1933,21895,0.0882849965745604,0.023802703949733335,0.002101421636667483
2005,73,Female,Diabetes,936,21895,0.04274948618406029,0.023802703949733335,0.0010175533636424025
2005,73,Female,Drug overdose,23,21895,0.001050468143411738,0.023802703949733335,2.5003982226255616e-5
2005,73,Female,Heart disease,4841,21895,0.2211007079241836,0.023802703949733335,0.0052627946937958015
2005,73,Female,Homicide,10,21895,4.5672527974423386e-4,0.023802703949733335,1.0871296620111138e-5
2005,73,Female,Other causes,5003,21895,0.2284996574560402,0.023802703949733335,0.005438909699041602
2005,73,Female,Other unintentional injury,190,21895,0.008677780315140443,0.023802703949733335,2.065546357821116e-4
2005,73,Female,Stroke,1267,21895,0.05786709294359443,0.023802703949733335,0.001377393281768081
2005,73,Female,Suicide,23,21895,0.001050468143411738,0.023802703949733335,2.5003982226255616e-5
2005,73,Male,Alcohol-induced,160,26569,0.006022055779291656,0.03548957493481854,2.1372019984082825e-4
2005,73,Male,Alzheimer disease,293,26569,0.011027889645827845,0.03548957493481854,3.913751159585168e-4
2005,73,Male,Cancer,8729,26569,0.3285407806089804,0.03548957493481854,0.011659772652566187
2005,73,Male,Chronic lower respiratory disease,2033,26569,0.0765177462456246,0.03548957493481854,0.002715582289227524
2005,73,Male,Diabetes,917,26569,0.0345139071850653,0.03548957493481854,0.0012248838953377468
2005,73,Male,Drug overdose,20,26569,7.52756972411457e-4,0.03548957493481854,2.671502498010353e-5
2005,73,Male,Heart disease,7029,26569,0.2645564379540066,0.03548957493481854,0.009388995529257387
2005,73,Male,Homicide,27,26569,0.0010162219127554668,0.03548957493481854,3.6065283723139764e-5
2005,73,Male,Other causes,5560,26569,0.20926643833038502,0.03548957493481854,0.007426776944468781
2005,73,Male,Other unintentional injury,327,26569,0.012307576498927322,0.03548957493481854,4.367906584246928e-4
2005,73,Male,Stroke,1281,26569,0.04821408408295382,0.03548957493481854,0.0017110973499756313
2005,73,Male,Suicide,193,26569,0.007264104783770559,0.03548957493481854,2.577999910579991e-4
2005,74,Female,Alcohol-induced,50,23632,0.0021157752200406227,0.026176767114934822,5.538415520255336e-5
2005,74,Female,Alzheimer disease,495,23632,0.020946174678402166,0.026176767114934822,5.483031365052783e-4
2005,74,Female,Cancer,7205,23632,0.3048832092078538,0.026176767114934822,0.007980856764687941
2005,74,Female,Chronic lower respiratory disease,2068,23632,0.08750846310088016,0.026176767114934822,0.002290688659177607
2005,74,Female,Diabetes,964,23632,0.04079214624238321,0.026176767114934822,0.001067806512305229
2005,74,Female,Drug overdose,21,23632,8.886255924170616e-4,0.026176767114934822,2.3261345185072413e-5
2005,74,Female,Heart disease,5414,23632,0.22909614082599863,0.026176767114934822,0.005996996325332478
2005,74,Female,Homicide,14,23632,5.924170616113745e-4,0.026176767114934822,1.5507563456714943e-5
2005,74,Female,Other causes,5743,23632,0.24301794177386593,0.026176767114934822,0.006361424066565279
2005,74,Female,Other unintentional injury,222,23632,0.009394041976980365,0.026176767114934822,2.4590564909933693e-4
2005,74,Female,Stroke,1417,23632,0.05996106973595125,0.026176767114934822,0.0015695869584403622
2005,74,Female,Suicide,19,23632,8.039945836154367e-4,0.026176767114934822,2.104597897697028e-5
2005,74,Male,Alcohol-induced,147,27644,0.005317609607871509,0.039005668690634675,2.0741691859077187e-4
2005,74,Male,Alzheimer disease,359,27644,0.012986543192012734,0.039005668690634675,5.06548801184266e-4
2005,74,Male,Cancer,8868,27644,0.3207929387932282,0.039005668690634675,0.012512743088863706
2005,74,Male,Chronic lower respiratory disease,2071,27644,0.07491679930545507,0.039005668690634675,0.0029221798530713505
2005,74,Male,Diabetes,1026,27644,0.03711474461004196,0.039005668690634675,0.0014476854317968157
2005,74,Male,Drug overdose,23,27644,8.320069454492838e-4,0.039005668690634675,3.245298726250172e-5
2005,74,Male,Heart disease,7448,27644,0.2694255534654898,0.039005668690634675,0.010509123875265773
2005,74,Male,Homicide,27,27644,9.767038055274201e-4,0.039005668690634675,3.809698504728463e-5
2005,74,Male,Other causes,5838,27644,0.21118506728403993,0.039005668690634675,0.008237414766890654
2005,74,Male,Other unintentional injury,281,27644,0.010164954420489076,0.039005668690634675,3.964908443809993e-4
2005,74,Male,Stroke,1343,27644,0.048581970771234266,0.039005668690634675,0.0018949722562408614
2005,74,Male,Suicide,213,27644,0.0077051077991607585,0.039005668690634675,3.005428820396898e-4
2005,75,Female,Alcohol-induced,39,25414,0.0015345872353820728,0.02860967122837405,4.390403627554056e-5
2005,75,Female,Alzheimer disease,593,25414,0.02333359565593767,0.02860967122837405,6.675665002921937e-4
2005,75,Female,Cancer,7569,25414,0.2978279688360746,0.02860967122837405,0.008520760271014526
2005,75,Female,Chronic lower respiratory disease,2106,25414,0.08286771071063194,0.02860967122837405,0.0023708179588791908
2005,75,Female,Diabetes,1054,25414,0.04147320374596679,0.02860967122837405,0.0011865347239594808
2005,75,Female,Drug overdose,24,25414,9.443613756197371e-4,0.02860967122837405,2.701786847725573e-5
2005,75,Female,Heart disease,6050,25414,0.2380577634374754,0.02860967122837405,0.006810754345308216
2005,75,Female,Homicide,18,25414,7.082710317148029e-4,0.02860967122837405,2.0263401357941798e-5
2005,75,Female,Other causes,6118,25414,0.24073345400173132,0.02860967122837405,0.00688730497266044
2005,75,Female,Other unintentional injury,230,25414,0.009050129849689148,0.02860967122837405,2.589212395737008e-4
2005,75,Female,Stroke,1590,25414,0.06256394113480758,0.02860967122837405,0.001789933786618192
2005,75,Female,Suicide,23,25414,9.050129849689148e-4,0.02860967122837405,2.5892123957370077e-5
2005,75,Male,Alcohol-induced,135,29338,0.004601540663985275,0.04258086628714153,1.9593758772800144e-4
2005,75,Male,Alzheimer disease,424,29338,0.014452246233553753,0.04258086628714153,6.153891644197972e-4
2005,75,Male,Cancer,9077,29338,0.3093939600518099,0.04258086628714153,0.013174262843015325
2005,75,Male,Chronic lower respiratory disease,2185,29338,0.07447678778376167,0.04258086628714153,0.0031712861421161714
2005,75,Male,Diabetes,1099,29338,0.03745994955348013,0.04258086628714153,0.0015950771030598043
2005,75,Male,Drug overdose,21,29338,7.157952143977094e-4,0.04258086628714153,3.0479180313244666e-5
2005,75,Male,Heart disease,7990,29338,0.2723430363351285,0.04258086628714153,0.011596602414420233
2005,75,Male,Homicide,17,29338,5.794532687981457e-4,0.04258086628714153,2.467362215834092e-5
2005,75,Male,Other causes,6361,29338,0.2168177789897062,0.04258086628714153,0.009232288855835684
2005,75,Male,Other unintentional injury,329,29338,0.011214125025564115,0.04258086628714153,4.7750715824083315e-4
2005,75,Male,Stroke,1510,29338,0.0514690844638353,0.04258086628714153,0.002191598203476164
2005,75,Male,Suicide,190,29338,0.006476242415979276,0.04258086628714153,2.7576401235792795e-4
2005,76,Female,Alcohol-induced,38,27282,0.0013928597610145883,0.03144110741500375,4.3793053360096126e-5
2005,76,Female,Alzheimer disease,732,27282,0.02683087750164944,0.03144110741500375,8.435925015681675e-4
2005,76,Female,Cancer,7779,27282,0.2851330547613811,0.03144110741500375,0.00896489900232073
2005,76,Female,Chronic lower respiratory disease,2352,27282,0.08621068836595558,0.03144110741500375,0.0027105595132354233
2005,76,Female,Diabetes,1046,27282,0.038340297632138406,0.03144110741500375,0.0012054614161752775
2005,76,Female,Drug overdose,20,27282,7.330840847445202e-4,0.03144110741500375,2.304897545268217e-5
2005,76,Female,Heart disease,6558,27282,0.24037827138772816,0.03144110741500375,0.007557759050934484
2005,76,Female,Homicide,14,27282,5.131588593211641e-4,0.03144110741500375,1.613428281687752e-5
2005,76,Female,Other causes,6780,27282,0.24851550472839234,0.03144110741500375,0.007813602678459255
2005,76,Female,Other unintentional injury,240,27282,0.008797009016934242,0.03144110741500375,2.7658770543218604e-4
2005,76,Female,Stroke,1698,27282,0.062238838794809764,0.03144110741500375,0.001956858015932716
2005,76,Female,Suicide,25,27282,9.163551059306502e-4,0.03144110741500375,2.8811219315852713e-5
2005,76,Male,Alcohol-induced,149,29959,0.004973463733769485,0.046581002243462094,2.3166892534049377e-4
2005,76,Male,Alzheimer disease,514,29959,0.017156780933943055,0.046581002243462094,7.991800511745891e-4
2005,76,Male,Cancer,8975,29959,0.29957608731933644,0.046581002243462094,0.013954554395509607
2005,76,Male,Chronic lower respiratory disease,2343,29959,0.07820688273974431,0.046581002243462094,0.0036429549803542066
2005,76,Male,Diabetes,1012,29959,0.033779498648152474,0.046581002243462094,0.0015734829023126152
2005,76,Male,Drug overdose,26,29959,8.678527320671584e-4,0.046581002243462094,4.0425450059415015e-5
2005,76,Male,Heart disease,8079,29959,0.2696685470142528,0.046581002243462094,0.012561431193462072
2005,76,Male,Homicide,15,29959,5.006842685002837e-4,0.046581002243462094,2.3322375034277892e-5
2005,76,Male,Other causes,6775,29959,0.22614239460596147,0.046581002243462094,0.010533939390482182
2005,76,Male,Other unintentional injury,326,29959,0.010881538102072832,0.046581002243462094,5.068729507449729e-4
2005,76,Male,Stroke,1555,29959,0.05190426916786275,0.046581002243462094,0.002417752878553475
2005,76,Male,Suicide,190,29959,0.006342000734336927,0.046581002243462094,2.9541675043418664e-4
2005,77,Female,Alcohol-induced,40,29736,0.0013451708366962604,0.03486474639505023,4.6899040079432645e-5
2005,77,Female,Alzheimer disease,863,29736,0.02902206080172182,0.03486474639505023,0.0010118467897137595
2005,77,Female,Cancer,8078,29736,0.2716572504708098,0.03486474639505023,0.009471261144041423
2005,77,Female,Chronic lower respiratory disease,2496,29736,0.08393866020984665,0.03486474639505023,0.002926500100956597
2005,77,Female,Diabetes,1178,29736,0.03961528114070487,0.03486474639505023,0.0013811767303392914
2005,77,Female,Drug overdose,19,29736,6.389561474307236e-4,0.03486474639505023,2.2277044037730507e-5
2005,77,Female,Heart disease,7275,29736,0.24465294592413236,0.03486474639505023,0.008529762914446813
2005,77,Female,Homicide,19,29736,6.389561474307236e-4,0.03486474639505023,2.2277044037730507e-5
2005,77,Female,Other causes,7511,29736,0.2525894538606403,0.03486474639505023,0.008806467250915466
2005,77,Female,Other unintentional injury,244,29736,0.00820554210384719,0.03486474639505023,2.8608414448453917e-4
2005,77,Female,Stroke,1988,29736,0.06685499058380415,0.03486474639505023,0.0023308822919478026
2005,77,Female,Suicide,25,29736,8.407317729351628e-4,0.03486474639505023,2.9311900049645404e-5
2005,77,Male,Alcohol-induced,107,32459,0.0032964663113466217,0.05123997456462431,1.6891084994654184e-4
2005,77,Male,Alzheimer disease,579,32459,0.01783788779691303,0.05123997456462431,9.14012917000446e-4
2005,77,Male,Cancer,9386,32459,0.28916479250747096,0.05123997456462431,0.014816796613067678
2005,77,Male,Chronic lower respiratory disease,2631,32459,0.08105610154348562,0.05123997456462431,0.004153312581395809
2005,77,Male,Diabetes,1068,32459,0.03290304692073077,0.05123997456462431,0.001685951287316885
2005,77,Male,Drug overdose,19,32459,5.853538309867833e-4,0.05123997456462431,2.9993515411068177e-5
2005,77,Male,Heart disease,9010,32459,0.2775809482732062,0.05123997456462431,0.014223240729143381
2005,77,Male,Homicide,19,32459,5.853538309867833e-4,0.05123997456462431,2.9993515411068177e-5
2005,77,Male,Other causes,7398,32459,0.2279182969284328,0.05123997456462431,0.011678527737425387
2005,77,Male,Other unintentional injury,298,32459,0.009180812717582181,0.05123997456462431,4.7042461013149036e-4
2005,77,Male,Stroke,1757,32459,0.05412982531809359,0.05123997456462431,0.002773610872486673
2005,77,Male,Suicide,187,32459,0.005761114020764657,0.05123997456462431,2.9519933588788153e-4
2005,78,Female,Alcohol-induced,28,32355,8.653994745788904e-4,0.038858568576252715,3.362818482877688e-5
2005,78,Female,Alzheimer disease,1104,32355,0.03412146499768197,0.038858568576252715,0.0013259112875346315
2005,78,Female,Cancer,8275,32355,0.25575645186215423,0.038858568576252715,0.009938329623504596
2005,78,Female,Chronic lower respiratory disease,2498,32355,0.07720599598207387,0.038858568576252715,0.0030001144893673087
2005,78,Female,Diabetes,1249,32355,0.03860299799103693,0.038858568576252715,0.0015000572446836544
2005,78,Female,Drug overdose,21,32355,6.490496059341678e-4,0.038858568576252715,2.5221138621582662e-5
2005,78,Female,Heart disease,8206,32355,0.2536238602997991,0.038858568576252715,0.009855460168033682
2005,78,Female,Homicide,16,32355,4.945139854736517e-4,0.038858568576252715,1.9216105616443936e-5
2005,78,Female,Other causes,8320,32355,0.25714727244629887,0.038858568576252715,0.009992374920550846
2005,78,Female,Other unintentional injury,262,32355,0.008097666512131046,0.038858568576252715,3.146637294692694e-4
2005,78,Female,Stroke,2355,32355,0.0727862772369031,0.038858568576252715,0.0028283705454203415
2005,78,Female,Suicide,21,32355,6.490496059341678e-4,0.038858568576252715,2.5221138621582662e-5
2005,78,Male,Alcohol-induced,93,33354,0.0027882712718114767,0.0566035921769473,1.5782616994831499e-4
2005,78,Male,Alzheimer disease,711,33354,0.021316783594171614,0.0566035921769473,0.0012066065250887308
2005,78,Male,Cancer,9443,33354,0.2831144690292019,0.0566035921769473,0.01602529594432192
2005,78,Male,Chronic lower respiratory disease,2529,33354,0.07582298974635726,0.0566035921769473,0.004291853589239663
2005,78,Male,Diabetes,1104,33354,0.033099478323439464,0.0566035921769473,0.0018735493722896747
2005,78,Male,Drug overdose,20,33354,5.996282304970918e-4,0.0566035921769473,3.394111181684194e-5
2005,78,Male,Heart disease,9372,33354,0.2809857888109372,0.0566035921769473,0.01590480499737213
2005,78,Male,Homicide,20,33354,5.996282304970918e-4,0.0566035921769473,3.394111181684194e-5
2005,78,Male,Other causes,7769,33354,0.2329255861365953,0.0566035921769473,0.01318442488525225
2005,78,Male,Other unintentional injury,331,33354,0.00992384721472687,0.0566035921769473,5.617254005687341e-4
2005,78,Male,Stroke,1756,33354,0.05264735863764466,0.0566035921769473,0.002980029617518722
2005,78,Male,Suicide,206,33354,0.006176170774120046,0.0566035921769473,3.4959345171347195e-4
2005,79,Female,Alcohol-induced,28,34156,8.19768122730999e-4,0.04350665359223528,3.566536774161459e-5
2005,79,Female,Alzheimer disease,1315,34156,0.03849982433540227,0.04350665359223528,0.0016749985207222566
2005,79,Female,Cancer,8208,34156,0.24030916969200142,0.04350665359223528,0.010455047800827592
2005,79,Female,Chronic lower respiratory disease,2782,34156,0.08144981847991568,0.04350665359223528,0.003543609037756135
2005,79,Female,Diabetes,1278,34156,0.037416559316079165,0.04350665359223528,0.0016278692847779802
2005,79,Female,Drug overdose,20,34156,5.855486590935707e-4,0.04350665359223528,2.547526267258185e-5
2005,79,Female,Heart disease,8717,34156,0.2552113830659328,0.04350665359223528,0.011103393235844798
2005,79,Female,Homicide,10,34156,2.9277432954678535e-4,0.04350665359223528,1.2737631336290924e-5
2005,79,Female,Other causes,8918,34156,0.26109614708982315,0.04350665359223528,0.011359419625704246
2005,79,Female,Other unintentional injury,271,34156,0.007934184330717882,0.04350665359223528,3.45189809213484e-4
2005,79,Female,Stroke,2592,34156,0.07588710621852676,0.04350665359223528,0.0033015940423666078
2005,79,Female,Suicide,17,34156,4.97716360229535e-4,0.04350665359223528,2.165397327169457e-5
2005,79,Male,Alcohol-induced,90,34217,0.0026302715024695326,0.06271584387510049,1.6495969689800518e-4
2005,79,Male,Alzheimer disease,762,34217,0.022269632054242042,0.06271584387510049,0.0013966587670697773
2005,79,Male,Cancer,9138,34217,0.2670602332174066,0.06271584387510049,0.016748907891710796
2005,79,Male,Chronic lower respiratory disease,2595,34217,0.07583949498787153,0.06271584387510049,0.004756337927225816
2005,79,Male,Diabetes,1144,34217,0.03343367332027939,0.06271584387510049,0.0020968210361257547
2005,79,Male,Drug overdose,22,34217,6.429552561592191e-4,0.06271584387510049,4.0323481463956824e-5
2005,79,Male,Heart disease,9714,34217,0.28389397083321155,0.06271584387510049,0.017804649951858025
2005,79,Male,Homicide,15,34217,4.383785837449221e-4,0.06271584387510049,2.7493282816334197e-5
2005,79,Male,Other causes,8160,34217,0.23847794955723764,0.06271584387510049,0.014956345852085804
2005,79,Male,Other unintentional injury,352,34217,0.010287284098547506,0.06271584387510049,6.451757034233092e-4
2005,79,Male,Stroke,2034,34217,0.05944413595581144,0.06271584387510049,0.003728089149894917
2005,79,Male,Suicide,191,34217,0.005582020633018675,0.06271584387510049,3.500811345279888e-4
2005,80,Female,Alcohol-induced,40,37225,0.0010745466756212224,0.04845983369119065,5.207235319402622e-5
2005,80,Female,Alzheimer disease,1580,37225,0.04244459368703828,0.04845983369119065,0.0020568579511640356
2005,80,Female,Cancer,8231,37225,0.221114842175957,0.04845983369119065,0.010715188478500745
2005,80,Female,Chronic lower respiratory disease,2842,37225,0.07634654130288784,0.04845983369119065,0.0036997406944355624
2005,80,Female,Diabetes,1339,37225,0.03597044996642042,0.04845983369119065,0.0017431220231700277
2005,80,Female,Drug overdose,30,37225,8.059100067159167e-4,0.04845983369119065,3.9054264895519666e-5
2005,80,Female,Heart disease,10073,37225,0.27059771658831433,0.04845983369119065,0.013113120343085653
2005,80,Female,Homicide,14,37225,3.760913364674278e-4,0.04845983369119065,1.8225323617909176e-5
2005,80,Female,Other causes,9885,37225,0.2655473472128946,0.04845983369119065,0.01286838028307373
