year,age,sex,cause,deaths,total_deaths,share,mx,cause_mx
2005,18,Male,Cancer,106,2563,0.041357783847054234,0.001047948810792212,4.334084039952184e-5
2005,18,Male,Chronic lower respiratory disease,10,2563,0.0039016777214202106,0.001047948810792212,4.088758528256777e-6
2005,18,Male,Diabetes,15,2563,0.005852516582130316,0.001047948810792212,6.133137792385165e-6
2005,18,Male,Drug overdose,140,2563,0.05462348809988295,0.001047948810792212,5.724261939559488e-5
2005,18,Male,Heart disease,55,2563,0.02145922746781116,0.001047948810792212,2.2488171905412274e-5
2005,18,Male,Homicide,506,2563,0.19742489270386265,0.001047948810792212,0.00020689118152979292
2005,18,Male,Other causes,403,2563,0.15723761217323448,0.001047948810792212,1.647769686887481e-4
2005,18,Male,Other unintentional injury,983,2563,0.3835349200156067,0.001047948810792212,4.0192496332764114e-4
2005,18,Male,Stroke,9,2563,0.00351150994927819,0.001047948810792212,3.6798826754310996e-6
2005,18,Male,Suicide,324,2563,0.12641435817401483,0.001047948810792212,1.3247577631551958e-4
2005,19,Female,Alcohol-induced,2,944,0.00211864406779661,4.298698026769988e-4,9.107411073665229e-7
2005,19,Female,Cancer,71,944,0.07521186440677965,4.298698026769988e-4,3.2331309311511557e-5
2005,19,Female,Chronic lower respiratory disease,1,944,0.001059322033898305,4.298698026769988e-4,4.5537055368326143e-7
2005,19,Female,Diabetes,6,944,0.006355932203389831,4.298698026769988e-4,2.7322233220995687e-6
2005,19,Female,Drug overdose,75,944,0.07944915254237288,4.298698026769988e-4,3.415279152624461e-5
2005,19,Female,Heart disease,35,944,0.037076271186440676,4.298698026769988e-4,1.593796937891415e-5
2005,19,Female,Homicide,84,944,0.08898305084745763,4.298698026769988e-4,3.825112650939396e-5
2005,19,Female,Other causes,203,944,0.21504237288135594,4.298698026769988e-4,9.244022239770208e-5
2005,19,Female,Other unintentional injury,387,944,0.4099576271186441,4.298698026769988e-4,1.7622840427542217e-4
2005,19,Female,Stroke,12,944,0.012711864406779662,4.298698026769988e-4,5.464446644199137e-6
2005,19,Female,Suicide,68,944,0.07203389830508475,4.298698026769988e-4,3.096519765046178e-5
2005,19,Male,Alcohol-induced,10,2954,0.003385240352064997,0.0011722867255638354,3.9684723275688405e-6
2005,19,Male,Cancer,108,2954,0.03656059580230196,0.0011722867255638354,4.2859501137743476e-5
2005,19,Male,Chronic lower respiratory disease,10,2954,0.003385240352064997,0.0011722867255638354,3.9684723275688405e-6
2005,19,Male,Diabetes,8,2954,0.002708192281651997,0.0011722867255638354,3.174777862055072e-6
2005,19,Male,Drug overdose,243,2954,0.08226134055517942,0.0011722867255638354,9.643387755992282e-5
2005,19,Male,Heart disease,84,2954,0.02843601895734597,0.0011722867255638354,3.3335167551578255e-5
2005,19,Male,Homicide,586,2954,0.1983750846310088,0.0011722867255638354,2.3255247839553404e-4
2005,19,Male,Other causes,457,2954,0.15470548408937035,0.0011722867255638354,1.81359185369896e-4
2005,19,Male,Other unintentional injury,1052,2954,0.3561272850372376,0.0011722867255638354,4.1748328886024195e-4
2005,19,Male,Stroke,10,2954,0.003385240352064997,0.0011722867255638354,3.9684723275688405e-6
2005,19,Male,Suicide,386,2954,0.13067027758970887,0.0011722867255638354,1.5318303184415723e-4
2005,20,Female,Alcohol-induced,1,937,0.0010672358591248667,4.479228841872801e-4,4.780393641273e-7
2005,20,Female,Cancer,66,937,0.07043756670224119,4.479228841872801e-4,3.15505980324018e-5
2005,20,Female,Chronic lower respiratory disease,6,937,0.0064034151547491995,4.479228841872801e-4,2.8682361847638e-6
2005,20,Female,Diabetes,5,937,0.005336179295624333,4.479228841872801e-4,2.3901968206365e-6
2005,20,Female,Drug overdose,99,937,0.1056563500533618,4.479228841872801e-4,4.73258970486027e-5
2005,20,Female,Heart disease,31,937,0.033084311632870865,4.479228841872801e-4,1.4819220287946301e-5
2005,20,Female,Homicide,87,937,0.09284951974386339,4.479228841872801e-4,4.15894246790751e-5
2005,20,Female,Other causes,228,937,0.24332977588046958,4.479228841872801e-4,1.089929750210244e-4
2005,20,Female,Other unintentional injury,341,937,0.3639274279615795,4.479228841872801e-4,1.630114231674093e-4
2005,20,Female,Stroke,12,937,0.012806830309498399,4.479228841872801e-4,5.7364723695276e-6
2005,20,Female,Suicide,61,937,0.06510138740661686,4.479228841872801e-4,2.91604012117653e-5
2005,20,Male,Alcohol-induced,13,2955,0.004399323181049069,0.0013018468513768208,5.72724503143779e-6
2005,20,Male,Cancer,97,2955,0.03282571912013536,0.0013018468513768208,4.2734059080728124e-5
2005,20,Male,Chronic lower respiratory disease,11,2955,0.003722504230118443,0.0013018468513768208,4.846130411216592e-6
2005,20,Male,Diabetes,18,2955,0.006091370558375634,0.0013018468513768208,7.930031581990787e-6
2005,20,Male,Drug overdose,249,2955,0.08426395939086294,0.0013018468513768208,1.0969877021753921e-4
2005,20,Male,Heart disease,74,2955,0.025042301184433163,0.0013018468513768208,3.260124094818434e-5
2005,20,Male,Homicide,586,2955,0.19830795262267342,0.0013018468513768208,2.5816658372481116e-4
2005,20,Male,Other causes,465,2955,0.15736040609137056,0.0013018468513768208,2.0485914920142866e-4
2005,20,Male,Other unintentional injury,1041,2955,0.3522842639593909,0.0013018468513768208,4.5862015982513384e-4
2005,20,Male,Stroke,6,2955,0.0020304568527918783,0.0013018468513768208,2.6433438606635957e-6
2005,20,Male,Suicide,395,2955,0.13367174280879865,0.0013018468513768208,1.740201374936867e-4
2005,21,Female,Alcohol-induced,2,967,0.002068252326783868,4.689718934970873e-4,9.69952209921587e-7
2005,21,Female,Cancer,89,967,0.09203722854188211,4.689718934970873e-4,4.316287334151062e-5
2005,21,Female,Chronic lower respiratory disease,6,967,0.0062047569803516025,4.689718934970873e-4,2.9098566297647606e-6
2005,21,Female,Diabetes,13,967,0.01344364012409514,4.689718934970873e-4,6.304689364490315e-6
2005,21,Female,Drug overdose,85,967,0.08790072388831438,4.689718934970873e-4,4.122296892166745e-5
2005,21,Female,Heart disease,41,967,0.04239917269906929,4.689718934970873e-4,1.9884020303392534e-5
2005,21,Female,Homicide,84,967,0.08686659772492245,4.689718934970873e-4,4.0737992816706654e-5
2005,21,Female,Other causes,260,967,0.2688728024819028,4.689718934970873e-4,1.2609378728980632e-4
2005,21,Female,Other unintentional injury,314,967,0.3247156153050672,4.689718934970873e-4,1.5228249695768914e-4
2005,21,Female,Stroke,7,967,0.007238883143743537,4.689718934970873e-4,3.3948327347255545e-6
2005,21,Female,Suicide,66,967,0.06825232678386763,4.689718934970873e-4,3.2008422927412366e-5
2005,21,Male,Alcohol-induced,22,3253,0.006762988011066708,0.0014250146104026066,9.637356725747724e-6
2005,21,Male,Cancer,118,3253,0.036274208422994156,0.0014250146104026066,5.169127698355597e-5
2005,21,Male,Chronic lower respiratory disease,14,3253,0.004303719643406086,0.0014250146104026066,6.132863370930369e-6
2005,21,Male,Diabetes,12,3253,0.0036889025514909315,0.0014250146104026066,5.256740032226031e-6
2005,21,Male,Drug overdose,321,3253,0.09867814325238242,0.0014250146104026066,1.4061779586204632e-4
2005,21,Male,Heart disease,81,3253,0.02490009222256379,0.0014250146104026066,3.548299521752571e-5
2005,21,Male,Homicide,622,3253,0.1912081155856133,0.0014250146104026066,2.724743583370493e-4
2005,21,Male,Other causes,498,3253,0.15308945588687364,0.0014250146104026066,2.1815471133738027e-4
2005,21,Male,Other unintentional injury,1109,3253,0.34091607746695357,0.0014250146104026066,4.858103913115557e-4
2005,21,Male,Stroke,13,3253,0.003996311097448509,0.0014250146104026066,5.6948017015782e-6
2005,21,Male,Suicide,443,3253,0.13618198585920688,0.0014250146104026066,1.9406131952301095e-4
2005,22,Female,Alcohol-induced,4,998,0.004008016032064128,4.8514704700012656e-4,1.944477142285076e-6
2005,22,Female,Cancer,77,998,0.07715430861723446,4.8514704700012656e-4,3.743118498898772e-5
2005,22,Female,Chronic lower respiratory disease,6,998,0.006012024048096192,4.8514704700012656e-4,2.9167157134276145e-6
2005,22,Female,Diabetes,12,998,0.012024048096192385,4.8514704700012656e-4,5.833431426855229e-6
2005,22,Female,Drug overdose,104,998,0.10420841683366733,4.8514704700012656e-4,5.055640569941198e-5
2005,22,Female,Heart disease,39,998,0.03907815631262525,4.8514704700012656e-4,1.8958652137279494e-5
2005,22,Female,Homicide,93,998,0.09318637274549098,4.8514704700012656e-4,4.520909355812802e-5
2005,22,Female,Other causes,267,998,0.26753507014028055,4.8514704700012656e-4,1.2979384924752884e-4
2005,22,Female,Other unintentional injury,321,998,0.3216432865731463,4.8514704700012656e-4,1.5604429066837737e-4
2005,22,Female,Stroke,10,998,0.01002004008016032,4.8514704700012656e-4,4.861192855712691e-6
2005,22,Female,Suicide,65,998,0.06513026052104208,4.8514704700012656e-4,3.159775356213249e-5
2005,22,Male,Alcohol-induced,20,3226,0.006199628022318661,0.0015064338174126757,9.339329308200099e-6
2005,22,Male,Cancer,134,3226,0.041537507749535026,0.0015064338174126757,6.257350636494064e-5
2005,22,Male,Chronic lower respiratory disease,11,3226,0.0034097954122752636,0.0015064338174126757,5.136631119510054e-6
2005,22,Male,Diabetes,13,3226,0.0040297582145071295,0.0015064338174126757,6.070564050330063e-6
2005,22,Male,Drug overdose,329,3226,0.10198388096714198,0.0015064338174126757,1.536319671198916e-4
2005,22,Male,Heart disease,99,3226,0.03068815871047737,0.0015064338174126757,4.622968007559048e-5
2005,22,Male,Homicide,594,3226,0.18412895226286422,0.0015064338174126757,2.7737808045354286e-4
2005,22,Male,Other causes,557,3226,0.1726596404215747,0.0015064338174126757,2.6010032123337267e-4
2005,22,Male,Other unintentional injury,1044,3226,0.3236205827650341,0.0015064338174126757,4.8751298988804507e-4
2005,22,Male,Stroke,12,3226,0.0037197768133911966,0.0015064338174126757,5.603597584920059e-6
2005,22,Male,Suicide,413,3226,0.12802231866088035,0.0015064338174126757,1.92857150214332e-4
2005,23,Female,Alcohol-induced,2,1012,0.001976284584980237,4.959566500124426e-4,9.801514822380289e-7
2005,23,Female,Cancer,75,1012,0.0741106719367589,4.959566500124426e-4,3.6755680583926086e-5
2005,23,Female,Chronic lower respiratory disease,10,1012,0.009881422924901186,4.959566500124426e-4,4.900757411190145e-6
2005,23,Female,Diabetes,16,1012,0.015810276679841896,4.959566500124426e-4,7.841211857904231e-6
2005,23,Female,Drug overdose,100,1012,0.09881422924901186,4.959566500124426e-4,4.9007574111901445e-5
2005,23,Female,Heart disease,56,1012,0.05533596837944664,4.959566500124426e-4,2.7444241502664807e-5
2005,23,Female,Homicide,90,1012,0.08893280632411067,4.959566500124426e-4,4.41068167007113e-5
2005,23,Female,Other causes,309,1012,0.30533596837944665,4.959566500124426e-4,1.5143340400577547e-4
2005,23,Female,Other unintentional injury,274,1012,0.2707509881422925,4.959566500124426e-4,1.3428075306660996e-4
2005,23,Female,Stroke,12,1012,0.011857707509881422,4.959566500124426e-4,5.8809088934281725e-6
2005,23,Female,Suicide,68,1012,0.06719367588932806,4.959566500124426e-4,3.332515039609298e-5
2005,23,Male,Alcohol-induced,20,3211,0.006228589224540642,0.0015328739515157682,9.547642176990148e-6
2005,23,Male,Cancer,124,3211,0.03861725319215198,0.0015328739515157682,5.919538149733892e-5
2005,23,Male,Chronic lower respiratory disease,5,3211,0.0015571473061351605,0.0015328739515157682,2.386910544247537e-6
2005,23,Male,Diabetes,19,3211,0.005917159763313609,0.0015328739515157682,9.07026006814064e-6
2005,23,Male,Drug overdose,350,3211,0.10900031142946123,0.0015328739515157682,1.670837380973276e-4
2005,23,Male,Heart disease,125,3211,0.03892868265337901,0.0015328739515157682,5.967276360618843e-5
2005,23,Male,Homicide,574,3211,0.17876051074431643,0.0015328739515157682,2.7401733047961724e-4
2005,23,Male,Other causes,561,3211,0.174711927748365,0.0015328739515157682,2.6781136306457365e-4
2005,23,Male,Other unintentional injury,968,3211,0.30146371846776704,0.0015328739515157682,4.621058813663231e-4
2005,23,Male,Stroke,12,3211,0.003737153534724385,0.0015328739515157682,5.728585306194089e-6
2005,23,Male,Suicide,453,3211,0.14107754593584554,0.0015328739515157682,2.1625409530882686e-4
2005,24,Female,Alcohol-induced,6,1042,0.005758157389635317,5.037856507245535e-4,2.9008770675118247e-6
2005,24,Female,Cancer,88,1042,0.08445297504798464,5.037856507245535e-4,4.254619699017343e-5
2005,24,Female,Chronic lower respiratory disease,8,1042,0.007677543186180422,5.037856507245535e-4,3.867836090015766e-6
2005,24,Female,Diabetes,14,1042,0.013435700575815739,5.037856507245535e-4,6.768713157527591e-6
2005,24,Female,Drug overdose,147,1042,0.14107485604606526,5.037856507245535e-4,7.10714881540397e-5
2005,24,Female,Heart disease,62,1042,0.05950095969289827,5.037856507245535e-4,2.9975729697622188e-5
2005,24,Female,Homicide,85,1042,0.08157389635316699,5.037856507245535e-4,4.1095758456417516e-5
2005,24,Female,Other causes,295,1042,0.28310940499040305,5.037856507245535e-4,1.4262645581933136e-4
2005,24,Female,Other unintentional injury,263,1042,0.2523992322456814,5.037856507245535e-4,1.2715511145926833e-4
2005,24,Female,Stroke,19,1042,0.018234165067178502,5.037856507245535e-4,9.186110713787444e-6
2005,24,Female,Suicide,55,1042,0.052783109404990404,5.037856507245535e-4,2.659137311885839e-5
2005,24,Male,Alcohol-induced,20,3123,0.006404098623118796,0.0015168495444272442,9.714054078944887e-6
2005,24,Male,Cancer,126,3123,0.040345821325648415,0.0015168495444272442,6.11985406973528e-5
2005,24,Male,Chronic lower respiratory disease,11,3123,0.0035222542427153377,0.0015168495444272442,5.3427297434196876e-6
2005,24,Male,Diabetes,13,3123,0.004162664105027218,0.0015168495444272442,6.314135151314178e-6
2005,24,Male,Drug overdose,390,3123,0.12487992315081652,0.0015168495444272442,1.894240545394253e-4
2005,24,Male,Heart disease,124,3123,0.03970541146333654,0.0015168495444272442,6.022713528945831e-5
2005,24,Male,Homicide,583,3123,0.1866794748639129,0.0015168495444272442,2.831646764012435e-4
2005,24,Male,Other causes,516,3123,0.16522574447646493,0.0015168495444272442,2.506225952367781e-4
2005,24,Male,Other unintentional injury,918,3123,0.29394812680115273,0.0015168495444272442,4.4587508222357033e-4
2005,24,Male,Stroke,17,3123,0.005443483829650976,0.0015168495444272442,8.256945967103154e-6
2005,24,Male,Suicide,405,3123,0.12968299711815562,0.0015168495444272442,1.9670959509863396e-4
2005,25,Female,Alcohol-induced,6,1066,0.005628517823639775,5.113794917038059e-4,2.87830858369872e-6
2005,25,Female,Cancer,113,1066,0.10600375234521577,5.113794917038059e-4,5.420814499299256e-5
2005,25,Female,Chronic lower respiratory disease,7,1066,0.006566604127579738,5.113794917038059e-4,3.35802668098184e-6
2005,25,Female,Diabetes,13,1066,0.012195121951219513,5.113794917038059e-4,6.2363352646805596e-6
2005,25,Female,Drug overdose,116,1066,0.10881801125703565,5.113794917038059e-4,5.5647299284841916e-5
2005,25,Female,Heart disease,62,1066,0.058161350844277676,5.113794917038059e-4,2.974252203155344e-5
2005,25,Female,Homicide,84,1066,0.07879924953095685,5.113794917038059e-4,4.029632017178208e-5
2005,25,Female,Other causes,326,1066,0.3058161350844278,5.113794917038059e-4,1.5638809971429713e-4
2005,25,Female,Other unintentional injury,252,1066,0.23639774859287055,5.113794917038059e-4,1.2088896051534623e-4
2005,25,Female,Stroke,16,1066,0.0150093808630394,5.113794917038059e-4,7.67548955652992e-6
2005,25,Female,Suicide,71,1066,0.06660412757973734,5.113794917038059e-4,3.405998490710152e-5
2005,25,Male,Alcohol-induced,25,3091,0.008087997411840828,0.0014846012029422824,1.2007450687012961e-5
2005,25,Male,Cancer,154,3091,0.0498220640569395,0.0014846012029422824,7.396589623199984e-5
2005,25,Male,Chronic lower respiratory disease,13,3091,0.0042057586541572305,0.0014846012029422824,6.2438743572467395e-6
2005,25,Male,Diabetes,29,3091,0.009382076997735361,0.0014846012029422824,1.3928642796935035e-5
2005,25,Male,Drug overdose,372,3091,0.12034940148819152,0.0014846012029422824,1.7867086622275286e-4
2005,25,Male,Heart disease,135,3091,0.04367518602394047,0.0014846012029422824,6.484023370986999e-5
2005,25,Male,Homicide,557,3091,0.18020058233581365,0.0014846012029422824,2.6752600130664877e-4
2005,25,Male,Other causes,567,3091,0.18343578130055,0.0014846012029422824,2.7232898158145393e-4
2005,25,Male,Other unintentional injury,799,3091,0.2584923972824329,0.0014846012029422824,3.837581239569343e-4
2005,25,Male,Stroke,17,3091,0.005499838240051763,0.0014846012029422824,8.165066467168812e-6
2005,25,Male,Suicide,423,3091,0.13684891620834683,0.0014846012029422824,2.0316606562425932e-4
2005,26,Female,Alcohol-induced,11,1036,0.010617760617760617,5.226915360133102e-4,5.54981360631893e-6
2005,26,Female,Cancer,105,1036,0.10135135135135136,5.226915360133102e-4,5.297549351486252e-5
2005,26,Female,Chronic lower respiratory disease,4,1036,0.003861003861003861,5.226915360133102e-4,2.018114038661429e-6
2005,26,Female,Diabetes,15,1036,0.01447876447876448,5.226915360133102e-4,7.56792764498036e-6
2005,26,Female,Drug overdose,129,1036,0.12451737451737452,5.226915360133102e-4,6.508417774683109e-5
2005,26,Female,Heart disease,64,1036,0.06177606177606178,5.226915360133102e-4,3.2289824618582865e-5
2005,26,Female,Homicide,80,1036,0.07722007722007722,5.226915360133102e-4,4.0362280773228585e-5
2005,26,Female,Other causes,341,1036,0.32915057915057916,5.226915360133102e-4,1.7204422179588685e-4
2005,26,Female,Other unintentional injury,212,1036,0.20463320463320464,5.226915360133102e-4,1.0696004404905575e-4
2005,26,Female,Stroke,16,1036,0.015444015444015444,5.226915360133102e-4,8.072456154645716e-6
2005,26,Female,Suicide,59,1036,0.05694980694980695,5.226915360133102e-4,2.976718207025608e-5
2005,26,Male,Alcohol-induced,23,3002,0.007661558960692871,0.0014576616149541712,1.1167960407710172e-5
2005,26,Male,Cancer,143,3002,0.047634910059960026,0.0014576616149541712,6.943557992619802e-5
2005,26,Male,Chronic lower respiratory disease,14,3002,0.004663557628247834,0.0014576616149541712,6.797888943823583e-6
2005,26,Male,Diabetes,13,3002,0.0043304463690872754,0.0014576616149541712,6.312325447836185e-6
2005,26,Male,Drug overdose,403,3002,0.13424383744170554,0.0014576616149541712,1.9568208888292172e-4
2005,26,Male,Heart disease,139,3002,0.046302465023317786,0.0014576616149541712,6.749332594224844e-5
2005,26,Male,Homicide,560,3002,0.18654230512991338,0.0014576616149541712,2.719155577529433e-4
2005,26,Male,Other causes,564,3002,0.18787475016655564,0.0014576616149541712,2.7385781173689294e-4
2005,26,Male,Other unintentional injury,729,3002,0.24283810792804797,0.0014576616149541712,3.539757885748137e-4
2005,26,Male,Stroke,20,3002,0.006662225183211193,0.0014576616149541712,9.711269919747976e-6
2005,26,Male,Suicide,394,3002,0.1312458361092605,0.0014576616149541712,1.9131201741903514e-4
2005,27,Female,Alcohol-induced,10,1023,0.009775171065493646,5.404544275169811e-4,5.283034482081927e-6
2005,27,Female,Cancer,112,1023,0.10948191593352884,5.404544275169811e-4,5.916998619931758e-5
2005,27,Female,Chronic lower respiratory disease,7,1023,0.006842619745845552,5.404544275169811e-4,3.6981241374573487e-6
2005,27,Female,Diabetes,24,1023,0.02346041055718475,5.404544275169811e-4,1.2679282756996624e-5
2005,27,Female,Drug overdose,149,1023,0.14565004887585534,5.404544275169811e-4,7.871721378302072e-5
2005,27,Female,Heart disease,72,1023,0.07038123167155426,5.404544275169811e-4,3.803784827098988e-5
2005,27,Female,Homicide,76,1023,0.07429130009775171,5.404544275169811e-4,4.0151062063822644e-5
2005,27,Female,Other causes,321,1023,0.31378299120234604,5.404544275169811e-4,1.6958540687482985e-4
2005,27,Female,Other unintentional injury,172,1023,0.1681329423264907,5.404544275169811e-4,9.086819309180914e-5
2005,27,Female,Stroke,19,1023,0.01857282502443793,5.404544275169811e-4,1.0037765515955661e-5
2005,27,Female,Suicide,61,1023,0.059628543499511244,5.404544275169811e-4,3.222651034069975e-5
2005,27,Male,Alcohol-induced,35,2907,0.012039903680770554,0.0014362306391066228,1.729207855821527e-5
