year,state,population,sex,table,age_label,age,qx,lx,dx,Lx,Tx,ex,open_interval,mx
2019,KS,Total,Both,1,95–96,95,0.23178686201572415,8233.43359375,1908.4017333984375,,,3.1251797676086426,FALSE,0.26217072708774924
2019,KS,Total,Both,1,96–97,96,0.2508842945098877,6325.03173828125,1586.85107421875,,,2.917254686355591,FALSE,0.28686986655304025
2019,KS,Total,Both,1,97–98,97,0.27057620882987976,4738.1806640625,1282.0389404296875,,,2.7268106937408447,FALSE,0.31290908591792777
2019,KS,Total,Both,1,98–99,98,0.2907329499721527,3456.1416015625,1004.8142700195312,,,2.552835464477539,FALSE,0.3401843497391658
2019,KS,Total,Both,1,99–100,99,0.3112114667892456,2451.327392578125,762.88116455078125,,,2.394305467605591,FALSE,0.3685617952385843
2019,KS,Total,Both,1,100 and over,100,1,1688.4462890625,1688.4462890625,,,2.2501988410949707,TRUE,
2019,KY,Total,Both,1,0–1,0,0.0050046853721141815,100000,500.4685363769531,,,75.46607208251953,FALSE,0.005017240226499153
2019,KY,Total,Both,1,1–2,1,5.514025688171387e-4,99499.53125,54.864295959472656,,,74.84516906738281,FALSE,5.515546331379163e-4
2019,KY,Total,Both,1,2–3,2,2.379499637754634e-4,99444.6640625,23.66285514831543,,,73.88618469238281,FALSE,2.3797827723668732e-4
2019,KY,Total,Both,1,3–4,3,1.826103252824396e-4,99421,18.155302047729492,,,72.903656005859375,FALSE,1.826270000703837e-4
2019,KY,Total,Both,1,4–5,4,7.295420073205605e-5,99402.84375,7.251854896545409,,,71.91687774658203,FALSE,7.295686198683313e-5
2019,KY,Total,Both,1,5–6,5,1.369891979265958e-4,99395.59375,13.616122245788574,,,70.922088623046875,FALSE,1.3699858158950032e-4
2019,KY,Total,Both,1,6–7,6,1.326324709225446e-4,99381.9765625,13.181277275085447,,,69.9317398071289,FALSE,1.326412671920516e-4
2019,KY,Total,Both,1,7–8,7,1.3138289796188474e-4,99368.796875,13.055360794067385,,,68.940948486328125,FALSE,1.3139152926182576e-4
2019,KY,Total,Both,1,8–9,8,1.3226248847786337e-4,99355.7421875,13.141037940979004,,,67.94994354248047,FALSE,1.3227123573925984e-4
2019,KY,Total,Both,1,9–10,9,1.3597420183941722e-4,99342.6015625,13.508030891418455,,,66.9588623046875,FALSE,1.3598344695974908e-4
2019,KY,Total,Both,1,10–11,10,1.4496853691525757e-4,99329.09375,14.399593353271484,,,65.96790313720703,FALSE,1.4497904561532068e-4
2019,KY,Total,Both,1,11–12,11,1.631930936127901e-4,99314.6953125,16.20747184753418,,,64.9773941040039,FALSE,1.6320641069231926e-4
2019,KY,Total,Both,1,12–13,12,1.9528686243575064e-4,99298.484375,19.39168930053711,,,63.987918853759766,FALSE,1.953059327771642e-4
2019,KY,Total,Both,1,13–14,13,2.4421923444606364e-4,99279.09375,24.245864868164062,,,63.00031661987305,FALSE,2.4424905960523913e-4
2019,KY,Total,Both,1,14–15,14,3.075332206208259e-4,99254.8515625,30.524164199829105,,,62.01558303833008,FALSE,3.0758051623420475e-4
2019,KY,Total,Both,1,15–16,15,3.775360237341374e-4,99224.328125,37.46075820922851,,,61.03450775146485,FALSE,3.7760730391416376e-4
2019,KY,Total,Both,1,16–17,16,4.517989291343838e-4,99186.8671875,44.81251907348633,,,60.057373046875,FALSE,4.519010133313327e-4
2019,KY,Total,Both,1,17–18,17,5.344480741769075e-4,99142.0546875,52.98627853393555,,,59.08428955078125,FALSE,5.34590929723339e-4
2019,KY,Total,Both,1,18–19,18,6.242757081054151e-4,99089.0703125,61.8588981628418,,,58.11561584472656,FALSE,6.244706290274787e-4
2019,KY,Total,Both,1,19–20,19,7.179438252933323e-4,99027.2109375,71.095977783203125,,,57.15160369873047,FALSE,7.18201639509533e-4
2019,KY,Total,Both,1,20–21,20,8.186564664356412e-4,98956.1171875,81.01106262207033,,,56.19230651855469,FALSE,8.189917028623939e-4
2019,KY,Total,Both,1,21–22,21,9.190680575557053e-4,98875.109375,90.872955322265625,,,55.237937927246094,FALSE,9.194905947731447e-4
2019,KY,Total,Both,1,22–23,22,0.001005512662231922,98784.234375,99.32879638671876,,,54.28828811645508,FALSE,0.0010060184443740504
2019,KY,Total,Both,1,23–24,23,0.0010718416888266802,98684.90625,105.77459716796876,,,53.342426300048835,FALSE,0.0010724164191395881
2019,KY,Total,Both,1,24–25,24,0.001125538139604032,98579.1328125,110.95457458496094,,,52.39912796020508,FALSE,0.0011261719143246937
2019,KY,Total,Both,1,25–26,25,0.0011721063638105989,98468.1796875,115.41517639160156,,,51.45760726928711,FALSE,0.0011727936832804037
2019,KY,Total,Both,1,26–27,26,0.0012281324015930295,98352.765625,120.79021453857422,,,50.51740646362305,FALSE,0.001228887019576349
2019,KY,Total,Both,1,27–28,27,0.0013097061309963465,98231.9765625,128.655029296875,,,49.57890701293945,FALSE,0.0013105643580837703
2019,KY,Total,Both,1,28–29,28,0.0014305963413789868,98103.3203125,140.34625244140625,,,48.643272399902344,FALSE,0.0014316203768156449
2019,KY,Total,Both,1,29–30,29,0.0015866671456024053,97962.9765625,155.43463134765625,,,47.71224594116211,FALSE,0.00158792690132438
2019,KY,Total,Both,1,30–31,30,0.0017676163697615266,97807.5390625,172.88619995117188,,,46.78727340698242,FALSE,0.0017691799855132505
2019,KY,Total,Both,1,31–32,31,0.0019509500125423072,97634.65625,190.48033142089844,,,45.86923599243164,FALSE,0.0019528549737600825
2019,KY,Total,Both,1,32–33,32,0.002106152242049575,97444.1796875,205.23228454589844,,,44.95792007446289,FALSE,0.0021083725188033517
2019,KY,Total,Both,1,33–34,33,0.002246964955702424,97238.9453125,218.4925079345703,,,44.051753997802734,FALSE,0.0022494922207965517
2019,KY,Total,Both,1,34–35,34,0.002341676037758589,97020.453125,227.1904754638672,,,43.14983367919922,FALSE,0.00234442097496834
2019,KY,Total,Both,1,35–36,35,0.0024336830247193575,96793.265625,235.5641326904297,,,42.24993896484375,FALSE,0.0024366480392044713
2019,KY,Total,Both,1,36–37,36,0.0025377238634973764,96557.703125,245.0367889404297,,,41.35179138183594,FALSE,0.002540947975654238
2019,KY,Total,Both,1,37–38,37,0.0026405854150652885,96312.6640625,254.3218231201172,,,40.45572662353515,FALSE,0.002644076369814514
2019,KY,Total,Both,1,38–39,38,0.002748082624748349,96058.34375,263.97625732421875,,,39.5615119934082,FALSE,0.002751863799294607
2019,KY,Total,Both,1,39–40,39,0.002866559661924839,95794.3671875,274.60028076171875,,,38.669151306152344,FALSE,0.0028706741412727905
2019,KY,Total,Both,1,40–41,40,0.003007719526067376,95519.765625,287.2966613769531,,,37.77888107299805,FALSE,0.0030122495269271393
2019,KY,Total,Both,1,41–42,41,0.0031685656867921352,95232.46875,301.7503356933594,,,36.89134216308594,FALSE,0.003173593556615794
2019,KY,Total,Both,1,42–43,42,0.003337035421282053,94930.71875,316.78717041015625,,,36.00701904296875,FALSE,0.0033426126296544436
2019,KY,Total,Both,1,43–44,43,0.0035065391566604376,94613.9296875,331.7674560546875,,,35.12590408325195,FALSE,0.0035126978629614336
2019,KY,Total,Both,1,44–45,44,0.003686749609187246,94282.1640625,347.5947265625,,,34.24774932861328,FALSE,0.0036935582213517854
2019,KY,Total,Both,1,45–46,45,0.0038786095101386313,93934.5703125,364.33551025390625,,,33.37262725830078,FALSE,0.0038861459314223318
2019,KY,Total,Both,1,46–47,46,0.004114019218832254,93570.234375,384.9497375488282,,,32.50062561035156,FALSE,0.004122499239382475
2019,KY,Total,Both,1,47–48,47,0.0044316491112113,93185.28125,412.9644775390625,,,31.63282012939453,FALSE,0.004441490675313152
2019,KY,Total,Both,1,48–49,48,0.004858342930674553,92772.3203125,450.7197570800782,,,30.771404266357425,FALSE,0.004870173416970301
2019,KY,Total,Both,1,49–50,49,0.005380912218242884,92321.6015625,496.7744445800782,,,29.919189453125,FALSE,0.005395428381493199
2019,KY,Total,Both,1,50–51,50,0.005963913630694151,91824.828125,547.63531494140625,,,29.07834815979004,FALSE,0.0059817509537183
2019,KY,Total,Both,1,51–52,51,0.006571976467967033,91277.1953125,599.87158203125,,,28.24980735778809,FALSE,0.006593643101618037
2019,KY,Total,Both,1,52–53,52,0.0071900407783687115,90677.3203125,651.9736328125,,,27.433385848999023,FALSE,0.007215982382160574
2019,KY,Total,Both,1,53–54,53,0.00778031349182129,90025.34375,700.4254150390625,,,26.628442764282227,FALSE,0.007810698332630244
2019,KY,Total,Both,1,54–55,54,0.008341647684574127,89324.921875,745.11700439453125,,,25.833322525024418,FALSE,0.008376584944778753
2019,KY,Total,Both,1,55–56,55,0.008869217708706856,88579.8046875,785.633544921875,,,25.046422958374023,FALSE,0.008908724416886978
2019,KY,Total,Both,1,56–57,56,0.009422790259122849,87794.171875,827.26605224609375,,,24.26607894897461,FALSE,0.009467394897331772
2019,KY,Total,Both,1,57–58,57,0.010071473196148872,86966.90625,875.8848876953125,,,23.492149353027344,FALSE,0.010122447173844275
2019,KY,Total,Both,1,58–59,58,0.010867496952414513,86091.0234375,935.59393310546875,,,22.726070404052734,FALSE,0.01092687082008285
2019,KY,Total,Both,1,59–60,59,0.011787766590714456,85155.4296875,1003.7923583984376,,,21.97026634216309,FALSE,0.01185765422084884
2019,KY,Total,Both,1,60–61,60,0.012807677499949932,84151.640625,1077.787109375,,,21.22636985778809,FALSE,0.012890224418577493
2019,KY,Total,Both,1,61–62,61,0.013822700828313828,83073.8515625,1148.3050537109375,,,20.495271682739254,FALSE,0.013918899218190074
2019,KY,Total,Both,1,62–63,62,0.014755981042981148,81925.546875,1208.891845703125,,,19.775535583496097,FALSE,0.014865659739635885
2019,KY,Total,Both,1,63–64,63,0.015549707226455212,80716.65625,1255.120361328125,,,19.064224243164062,FALSE,0.015671551243263783
2019,KY,Total,Both,1,64–65,64,0.016266334801912308,79461.5390625,1292.5479736328125,,,18.357450485229492,FALSE,0.016399716441055628
2019,KY,Total,Both,1,65–66,65,0.016989784315228462,78168.9921875,1328.0743408203125,,,17.652729034423828,FALSE,0.01713534724213366
2019,KY,Total,Both,1,66–67,66,0.017938200384378433,76840.9140625,1378.3876953125,,,16.949186325073242,FALSE,0.018100545994940383
2019,KY,Total,Both,1,67–68,67,0.01911601610481739,75462.5234375,1442.5428466796875,,,16.24964714050293,FALSE,0.01930049034696916
2019,KY,Total,Both,1,68–69,68,0.02059728093445301,74019.984375,1524.6104736328125,,,15.556584358215332,FALSE,0.02081161224652328
2019,KY,Total,Both,1,69–70,69,0.022341834381222725,72495.375,1619.6796875,,,14.87322998046875,FALSE,0.022594232683515684
2019,KY,Total,Both,1,70–71,70,0.024263635277748108,70875.6953125,1719.7020263671875,,,14.201693534851074,FALSE,0.024561612278831624
2019,KY,Total,Both,1,71–72,71,0.026345444843173027,69155.9921875,1821.9454345703125,,,13.542412757873535,FALSE,0.026697118575625928
2019,KY,Total,Both,1,72–73,72,0.02865048497915268,67334.046875,1929.153076171875,,,12.895318984985352,FALSE,0.02906687501211544
2019,KY,Total,Both,1,73–74,73,0.03121524676680565,65404.89453125,2041.6298828125,,,12.260926246643066,FALSE,0.03171016711252267
2019,KY,Total,Both,1,74–75,74,0.03411545604467392,63363.265625,2161.666748046875,,,11.639874458312988,FALSE,0.0347074869168402
2019,KY,Total,Both,1,75–76,75,0.03740885853767395,61201.59765625,2289.48193359375,,,11.033340454101564,FALSE,0.03812190705171595
2019,KY,Total,Both,1,76–77,76,0.041107792407274246,58912.1171875,2421.7470703125,,,10.442693710327148,FALSE,0.041970448652497765
2019,KY,Total,Both,1,77–78,77,0.04524257779121399,56490.37109375,2555.77001953125,,,9.868937492370605,FALSE,0.0462897107100808
2019,KY,Total,Both,1,78–79,78,0.0499158576130867,53934.6015625,2692.19189453125,,,9.312897682189941,FALSE,0.05119354239965197
2019,KY,Total,Both,1,79–80,79,0.055175703018903725,51242.41015625,2827.3359375,,,8.77591323852539,FALSE,0.056741067154037136
2019,KY,Total,Both,1,80–81,80,0.06095823645591736,48415.07421875,2951.297607421875,,,8.259208679199219,FALSE,0.06287459878584664
2019,KY,Total,Both,1,81–82,81,0.06722944974899292,45463.77734375,3056.504638671875,,,7.762900352478027,FALSE,0.06956795750045125
2019,KY,Total,Both,1,82–83,82,0.07117829471826553,42407.2734375,3018.477294921875,,,7.286374092102051,FALSE,0.07380494995815991
2019,KY,Total,Both,1,83–84,83,0.07954513281583786,39388.796875,3133.18701171875,,,6.806433200836182,FALSE,0.08283988775270695
2019,KY,Total,Both,1,84–85,84,0.08874890953302383,36255.609375,3217.645751953125,,,6.351431369781494,FALSE,0.09286996352880018
2019,KY,Total,Both,1,85–86,85,0.09883831441402437,33037.96484375,3265.416748046875,,,5.921315670013428,FALSE,0.10397675817200203
2019,KY,Total,Both,1,86–87,86,0.10985670983791351,29772.548828125,3270.71435546875,,,5.515919208526611,FALSE,0.11624167375002867
2019,KY,Total,Both,1,87–88,87,0.12183985859155656,26501.833984375,3228.979736328125,,,5.134956359863281,FALSE,0.12974384442019746
2019,KY,Total,Both,1,88–89,88,0.13481363654136658,23272.853515625,3137.498046875,,,4.778031826019287,FALSE,0.1445578191890491
2019,KY,Total,Both,1,89–90,89,0.1487916260957718,20135.35546875,2995.97216796875,,,4.44463586807251,FALSE,0.16075081356937454
2019,KY,Total,Both,1,90–91,90,0.16377262771129608,17139.3828125,2806.961669921875,,,4.134160041809082,FALSE,0.17837946452913092
2019,KY,Total,Both,1,91–92,91,0.17973847687244415,14332.4208984375,2576.08740234375,,,3.84589958190918,FALSE,0.19748643212939998
2019,KY,Total,Both,1,92–93,92,0.19665215909481049,11756.333984375,2311.908447265625,,,3.57906436920166,FALSE,0.2180967583004963
2019,KY,Total,Both,1,93–94,93,0.21445645391941073,9444.42578125,2025.4180908203125,,,3.3327908515930176,FALSE,0.24021419627671337
2019,KY,Total,Both,1,94–95,94,0.2330733686685562,7419.0078125,1729.173095703125,,,3.106153726577759,FALSE,0.2638178230331238
2019,KY,Total,Both,1,95–96,95,0.2524043619632721,5689.8349609375,1436.13916015625,,,2.8981783390045166,FALSE,0.2888589974358445
2019,KY,Total,Both,1,96–97,96,0.2723316252231598,4253.69580078125,1158.4158935546875,,,2.707854747772217,FALSE,0.31525914255198006
2019,KY,Total,Both,1,97–98,97,0.2927204966545105,3095.27978515625,906.0518188476564,,,2.5341501235961914,FALSE,0.3429086989926509
2019,KY,Total,Both,1,98–99,98,0.3134225606918335,2189.22802734375,686.1534423828125,,,2.3760199546813965,FALSE,0.3716669669438948
2019,KY,Total,Both,1,99–100,99,0.33427995443344116,1503.0745849609375,502.44769287109375,,,2.2324228286743164,FALSE,0.4013639090472049
2019,KY,Total,Both,1,100 and over,100,1,1000.6268920898438,1000.6268920898438,,,2.10232925415039,TRUE,
2019,LA,Total,Both,1,0–1,0,0.007926140911877155,100000,792.61407470703125,,,75.73746490478516,FALSE,0.007957677749463935
2019,LA,Total,Both,1,1–2,1,4.6426107292063534e-4,99207.3828125,46.05812454223633,,,75.34132385253906,FALSE,4.643688671148742e-4
2019,LA,Total,Both,1,2–3,2,4.454463196452707e-4,99161.328125,44.17104721069336,,,74.37608337402344,FALSE,4.455455529586706e-4
2019,LA,Total,Both,1,3–4,3,2.3100871476344764e-4,99117.15625,22.896926879882812,,,73.40900421142578,FALSE,2.3103540035889853e-4
2019,LA,Total,Both,1,4–5,4,1.4896779612172395e-4,99094.2578125,14.761853218078612,,,72.42584991455078,FALSE,1.4897889265037733e-4
2019,LA,Total,Both,1,5–6,5,1.7546984599903226e-4,99079.4921875,17.38546371459961,,,71.43656921386719,FALSE,1.7548524218324274e-4
2019,LA,Total,Both,1,6–7,6,1.520231453469023e-4,99062.109375,15.059733390808104,,,70.44902038574219,FALSE,1.5203470174368278e-4
2019,LA,Total,Both,1,7–8,7,1.369954989058897e-4,99047.046875,13.568999290466309,,,69.45965576171875,FALSE,1.3700488343206885e-4
2019,LA,Total,Both,1,8–9,8,1.2701352534350008e-4,99033.4765625,12.578591346740724,,,68.46910858154297,FALSE,1.270215920736021e-4
2019,LA,Total,Both,1,9–10,9,1.2244786194059998e-4,99020.8984375,12.124897003173828,,,67.47773742675781,FALSE,1.2245535913905486e-4
2019,LA,Total,Both,1,10–11,10,1.2752435577567667e-4,99008.7734375,12.62602996826172,,,66.4859390258789,FALSE,1.275324875248327e-4
2019,LA,Total,Both,1,11–12,11,1.497615739936009e-4,98996.1484375,14.82581901550293,,,65.494354248046875,FALSE,1.4977278909791925e-4
2019,LA,Total,Both,1,12–13,12,1.9842362962663176e-4,98981.3203125,19.64023208618164,,,64.50408935546875,FALSE,1.984433175483033e-4
2019,LA,Total,Both,1,13–14,13,2.797724155243486e-4,98961.6796875,27.686748504638672,,,63.51679229736328,FALSE,2.7981155730198763e-4
2019,LA,Total,Both,1,14–15,14,3.884332836605609e-4,98933.9921875,38.429256439208984,,,62.53443145751953,FALSE,3.8850873852307855e-4
2019,LA,Total,Both,1,15–16,15,5.121910362504423e-4,98895.5625,50.653419494628906,,,61.558536529541016,FALSE,5.123222396798601e-4
2019,LA,Total,Both,1,16–17,16,6.391016650013626e-4,98844.90625,63.17194366455078,,,60.58982849121094,FALSE,6.393059557517457e-4
2019,LA,Total,Both,1,17–18,17,7.663493743166327e-4,98781.734375,75.7013168334961,,,59.62825393676758,FALSE,7.666431325591131e-4
2019,LA,Total,Both,1,18–19,18,8.854126208461821e-4,98706.03125,87.39556884765625,,,58.67360305786133,FALSE,8.858047722086418e-4
2019,LA,Total,Both,1,19–20,19,9.943406330421567e-4,98618.6328125,98.06051635742189,,,57.72516250610352,FALSE,9.948352355911218e-4
2019,LA,Total,Both,1,20–21,20,0.0011085515143349769,98520.5703125,109.21512603759766,,,56.7821159362793,FALSE,0.0011091662983248056
2019,LA,Total,Both,1,21–22,21,0.0012204552767798305,98411.3515625,120.10665130615234,,,55.844585418701165,FALSE,0.0012212004870690552
2019,LA,Total,Both,1,22–23,22,0.001301802578382194,98291.2421875,127.95579528808594,,,54.91221237182618,FALSE,0.0013026504752559035
2019,LA,Total,Both,1,23–24,23,0.0013427392113953829,98163.2890625,131.8076934814453,,,53.98313522338867,FALSE,0.001343641291319335
2019,LA,Total,Both,1,24–25,24,0.0013569941511377692,98031.484375,133.0281524658203,,,53.05504608154297,FALSE,0.0013579154928285231
2019,LA,Total,Both,1,25–26,25,0.0013605379499495027,97898.453125,133.19456481933594,,,52.126461029052734,FALSE,0.0013614641117452647
2019,LA,Total,Both,1,26–27,26,0.0013757211854681373,97765.2578125,134.49774169921875,,,51.19679641723633,FALSE,0.001376668141231763
2019,LA,Total,Both,1,27–28,27,0.0014152419753372667,97630.7578125,138.171142578125,,,50.266639709472656,FALSE,0.0014162441394139787
2019,LA,Total,Both,1,28–29,28,0.0014911824837327003,97492.5859375,145.37924194335938,,,49.33717346191406,FALSE,0.0014922951259088578
2019,LA,Total,Both,1,29–30,29,0.0015978917945176363,97347.203125,155.55029296875,,,48.41010665893555,FALSE,0.0015991694443842487
2019,LA,Total,Both,1,30–31,30,0.0017141830176115036,97191.65625,166.6042938232422,,,47.48678207397461,FALSE,0.0017156534896495353
2019,LA,Total,Both,1,31–32,31,0.0018305521225556731,97025.0546875,177.6094207763672,,,46.56746292114258,FALSE,0.0018322291180061603
2019,LA,Total,Both,1,32–33,32,0.001931778737343848,96847.4453125,187.08782958984375,,,45.651947021484375,FALSE,0.0019336464258693656
2019,LA,Total,Both,1,33–34,33,0.0020941405091434717,96660.359375,202.42037963867188,,,44.73933792114258,FALSE,0.002096335519709762
2019,LA,Total,Both,1,34–35,34,0.002231833292171359,96457.9375,215.2780303955078,,,43.83218002319336,FALSE,0.0022343266144331975
2019,LA,Total,Both,1,35–36,35,0.002379578072577715,96242.65625,229.0169219970703,,,42.92910385131836,FALSE,0.002382412641017914
2019,LA,Total,Both,1,36–37,36,0.0025280890986323357,96013.640625,242.7310333251953,,,42.03030776977539,FALSE,0.002531288760392655
2019,LA,Total,Both,1,37–38,37,0.0026590186171233654,95770.90625,254.6566162109375,,,41.13556671142578,FALSE,0.0026625585134515896
2019,LA,Total,Both,1,38–39,38,0.002768514445051551,95516.25,264.4381103515625,,,40.2439079284668,FALSE,0.0027723520934603077
2019,LA,Total,Both,1,39–40,39,0.0028685815632343292,95251.8125,273.2375793457031,,,39.354244232177734,FALSE,0.002872701853020451
2019,LA,Total,Both,1,40–41,40,0.00298799155279994,94978.578125,283.7951965332031,,,38.46601867675781,FALSE,0.0029924622788055117
2019,LA,Total,Both,1,41–42,41,0.0031329479534178972,94694.78125,296.673828125,,,37.579803466796875,FALSE,0.0031378633346741333
2019,LA,Total,Both,1,42–43,42,0.0032813996076583862,94398.109375,309.7579040527344,,,36.69633483886719,FALSE,0.003286792247053354
2019,LA,Total,Both,1,43–44,43,0.0034248833544552326,94088.3515625,322.24163818359375,,,35.81550216674805,FALSE,0.0034307583280005966
2019,LA,Total,Both,1,44–45,44,0.003572681685909629,93766.109375,334.9964599609375,,,34.93687057495117,FALSE,0.0035790751340014997
2019,LA,Total,Both,1,45–46,45,0.0037427828647196297,93431.109375,349.6923522949219,,,34.060340881347656,FALSE,0.003749800208703258
2019,LA,Total,Both,1,46–47,46,0.003957824315875769,93081.4140625,368.3998718261718,,,33.186424255371094,FALSE,0.003965672032475228
2019,LA,Total,Both,1,47–48,47,0.004227784462273121,92713.015625,391.97064208984375,,,32.316307067871094,FALSE,0.004236740475048668
2019,LA,Total,Both,1,48–49,48,0.004566326271742582,92321.046875,421.5680236816406,,,31.451387405395508,FALSE,0.004576775797524638
2019,LA,Total,Both,1,49–50,49,0.004972334019839763,91899.4765625,456.9548950195313,,,30.59337043762207,FALSE,0.00498472688337066
2019,LA,Total,Both,1,50–51,50,0.005397434812039137,91442.5234375,493.5550537109375,,,29.743751525878903,FALSE,0.005412040379613681
2019,LA,Total,Both,1,51–52,51,0.005864104256033897,90948.96875,533.334228515625,,,28.90245056152344,FALSE,0.005881348676937723
2019,LA,Total,Both,1,52–53,52,0.006437463685870171,90415.6328125,582.04736328125,,,28.069988250732425,FALSE,0.006458251064220245
2019,LA,Total,Both,1,53–54,53,0.007120989263057709,89833.5859375,639.7039794921875,,,27.248620986938477,FALSE,0.007146434103317144
2019,LA,Total,Both,1,54–55,54,0.007861200720071793,89193.8828125,701.1710205078125,,,26.44046211242676,FALSE,0.007892221890275192
2019,LA,Total,Both,1,55–56,55,0.00859796442091465,88492.7109375,760.857177734375,,,25.646001815795895,FALSE,0.008635086504181887
2019,LA,Total,Both,1,56–57,56,0.00930249597877264,87731.8515625,816.12518310546875,,,24.86408042907715,FALSE,0.009345966386135022
2019,LA,Total,Both,1,57–58,57,0.009993555024266245,86915.7265625,868.59710693359375,,,24.092857360839844,FALSE,0.010043741365257847
2019,LA,Total,Both,1,58–59,58,0.010683814994990826,86047.1328125,919.3116455078124,,,23.331010818481445,FALSE,0.010741193456850021
2019,LA,Total,Both,1,59–60,59,0.011390052735805511,85127.8203125,969.6103515625,,,22.57756805419922,FALSE,0.011455290919644886
2019,LA,Total,Both,1,60–61,60,0.01213530171662569,84158.2109375,1021.2852783203124,,,21.83193016052246,FALSE,0.012209383995907932
2019,LA,Total,Both,1,61–62,61,0.012903697788715364,83136.921875,1072.773681640625,,,21.09398078918457,FALSE,0.012987491118931523
2019,LA,Total,Both,1,62–63,62,0.013674664311110972,82064.1484375,1122.19970703125,,,20.363191604614254,FALSE,0.0137688062125718
2019,LA,Total,Both,1,63–64,63,0.014446868561208248,80941.9453125,1169.357666015625,,,19.638582229614254,FALSE,0.014551983860275359
2019,LA,Total,Both,1,64–65,64,0.01524838339537382,79772.5859375,1216.4029541015625,,,18.91912841796875,FALSE,0.015365533165766792
2019,LA,Total,Both,1,65–66,65,0.01610705442726612,78556.1796875,1265.3087158203125,,,18.204339981079105,FALSE,0.01623782620247802
2019,LA,Total,Both,1,66–67,66,0.017161285504698753,77290.8671875,1326.41064453125,,,17.494173049926758,FALSE,0.017309814841966985
2019,LA,Total,Both,1,67–68,67,0.01829315535724163,75964.453125,1389.6295166015625,,,16.79090690612793,FALSE,0.01846201965411219
2019,LA,Total,Both,1,68–69,68,0.019556373357772827,74574.8203125,1458.4130859375,,,16.09447479248047,FALSE,0.019749487533689585
2019,LA,Total,Both,1,69–70,69,0.020974287763237953,73116.40625,1533.5645751953125,,,15.40552806854248,FALSE,0.021196579340580776
2019,LA,Total,Both,1,70–71,70,0.02257806435227394,71582.84375,1616.2020263671875,,,14.724858283996582,FALSE,0.02283585910042841
2019,LA,Total,Both,1,71–72,71,0.024403514340519905,69966.640625,1707.431884765625,,,14.053448677062988,FALSE,0.024704958241888845
2019,LA,Total,Both,1,72–73,72,0.02647571638226509,68259.2109375,1807.2115478515625,,,13.392473220825195,FALSE,0.02683090003202955
2019,LA,Total,Both,1,73–74,73,0.028849707916378975,66452,1917.120849609375,,,12.743093490600586,FALSE,0.029271951542450016
2019,LA,Total,Both,1,74–75,74,0.03156112879514694,64534.87890625,2036.7935791015625,,,12.106796264648438,FALSE,0.03206716678565571
2019,LA,Total,Both,1,75–76,75,0.03455834090709686,62498.0859375,2159.830078125,,,11.485057830810549,FALSE,0.035165979867391575
2019,LA,Total,Both,1,76–77,76,0.037863776087760925,60338.2578125,2284.63427734375,,,10.878271102905272,FALSE,0.03859444173785812
2019,LA,Total,Both,1,77–78,77,0.04162762686610222,58053.625,2416.634521484375,,,10.286696434020996,FALSE,0.04251247355934392
2019,LA,Total,Both,1,78–79,78,0.045936569571495056,55636.9921875,2555.7724609375,,,9.711788177490234,FALSE,0.047016456944206426
2019,LA,Total,Both,1,79–80,79,0.05076359212398529,53081.21875,2694.59326171875,,,9.15532112121582,FALSE,0.05208561867495573
2019,LA,Total,Both,1,80–81,80,0.05604799836874008,50386.625,2824.069580078125,,,8.618192672729492,FALSE,0.05766397351550616
2019,LA,Total,Both,1,81–82,81,0.06194531545042992,47562.5546875,2946.27734375,,,8.100217819213867,FALSE,0.06392525034950378
2019,LA,Total,Both,1,82–83,82,0.06751362979412079,44616.27734375,3012.206787109375,,,7.602105617523193,FALSE,0.06987229595511006
2019,LA,Total,Both,1,83–84,83,0.07524532079696657,41604.0703125,3130.51171875,,,7.116311073303223,FALSE,0.07818692076449217
2019,LA,Total,Both,1,84–85,84,0.08373870700597763,38473.55859375,3221.72607421875,,,6.654665946960449,FALSE,0.08739800497158906
2019,LA,Total,Both,1,85–86,85,0.09303996711969376,35251.83203125,3279.829345703125,,,6.217151641845703,FALSE,0.09757935721302406
2019,LA,Total,Both,1,86–87,86,0.10319148004055025,31972.001953125,3299.23828125,,,5.80364227294922,FALSE,0.1088053738210289
2019,LA,Total,Both,1,87–88,87,0.11423004418611526,28672.763671875,3275.291015625,,,5.413907527923584,FALSE,0.12114950058880793
2019,LA,Total,Both,1,88–89,88,0.12618498504161835,25397.47265625,3204.77978515625,,,5.047611236572266,FALSE,0.13468243560255705
2019,LA,Total,Both,1,89–90,89,0.1390761137008667,22192.693359375,3086.4736328125,,,4.704318046569824,FALSE,0.1494699645964037
2019,LA,Total,Both,1,90–91,90,0.15291161835193634,19106.21875,2921.562744140625,,,4.383495330810547,FALSE,0.16557044034406304
2019,LA,Total,Both,1,91–92,91,0.16768603026866913,16184.65625,2713.940673828125,,,4.084522247314453,FALSE,0.18303198364334541
2019,LA,Total,Both,1,92–93,92,0.1833784431219101,13470.7158203125,2470.239013671875,,,3.806694746017456,FALSE,0.2018895376723929
2019,LA,Total,Both,1,93–94,93,0.1999509036540985,11000.4765625,2199.55517578125,,,3.5492379665374756,FALSE,0.22216161110271793
2019,LA,Total,Both,1,94–95,94,0.21734750270843503,8800.921875,1912.8583984375,,,3.3113131523132324,FALSE,0.2438473039907187
