year,state,population,sex,table,age_label,age,qx,lx,dx,Lx,Tx,ex,open_interval,mx
2019,SC,Total,Both,1,45–46,45,0.003659539623185992,93881.625,343.56353759765625,,,34.91279983520508,FALSE,0.0036662480131222155
2019,SC,Total,Both,1,46–47,46,0.0039406525902450085,93538.0625,368.60101318359375,,,34.03919982910156,FALSE,0.003948432290210922
2019,SC,Total,Both,1,47–48,47,0.0042057940736413,93169.4609375,391.8515625,,,33.17189025878906,FALSE,0.004214657063491331
2019,SC,Total,Both,1,48–49,48,0.004451256711035967,92777.609375,412.9769592285156,,,32.309879302978516,FALSE,0.004461185652323007
2019,SC,Total,Both,1,49–50,49,0.004702888894826174,92364.6328125,434.380615234375,,,31.45210647583008,FALSE,0.004713973541736142
2019,SC,Total,Both,1,50–51,50,0.0049704862758517265,91930.25,456.93804931640625,,,30.598358154296875,FALSE,0.00498286991912541
2019,SC,Total,Both,1,51–52,51,0.005297207739204168,91473.3125,484.5531311035156,,,29.748708724975582,FALSE,0.005311275203260044
2019,SC,Total,Both,1,52–53,52,0.005724336486309767,90988.7578125,520.85028076171875,,,28.90447235107422,FALSE,0.005740767528822096
2019,SC,Total,Both,1,53–54,53,0.006261523813009262,90467.90625,566.4669189453125,,,28.06800651550293,FALSE,0.006281188719379462
2019,SC,Total,Both,1,54–55,54,0.006866741459816694,89901.4375,617.3299560546875,,,27.241710662841797,FALSE,0.006890398753213374
