year,state,sex,age_min,age_max,centered_age,mortality_at_center,beta,beta_se,beta_ci_low,beta_ci_high,doubling_time,doubling_ci_low,doubling_ci_high,r_squared,rmse_log,n_ages,beta_mean,tau_squared,shrinkage_weight,beta_shrunk,doubling_time_shrunk
2019,WA,Both,40,80,50,0.0033363530737594797,0.08396123703678068,6.009715871204733e-4,0.08274565726431202,0.08517681680924935,8.255561792834234,8.137744594426737,8.37684059171644,0.9980058953960496,0.044406880018219116,41,0.07889749030073692,2.1354201292331876e-5,0.9833681452608415,0.08387701753663092,8.263851063340836
2019,WI,Both,40,80,50,0.003582170864393111,0.08232031218488964,7.95372742898643e-4,0.08071151895978382,0.08392910540999546,8.420123322700134,8.258722372577505,8.58795856518721,0.9963724474981809,0.058771533830569406,41,0.07889749030073692,2.1354201292331876e-5,0.9712274068620259,0.08222182872343316,8.430208757475603
2019,WV,Both,40,80,50,0.006613930012573192,0.06878584638852009,0.0010021247108305982,0.06675885783517857,0.07081283494186161,10.076886699116448,9.788439922353476,10.382849602838643,0.9917902522351842,0.07404881154260959,41,0.07889749030073692,2.1354201292331876e-5,0.955083930182163,0.06924002169245433,10.010788032948918
2019,WY,Both,40,80,50,0.004483623912909555,0.07367908614380021,0.0014054239535566016,0.0708363478741391,0.07652182441346132,9.407651707393914,9.058163287047956,9.785190814629773,0.9860082703197409,0.10384932369158424,41,0.07889749030073692,2.1354201292331876e-5,0.9153336569422791,0.07412090934036525,9.351574160767434
2022,AK,Both,40,80,50,0.005402905407927359,0.07020987071037385,7.717623203928848e-4,0.06864883407248866,0.07177090734825904,9.872503303976735,9.65777368811207,10.096998585992406,0.9953097750529444,0.05702691691046452,41,0.07512852750834856,2.262378897737466e-5,0.9743483068547261,0.07033604258524241,9.8547935749996
2022,AL,Both,40,80,50,0.006889145098768623,0.07060954735612712,7.366357514368926e-4,0.06911956091032126,0.07209953380193299,9.816621215031732,9.613753987149387,10.028234720114394,0.9957732768270481,0.054431351052593516,41,0.07512852750834856,2.262378897737466e-5,0.9765767778531391,0.07071539643210986,9.801927381194837
2022,AR,Both,40,80,50,0.006743880521348541,0.07294516074301285,5.49786589645872e-4,0.07183311240017817,0.07405720908584754,9.502305204342692,9.359617910478441,9.649410381920553,0.9977894576914604,0.04062472776626611,41,0.07512852750834856,2.262378897737466e-5,0.9868156425621915,0.07297394703086488,9.498556796808229
2022,AZ,Both,40,80,50,0.00522338456960653,0.0704021823376544,9.150875130475172e-4,0.06855124313397416,0.07225312154133463,9.845535430074554,9.593318126240526,10.111372877735894,0.993454158966228,0.06761747521672022,41,0.07512852750834856,2.262378897737466e-5,0.9643076193989305,0.07057087684833885,9.82200039896856
2022,CA,Both,40,80,50,0.0038132283136233414,0.07841588591480966,8.290440720673151e-4,0.0767389859979288,0.08009278583169052,8.839371926665144,8.654302299042843,9.03252983533889,0.9956596709714972,0.061259569382485515,41,0.07512852750834856,2.262378897737466e-5,0.9705155919935659,0.07831896009829019,8.850311338276791
2022,CO,Both,40,80,50,0.00409199825475017,0.07534946456765328,0.0011142855558424769,0.07309560929152259,0.07760331984378396,9.199098952290445,8.931926906674295,9.482747148265915,0.9915431450033503,0.08233657970657457,41,0.07512852750834856,2.262378897737466e-5,0.9479735854846016,0.07533797000462408,9.200502489214953
2022,CT,Both,40,80,50,0.0037910466225867375,0.07669458259514507,0.0013606869183136517,0.07394233352045924,0.0794468316698309,9.037759344997374,8.72466737805934,9.374158855402596,0.9878730168878744,0.10054362305784323,41,0.07512852750834856,2.262378897737466e-5,0.9243534470718339,0.0765761159261333,9.05174116206896
2022,DC,Both,40,80,50,0.005623238711760698,0.0745904482911564,0.0017058845157350742,0.07113997117054775,0.07804092541176504,9.292706994524476,8.881842147600292,9.743427909159895,0.9800093170511504,0.12605089930815566,41,0.07512852750834856,2.262378897737466e-5,0.8860319085778458,0.07465177215257371,9.285073355570008
2022,DE,Both,40,80,50,0.005457229614454351,0.06851221080530791,0.0011991084262235148,0.06608678507944603,0.07093763653116979,10.117133462962846,9.771218981272071,10.488438493818098,0.9881944033031029,0.08860429536657734,41,0.07512852750834856,2.262378897737466e-5,0.940242625999207,0.0689075845170392,10.059083995152182
2022,FL,Both,40,80,50,0.0046344773868840505,0.0725562507442243,8.903779060311771e-4,0.07075529143829369,0.0743572100501549,9.553238672756557,9.321855676032069,9.796400614990683,0.9941612414224996,0.06579163756051835,41,0.07512852750834856,2.262378897737466e-5,0.9661447815200586,0.0726433357360646,9.54178622906801
2022,GA,Both,40,80,50,0.005203216774651404,0.07757003600962559,7.883239998504976e-4,0.07597550021308093,0.07916457180617024,8.935759427440944,8.755775023416724,9.123298676756907,0.9959881904591078,0.05825068942872665,41,0.07512852750834856,2.262378897737466e-5,0.9732652951891054,0.07750476300055066,8.943284950823223
2022,HI,Both,40,80,50,0.004014701094946272,0.07322373044881769,7.794648315049546e-4,0.07164711401164464,0.07480034688599074,9.466154978875938,9.26663056277569,9.674460585352952,0.9956001395236106,0.05759606941970638,41,0.07512852750834856,2.262378897737466e-5,0.9738471802776688,0.07327354626292323,9.45971931087879
2022,IA,Both,40,80,50,0.004398455276340429,0.07984695415913773,5.540002033297912e-4,0.07872638297816405,0.08096752534011141,8.680947042494308,8.560804812155464,8.804509420332446,0.9981260709389234,0.04093607931984201,41,0.07512852750834856,2.262378897737466e-5,0.9866154912124643,0.0797838003361669,8.687818550124064
2022,ID,Both,40,80,50,0.003906608928902407,0.08062038885389106,9.306359989348737e-4,0.07873799986898615,0.08250277783879596,8.597666054627213,8.401501121747696,8.803210415724145,0.9948300846037104,0.06876638102535107,41,0.07512852750834856,2.262378897737466e-5,0.9631294989610133,0.08041790117444426,8.619314486414602
2022,IL,Both,40,80,50,0.004461472403587277,0.07913195297243988,6.326403781475877e-4,0.07785231702391214,0.08041158892096763,8.75938422499638,8.619991096571958,8.903359682243586,0.9975134716072077,0.046746944396639074,41,0.07512852750834856,2.262378897737466e-5,0.9826166847080895,0.07906236016534993,8.767094469609898
2022,IN,Both,40,80,50,0.0057119392908119,0.07501594644950191,7.931304894123359e-4,0.07341168861016327,0.07662020428884055,9.239997805353926,9.046532660588321,9.44191849666818,0.995659322938709,0.05860584965569191,41,0.07512852750834856,2.262378897737466e-5,0.9729471393899718,0.07501899208919421,9.239622677625746
2022,KS,Both,40,80,50,0.005025435518955744,0.07743187773163648,9.695325042662837e-4,0.07547081313857656,0.0793929423246964,8.951703108146955,8.730589398301355,9.184307836821839,0.9939228153511657,0.07164051431617117,41,0.07512852750834856,2.262378897737466e-5,0.9601085569927482,0.07733999376747845,8.96233820038675
2022,KY,Both,40,80,50,0.007173530010468569,0.0708445282833054,8.825746665913509e-4,0.0690593525189366,0.07262970404767419,9.78406091982246,9.543577103177551,10.036977690601415,0.9939836356341364,0.06521504205253749,41,0.07512852750834856,2.262378897737466e-5,0.9667159283847415,0.07098711722031145,9.764408074337409
2022,LA,Both,40,80,50,0.007054402529592367,0.06694865349461088,9.344758569114103e-4,0.0650584976638426,0.06883880932537915,10.353414809391815,10.06913378300399,10.654214367836133,0.9924589876235508,0.06905011509216123,41,0.07512852750834856,2.262378897737466e-5,0.962835942474027,0.06725265080301264,10.306615014926596
2022,MA,Both,40,80,50,0.0036127394932660532,0.07936503192227966,0.0012755605618912692,0.0767849671557852,0.08194509668877412,8.733659695856083,8.458677926667226,9.02712088361845,0.9900263269728564,0.0942534822640837,41,0.07512852750834856,2.262378897737466e-5,0.9329072932248746,0.07908079337388425,8.765050918025452
2022,MD,Both,40,80,50,0.00431643204657849,0.07759745923146243,9.238658704136174e-4,0.07572876412404494,0.07946615433887991,8.932601497845228,8.722545923186992,9.153023802482224,0.9945021463341047,0.06826612395597471,41,0.07512852750834856,2.262378897737466e-5,0.9636445620250795,0.077507700137338445,8.942946047060293
2022,ME,Both,40,80,50,0.005240027354542233,0.06989296553695326,0.001370796584500176,0.06712026773226736,0.07266566334163917,9.917266712534467,9.538854373366124,10.326943023004691,0.9852199167114114,0.10129064461924564,41,0.07512852750834856,2.262378897737466e-5,0.9233117139639571,0.07029447181097505,9.860621506963575
2022,MI,Both,40,80,50,0.005040241271256348,0.07535771115946568,8.80040471692003e-4,0.0735776612881094,0.07713776103082197,9.198092270785205,8.985834840124335,9.420619905894755,0.9947093297969283,0.06502778579741678,41,0.07512852750834856,2.262378897737466e-5,0.966900477860671,0.07535012529013156,9.199018288171649
2022,MN,Both,40,80,50,0.003692930698588092,0.07992931395857616,0.0010010651649262734,0.07790446853911469,0.08195415937803764,8.672002125767936,8.457742545593083,8.897399514533962,0.9939196523367743,0.07397051977498612,41,0.07512852750834856,2.262378897737466e-5,0.9575833895277281,0.0797256808697563,8.694151909374142
2022,MO,Both,40,80,50,0.005819373019017915,0.07375610567431937,8.291780204419022e-4,0.07207893482127747,0.07543327652736126,9.397827803173826,9.188878071715816,9.616501440797242,0.9950951152353593,0.061269467070706386,41,0.07512852750834856,2.262378897737466e-5,0.9705063446775448,0.07379658341084923,9.392673055078617
2022,MS,Both,40,80,50,0.007617831950516529,0.069827927158781,6.573727704589582e-4,0.06849826522489426,0.07115758909266774,9.926503746614232,9.741015531839722,10.11919321291126,0.9965554602458282,0.04857446569959609,41,0.07512852750834856,2.262378897737466e-5,0.9812569261785068,0.06992727670243118,9.912400614563708
2022,MT,Both,40,80,50,0.004712258746940018,0.07272536982636411,0.0014260638699841316,0.06984088338515473,0.0756098562675735,9.53102311084664,9.167418307303576,9.924662274636686,0.9852257166639341,0.10537444453261273,41,0.07512852750834856,2.262378897737466e-5,0.9175235720941077,0.0729235736876688,9.505118105274025
2022,NC,Both,40,80,50,0.0054314633772637975,0.07348651000502741,8.685614618561589e-4,0.0717296786226371,0.07524334138741773,9.43230506541303,9.212073357973628,9.663324775321044,0.9945813539124708,0.06417958095140948,41,0.07512852750834856,2.262378897737466e-5,0.9677306464756118,0.07353949684833531,9.425508879799139
