year,population,sex,age_min,age_max,centered_age,mortality_at_center,beta,beta_se,beta_ci_low,beta_ci_high,doubling_time,doubling_ci_low,doubling_ci_high,r_squared,rmse_log,n_ages,age_center
2021,Black non-Hispanic,Male,35,49,42,0.006910706356794355,0.04749913690318913,0.0010023742407029488,0.045333639011528794,0.04966463479484947,14.592837380870531,13.956554466234168,15.289908237537936,0.9942439485496538,0.015614747283826102,15,42
2021,Black non-Hispanic,Female,35,49,42,0.0038395686060086857,0.06234186382504097,8.557566033027484e-4,0.06049311408170465,0.0641906135683773,11.118486648157086,10.798263827492304,11.458282336461474,0.9975564468739196,0.013330772634048327,15,42
2021,White non-Hispanic,Both,35,49,42,0.0032654940422971418,0.05333343224692877,0.0011383141261519711,0.05087425408758122,0.05579261040627632,12.996485531828124,12.42363774543825,13.624714366655404,0.9941128618269399,0.017732386455788625,15,42
2021,White non-Hispanic,Male,35,49,42,0.00412302399470448,0.048622871364765785,0.001424942040850295,0.045544471242436685,0.051701271487094885,14.255578930335023,13.406772418217242,15.219128944768512,0.9889583355911877,0.022197407872705435,15,42
2021,White non-Hispanic,Female,35,49,42,0.0023830675948334165,0.06189603413398081,6.149522847281618e-4,0.060567510492833904,0.06322455777512771,11.198571770520088,10.963258660112395,11.444207875143814,0.9987184262392024,0.0095795802882043,15,42
2022,Total,Both,35,49,42,0.002883279139783611,0.0496235624926316,0.0010234599228746647,0.047412511754107343,0.05183461323115585,13.968105991238899,13.37228421998373,14.61949926118179,0.9945006139017264,0.01594321502077386,15,42
2022,Total,Male,35,49,42,0.0037133203720771052,0.04454008683911738,0.0012232228340988895,0.041897474568460553,0.047182699109774205,15.562322163036018,14.690706416504165,16.543889284480414,0.990290098391442,0.019055074093748618,15,42
2022,Total,Female,35,49,42,0.002033615001755845,0.06012872543156133,6.055523071807113e-4,0.058820509207279395,0.061436941655843263,11.527721161308952,11.282253996997587,11.784107106542425,0.9986832284367609,0.009433149675847236,15,42
2022,Hispanic,Both,35,49,42,0.0023032032546963653,0.04603148031578919,0.0015230967493352558,0.04274102983776494,0.049321930793813445,15.05811187919129,14.053528915110684,16.217372000416734,0.9859669902492746,0.023726438553537232,15,42
2022,Hispanic,Male,35,49,42,0.0031805080271044618,0.037915710087856436,0.0012047064995736512,0.03531309992594051,0.04051832024977236,18.281265970064084,17.107006812895694,19.6286132345682,0.9870459713965849,0.018766631042746413,15,42
2022,Hispanic,Female,35,49,42,0.00135143182688664,0.06755116306742262,0.0017830404246154128,0.06369913842087738,0.07140318771396786,10.261069522490931,9.707510305234623,10.881578585571049,0.9910239713730733,0.02777577924158417,15,42
2022,American Indian or Alaska Native non-Hispanic,Both,35,49,42,0.009930193538517896,0.04612753719067989,0.003774665039856159,0.03797286914992877,0.05428220523143101,15.026754576006201,12.7693261098131,18.25374790151314,0.9199190414363809,0.05880083334654863,15,42
2022,American Indian or Alaska Native non-Hispanic,Male,35,49,42,0.012460276539810139,0.04302830510405342,0.0033617778573206357,0.035765625591107277,0.050290984616999566,16.109097927137462,13.782732349321408,19.38026160885296,0.9264794591644677,0.052368975114136435,15,42
2022,American Indian or Alaska Native non-Hispanic,Female,35,49,42,0.007395390494264955,0.05199917983279243,0.004627019772682509,0.04200311134305555,0.06199524832252931,13.329963718443562,11.18065011940686,16.502281816667004,0.906673691085579,0.07207861245220776,15,42
2022,Asian non-Hispanic,Both,35,49,42,9.827341758156208e-4,0.0762508911363426,0.002640801996093921,0.07054578527605693,0.08195599699662828,9.090348587802646,8.457552905963206,9.82549386682067,0.9846465650086899,0.04113778479254649,15,42
2022,Asian non-Hispanic,Male,35,49,42,0.0013401710727489976,0.07369185184616321,0.004278359808074417,0.06444901741572907,0.08293468627659735,9.406022011862824,8.357747664809564,10.75496894062468,0.9580208181912656,0.06664727052992817,15,42
2022,Asian non-Hispanic,Female,35,49,42,6.551293586590766e-4,0.08597013204055899,0.0026811854390775282,0.08017778305581147,0.09176248102530651,8.062651110422074,7.55371010913259,8.645127791541055,0.9875133810627139,0.04176686845315375,15,42
2022,Black non-Hispanic,Both,35,49,42,0.004660160417573102,0.048687383558732804,5.185745366242161e-4,0.04756707138377013,0.04980769573369548,14.236689875186753,13.916467532767697,14.57199613925458,0.9985273727578129,0.008078230673142376,15,42
2022,Black non-Hispanic,Male,35,49,42,0.0061242946870307706,0.044471742882735865,5.779758440564046e-4,0.04322310198504378,0.04572038378042795,15.586238263421608,15.16057222723202,16.03649781544579,0.9978090026825289,0.009003570098497138,15,42
2022,Black non-Hispanic,Female,35,49,42,0.003302501302299032,0.058304740083268004,0.0010379180463685434,0.05606245446791631,0.0605470256986197,11.888350408046174,11.448079778685926,12.363839349142712,0.9958972384254705,0.016168440226478408,15,42
2022,White non-Hispanic,Both,35,49,42,0.0029292841381103993,0.05037819277999355,0.0011018133514481693,0.047997869750252706,0.052758515809734396,13.758873478986953,13.138109932047287,14.441207165372083,0.9938200918783895,0.017163786077287236,15,42
2022,White non-Hispanic,Male,35,49,42,0.0036940708961539174,0.04467961461594447,0.001243706225005161,0.04199275066959566,0.04736647856229328,15.513723350527451,14.633707246114225,16.50635334688399,0.990027423962413,0.01937415948075233,15,42
2022,White non-Hispanic,Female,35,49,42,0.002133212287541066,0.06068190757619987,8.943557101706623e-4,0.05874976953221865,0.0626140456201811,11.422633339097688,11.070154846160227,11.798296164886573,0.9971840767974718,0.013932060331446856,15,42
2023,Total,Both,35,49,42,0.002658898717378739,0.04869171417852095,8.032643760292004e-4,0.04695636699769432,0.05042706135934758,14.235423670208526,13.745539832680686,14.761516379535507,0.9964745347148443,0.012513061214542171,15,42
2023,Total,Male,35,49,42,0.00346811289602641,0.04364115110825259,8.637589217002471e-4,0.041775113407071275,0.045507188809433906,15.88288033101103,15.231597439748944,16.59234707050768,0.9949332439773523,0.013455430844911794,15,42
2023,Total,Female,35,49,42,0.0018390841602044362,0.05946976470948402,0.0010015657652114433,0.05730601342293505,0.06163351599603299,11.65545523756553,11.246270302096011,12.09554005169261,0.9963262345912098,0.015602153045095298,15,42
2023,Hispanic,Both,35,49,42,0.00212475553905071,0.04207980778444256,0.0011015223573891198,0.0397001134091461,0.044459502159739026,16.472204058313466,15.590529513118012,17.459576838394074,0.9911706058493251,0.017159253041113074,15,42
2023,Hispanic,Male,35,49,42,0.0029375874360580145,0.03393770170481986,8.057253481643947e-4,0.032197037916927934,0.03567836549271179,20.424104925805977,19.427660740275172,21.528290346097826,0.9927258561844267,0.012551397652574188,15,42
2023,Hispanic,Female,35,49,42,0.0012506650582381263,0.06312389228933381,0.0017934010142771773,0.05924948494962082,0.0669982996290468,10.980742083882365,10.345742868068768,11.698788287346645,0.9896157003662703,0.02793717404076259,15,42
2023,American Indian or Alaska Native non-Hispanic,Both,35,49,42,0.008512692642384818,0.04304269326280432,0.0016949497755732305,0.03938097689337727,0.04670440963223137,16.1037130350515,14.841150675451312,17.601066180674465,0.98023983837406925,0.02640352408277515,15,42
2023,American Indian or Alaska Native non-Hispanic,Male,35,49,42,0.01071716186313894,0.04161299580188991,0.003634477687337877,0.033761184123551786,0.04946480748022803,16.656988212525306,14.012935981546246,20.530890682723598,0.9097794398834707,0.056617028143786705,15,42
2023,American Indian or Alaska Native non-Hispanic,Female,35,49,42,0.0063132628155119185,0.04681938148249053,0.0015793734577198909,0.04340735256758321,0.05023141039739784,14.80470605574249,13.799078605920503,15.968427917384448,0.9854224635274061,0.02460310371881064,15,42
2023,Asian non-Hispanic,Both,35,49,42,9.275619529615489e-4,0.07097646904502128,0.0015290981922381874,0.06767305323785598,0.07427988485218658,9.76587297010046,9.331559707439975,10.242587668147387,0.9940024651091955,0.023819927602299968,15,42
2023,Asian non-Hispanic,Male,35,49,42,0.0012948503057365465,0.07206836720418888,0.0010331113350511754,0.06983646585730789,0.07430026855106987,9.617911539414715,9.328999666852004,9.925290062303638,0.9973356603506822,0.016093562421922725,15,42
2023,Asian non-Hispanic,Female,35,49,42,5.973977537256909e-4,0.07400164889030915,0.0024654827715106086,0.06867529718768861,0.07932800059292969,9.36664508094111,8.737736680353493,10.093107841464215,0.985775321978452,0.038406703650691765,15,42
2023,Black non-Hispanic,Both,35,49,42,0.004332815222178358,0.04974511331541029,9.046701982350009e-4,0.04779069217470741,0.051699534456113166,13.933975306579887,13.40722286674256,14.503811286641799,0.9957188563261005,0.014092736970916103,15,42
2023,Black non-Hispanic,Male,35,49,42,0.005764359898938275,0.045729719070004046,6.29398221867945e-4,0.04436998687904713,0.047089451260960966,15.157477339820534,14.71979736435349,15.621982996061481,0.9975434301267366,0.009804615657785988,15,42
2023,Black non-Hispanic,Female,35,49,42,0.0030143018130518793,0.059602464304208326,0.0017258213127277974,0.05587405403353572,0.06333087457488093,11.629505401356443,10.944854073353818,12.405528693942934,0.9892180182147671,0.026884433538901794,15,42
2023,White non-Hispanic,Both,35,49,42,0.0026958193687995832,0.05016782610949969,8.916095485934558e-4,0.048241620786915455,0.05209403143208393,13.816567994137026,13.305692830926622,14.368239898522381,0.9959105721356106,0.013889281280182965,15,42
2023,White non-Hispanic,Male,35,49,42,0.0034531753949095054,0.04436117962862085,9.628291994648939e-4,0.04228111360456973,0.04644124565267197,15.62508450773347,14.925249545283577,16.39377777611397,0.9939132680959601,0.014998724046010579,15,42
2023,White non-Hispanic,Female,35,49,42,0.0019173775261600119,0.06100017985263375,9.164203004845543e-4,0.0590203741593207,0.06297998554594679,11.363035030953567,11.005832639549633,11.744201734283331,0.9970745132283838,0.01427577726638222,15,42
2005,Total,Both,40,54,47,0.003491201096891729,0.07979154133541173,7.433528411718579e-4,0.07818562515665149,0.08139745751417198,8.686975698918156,8.515587608363106,8.865404339623383,0.998872984413991,0.01157977358782953,15,47
2005,Total,Male,40,54,47,0.0044195052395314145,0.08130040046606038,6.34896045727994e-4,0.07992879094875746,0.0826720099833633,8.525753582841281,8.384302990811914,8.672058870555462,0.9992078287892646,0.009890259448996597,15,47
2005,Total,Female,40,54,47,0.0025897651160298137,0.07820237643021644,0.0011102879883011362,0.07580374506064354,0.08060100779978933,8.863505333223118,8.59973342122103,9.143970129779506,0.9973864056763261,0.017295801952603898,15,47
2006,Total,Both,40,54,47,0.003442456451972616,0.08059299545856809,6.750114069251468e-4,0.07913472197229215,0.08205126894484402,8.600588383841423,8.447732612470482,8.75907772573764,0.9990888809936552,0.01051516699535739,15,47
2006,Total,Male,40,54,47,0.004342365730653846,0.08249835553032077,5.380687249721529e-4,0.08133592872186803,0.08366078233877351,8.401951482598847,8.285210360012359,8.5220294579803,0.9994473016501934,0.008381906498194376,15,47
2006,Total,Female,40,54,47,0.0025676006385807913,0.07839884178822623,0.0011627748777211881,0.07588681938787502,0.08091086418857744,8.841293630743925,8.566799866881166,9.133960102044998,0.9971484881936062,0.01811343022029909,15,47
2007,Total,Both,40,54,47,0.0033563740450263217,0.0824841132250765,7.47120323390238e-4,0.08087005789581789,0.0840981685543351,8.403402224480937,8.242119804453397,8.571122595867347,0.9989345799121503,0.011638462528893155,15,47
2007,Total,Male,40,54,47,0.004224443631074097,0.08364970150821521,4.705693758086609e-4,0.08263309817802691,0.08466630483840351,8.28630787752269,8.186812710001995,8.388251146854143,0.999588771457279,0.007330417706671236,15,47
2007,Total,Female,40,54,47,0.00251198553812993,0.08152590914827022,0.0013786370609136284,0.07854754485323444,0.08450427344330601,8.50217050998262,8.202510385761476,8.824555647857437,0.9962962603611102,0.021476079919199136,15,47
2008,Total,Both,40,54,47,0.0033159856491015993,0.08476996203268074,0.0010736611758091548,0.08245045808080165,0.08708946598455983,8.17680182860907,7.95902435184106,8.406832377822077,0.997918918305597,0.016725238187444397,15,47
2008,Total,Male,40,54,47,0.004137313577922652,0.086923351600844,7.042383261120871e-4,0.08540193719443162,0.08844476600725637,7.974234400704069,7.837062743804157,8.116293415943026,0.9991474118226232,0.010970456984322825,15,47
2008,Total,Female,40,54,47,0.002516070930678163,0.0822052561479645,0.001742332091852563,0.07844117650757698,0.08596933578835203,8.431908287133394,8.062725787092328,8.8365219827241,0.9941939979179493,0.02714163452534323,15,47
2009,Total,Both,40,54,47,0.0032879838193970693,0.08591204752372116,8.20825180341053e-4,0.08413876253167693,0.08768533251576538,8.068102210793668,7.904938724333639,8.238143273131527,0.9988147185486437,0.012786619243365821,15,47
2009,Total,Male,40,54,47,0.004081300737287251,0.08728670691083441,5.226130333484858e-4,0.0861576700941294,0.08841574372753942,7.9410394215927145,7.839635242971397,8.045101263795374,0.999534193802334,0.00814114141365762,15,47
2009,Total,Female,40,54,47,0.002514466320231481,0.08463045392364012,0.0016255700092936648,0.08111862342667615,0.08814228442060408,8.190280784566678,7.863957521821566,8.544858767068295,0.9952266490640963,0.025322742601093615,15,47
2010,Total,Both,40,54,47,0.003149879600053998,0.08989653659889602,0.0011687854879482823,0.08737152906460398,0.09242154413318805,7.710499278216438,7.499844187422963,7.933330090256525,0.997807327640006,0.01820706207545515,15,47
2010,Total,Male,40,54,47,0.0039066187009137434,0.09088632900607758,9.793023486074019e-4,0.08877067490694576,0.09300198310520941,7.626528523487778,7.453036563487208,7.808290083257109,0.9984929598347612,0.015255338841547074,15,47
2010,Total,Female,40,54,47,0.0024116768127152182,0.08921756548178902,0.001519128508266737,0.08593568786739049,0.09249944309618756,7.769178376666527,7.493528148479349,8.06588272883273,0.9962451045961824,0.023664622238901326,15,47
2011,Total,Both,40,54,47,0.003156582438482455,0.08990998772028914,0.0010430640876265924,0.0876565847586987,0.09216339068187959,7.709345737164741,7.520851559731365,7.907531219337861,0.9982534128312057,0.016248604032064858,15,47
2011,Total,Male,40,54,47,0.0038934126267060106,0.0914250635430553,8.739347823459917e-4,0.08953704223148239,0.0933130848546282,7.581588173942234,7.428188465098913,7.741457203465961,0.9988135340528191,0.013613947979457575,15,47
2011,Total,Female,40,54,47,0.0024370307050387797,0.0883606823202646,0.0014322984995075493,0.0852663895352298,0.0914549751052994,7.844520462705607,7.579108515002816,8.129195857103289,0.9965958289835591,0.02231200503429688,15,47
2012,Total,Both,40,54,47,0.0031090328307084533,0.09043940991893473,8.278044556129338e-4,0.0886510471193483,0.09222777271852116,7.664216088774208,7.5156014303351775,7.818826771744519,0.998912045628335,0.012895340731976951,15,47
2012,Total,Male,40,54,47,0.0038318871436994334,0.09154313012624998,9.375624899895489e-4,0.08951764950940135,0.09356861074309862,7.571809917401824,7.40790287528203,7.743134279761774,0.9986382403053345,0.01460512526111494,15,47
2012,Total,Female,40,54,47,0.0024025505703973507,0.08951920547650082,0.001203725607227109,0.08691871440366573,0.0921196965493359,7.742999693422206,7.524418843354757,7.974659833794232,0.997654981416276,0.01875135093529557,15,47
2013,Total,Both,40,54,47,0.0031148501694217377,0.08952714253622375,7.949652244297184e-4,0.08780972458238788,0.09124456049005962,7.742313235111795,7.596586326211284,7.893740515147576,0.9989760347049126,0.012383779006726063,15,47
2013,Total,Male,40,54,47,0.003837137281665497,0.0902034490190242,8.815678955516943e-4,0.08829893736893046,0.09210796066911794,7.684264716017214,7.525377562640407,7.850005914157709,0.9987598629626832,0.013732854799740882,15,47
2013,Total,Female,40,54,47,0.002409054880161071,0.08921288985078038,9.276576270195742e-4,0.08720880738943865,0.09121697231212211,7.769585557864114,7.598883880821714,7.9481327782024955,0.9985963670388761,0.014450829663845182,15,47
2014,Total,Both,40,54,47,0.0031126695974630866,0.08818991860066752,0.0010853996542105496,0.0858450552079755,0.09053478199335954,7.859709948237765,7.6561423720088655,8.074398448235232,0.9980346927120438,0.016908097409371218,15,47
2014,Total,Male,40,54,47,0.003808484081473352,0.08926410345081999,0.0013004522393788595,0.08645464719363906,0.09207355970800092,7.765127904318608,7.52818922998274,8.017465839718838,0.9972484219962318,0.020258135382994466,15,47
2014,Total,Female,40,54,47,0.002432964427292391,0.08717570602976145,8.792659391799021e-4,0.08527616745406187,0.08907524460546103,7.951150752060529,7.781591660287732,8.128263748876174,0.9986792551255115,0.013696995471413849,15,47
2015,Total,Both,40,54,47,0.0031275400537317697,0.08652409120742793,0.0015580554509613698,0.08315811704613998,0.08989006536871588,8.011031042189552,7.711054360865765,8.335291913540503,0.9958023307296108,0.024271016884759754,15,47
2015,Total,Male,40,54,47,0.0038406522367529544,0.08652372073899188,0.0021015127139312833,0.08198367854065668,0.09106376293732708,8.011065343004589,7.611668551814521,8.45469723850224,0.9923893957907075,0.03273686474501997,15,47
2015,Total,Female,40,54,47,0.0024304575251536038,0.0871786059889247,8.476102294440435e-4,0.08534745541633655,0.08900975656151285,7.950886260420403,7.787316889030309,8.12147447371077,0.998772610186629,0.013203870361505849,15,47
2016,Total,Both,40,54,47,0.003195820169727288,0.08205479615210742,0.0018218554462646986,0.07811891674939114,0.0859906755548237,8.447369478257404,8.060724911016969,8.872974810743873,0.9936322075274578,0.028380430408043514,15,47
2016,Total,Male,40,54,47,0.003950471072844963,0.08037545869411288,0.00234998786161225,0.07529861857481775,0.085452298813408,8.623865938953765,8.111510049290636,9.205310717237458,0.9890092328386518,0.036607551440468934,15,47
2016,Total,Female,40,54,47,0.002457191914406518,0.08538409523473828,0.0010621588777513119,0.08308944048706066,0.0876787499824159,8.117989406040346,7.905532192223965,8.34218134695332,0.9979923150913012,0.016546058126681355,15,47
2017,Total,Both,40,54,47,0.0031968349544737656,0.07967229906811042,0.0017600482879963294,0.07586994591286216,0.08347465222335869,8.69997713970054,8.303684556902917,9.135991494656341,0.9936957813790998,0.027417613211129895,15,47
2017,Total,Male,40,54,47,0.00397390997967448,0.07835984795286302,0.00212768775294046,0.0737632580206707,0.08295643788505534,8.845693281295091,8.355556220005154,9.3969165565559,0.9905064362190681,0.03314461327114526,15,47
2017,Total,Female,40,54,47,0.0024363171956888374,0.08244486559088346,0.0012099211208161063,0.07983098992468002,0.0850587412570869,8.407402639232293,8.149041125178817,8.682683018385777,0.9972079962840142,0.018847863171002927,15,47
2018,Total,Both,40,54,47,0.0031683410227792306,0.07838338113551427,0.0015232167419685961,0.07509267142916594,0.0816740908418626,8.843037522987016,8.486744981367679,9.230556955398546,0.9951146924077485,0.023728307770212446,15,47
2018,Total,Male,40,54,47,0.0039621592963488775,0.07653905437648671,0.0018158531185767596,0.07261614221437326,0.08046196653860016,9.056124173555045,8.614594079395518,9.545359467233544,0.9927360575209905,0.02828692757631058,15,47
2018,Total,Female,40,54,47,0.0023907042492417084,0.08207164036650406,0.0010408185142855506,0.0798230886711754,0.08432019206183274,8.445635757547741,8.220417477840353,8.683542469965147,0.9979135879666188,0.0162136230251676,15,47
2019,Total,Both,40,54,47,0.003182325438208042,0.07440377786520214,0.001693355418136387,0.07074550589560884,0.07806204983479544,9.316021315688097,8.879438626411542,9.79775565648996,0.9933114028149601,0.02637868756219682,15,47
2019,Total,Male,40,54,47,0.004007642063663102,0.07209365097364152,0.0021163937286799443,0.06752146029746696,0.07666584164981609,9.614538467657434,9.041147473812519,10.265583379066054,0.9889209172056531,0.032968677650012705,15,47
2019,Total,Female,40,54,47,0.0023728048689972375,0.07897740785837658,0.0010049095373374018,0.07680643279133233,0.08114838292542083,8.776524823439468,8.54172511603811,9.024598010469868,0.9978997140097372,0.01565424153121294,15,47
2019,Hispanic,Both,40,54,47,0.002331761611531693,0.07541709275180646,0.001154230620776179,0.07292352909635201,0.0779106564072609,9.19084991569557,8.896692859788912,9.505123917468497,0.9969642322747643,0.01798032981976323,15,47
2019,Hispanic,Male,40,54,47,0.0030371674006477592,0.07128189488989299,0.002061598810137075,0.06682808143827187,0.07573570834151411,9.724028543722483,9.15218456047635,10.372094569259708,0.989242877310993,0.032115095454120765,15,47
2019,Hispanic,Female,40,54,47,0.001603925173242436,0.08420493495747888,0.001555098626932608,0.08084534862614536,0.08756452128881241,8.231669330425408,7.9158450289901205,8.573742241687627,0.9955856904491339,0.02422495618397849,15,47
2019,American Indian or Alaska Native non-Hispanic,Both,40,54,47,0.008377423437780035,0.06399093366577036,0.0012338914124741757,0.061325273332782544,0.06665659399875817,10.831959167533125,10.398778860090852,11.302798061715459,0.9951897655633226,0.019221266667782608,15,47
2019,American Indian or Alaska Native non-Hispanic,Male,40,54,47,0.010169346031761246,0.06702778665046066,0.0012901829178517373,0.06424051591363006,0.06981505738729127,10.341191544554478,9.928333607387707,10.78987568362412,0.9952065368837834,0.02009816233708906,15,47
2019,American Indian or Alaska Native non-Hispanic,Female,40,54,47,0.006661028968983635,0.06069420456630474,0.0012380037917504552,0.05801965997802497,0.06336874915458451,11.420319048793596,10.93831249326149,11.946763921444486,0.9946203971493581,0.01928532833310365,15,47
2019,Asian non-Hispanic,Both,40,54,47,0.0012621417626360871,0.09869619618342132,0.0011477700065869096,0.09621658983636287,0.10117580253047977,7.023038448936474,6.850918532137473,7.204029801293021,0.9982449504288494,0.01787968791001803,15,47
2019,Asian non-Hispanic,Male,40,54,47,0.0016963141611560967,0.10066210656149281,0.001083012826650952,0.09832239959624893,0.1030018135267367,6.885879942682435,6.729465791202032,7.0497382428244695,0.9984974619157981,0.01687091597788606,15,47
2019,Asian non-Hispanic,Female,40,54,47,8.866032294354299e-4,0.09629871745343037,0.0015344823963988458,0.0929836697803564,0.09961376512650434,7.197885900143459,6.958347369760435,7.454504454355044,0.9967100069091213,0.023903801452883205,15,47
2019,Black non-Hispanic,Both,40,54,47,0.004943878059973859,0.0678056297545067,0.001831636838763406,0.06384861893801964,0.07176264057099375,10.22256091521479,9.658886226102908,10.856102952403878,0.9906029786533145,0.028532802611706806,15,47
2019,Black non-Hispanic,Male,40,54,47,0.006312606109595982,0.06420646035387782,0.002178481979839413,0.059500136165963745,0.0689127845417919,10.795598709843564,10.058324956229114,11.649505786449794,0.9852550766014974,0.03393587364506335,15,47
2019,Black non-Hispanic,Female,40,54,47,0.003732811782860347,0.0737912121647808,0.0012216071554584354,0.07115209035561772,0.07643033397394387,9.393356745679966,9.069006303128917,9.741768331690606,0.9964498015990305,0.019029905436536446,15,47
2019,White non-Hispanic,Both,40,54,47,0.003297782312629258,0.07207685547225201,0.0016985367971730314,0.0684073898137907,0.07574632113071332,9.616778867757231,9.15090225126314,10.132635998051327,0.992832337893668,0.026459401851285282,15,47
2019,White non-Hispanic,Male,40,54,47,0.00411157852414783,0.06957721754794509,0.0022307416873372367,0.0647579931259568,0.07439644196993338,9.962272206161495,9.316939926241018,10.703654438638134,0.9868131000503667,0.03474996292685986,15,47
2019,White non-Hispanic,Female,40,54,47,0.002481004296747735,0.07704316648731077,9.495725831362155e-4,0.07499173964166689,0.07909459333295465,8.996867758208102,8.763521643534975,9.24298041186951,0.998029054468565,0.01479221563287958,15,47
2020,Total,Both,40,54,47,0.003889614634667689,0.06986482146659095,0.0014797794065791027,0.06666795241813835,0.07306169051504356,9.92126174531778,9.487149498918654,10.397007188889766,0.9942017793343275,0.023051651300754414,15,47
2020,Total,Male,40,54,47,0.00498025170291941,0.06755927882036049,0.0017535954853856908,0.06377086609761859,0.07134769154310239,10.259836881962837,9.715061070212803,10.86933929200359,0.9913174968118613,0.027317092988296883,15,47
2020,Total,Female,40,54,47,0.002819153866320074,0.07468722865764069,9.570892060469635e-4,0.07261956313545796,0.07675489417982341,9.280665423231428,9.03065775761506,9.54490980986778,0.9978697559581193,0.01490930779508123,15,47
2020,Hispanic,Both,40,54,47,0.0034168971894856476,0.07798765463627534,0.0011452860987525388,0.0755134144458478,0.08046189482670288,8.887909038843352,8.614601757177493,9.17912645914078,0.9972042153430586,0.017840994185124606,15,47
2020,Hispanic,Male,40,54,47,0.004646811615225968,0.07217568051986271,0.0017521476226303638,0.06839039571443628,0.07596096532528915,9.603611293546328,9.125044390782389,10.13515382268261,0.9923969406306883,0.02729453852699085,15,47
2020,Hispanic,Female,40,54,47,0.002141632559026441,0.09142857980348795,8.886503516303639e-4,0.08950876743727107,0.09334839216970484,7.58129659292271,7.425378889224172,7.743902641109565,0.9987733852015236,0.013843183614395644,15,47
2020,American Indian or Alaska Native non-Hispanic,Both,40,54,47,0.011790086755832485,0.06058375869625203,0.003291407913898489,0.053473104203432154,0.0676944131890719,11.441138606720786,10.23935577407209,12.96253866098643,0.9630476454627808,0.05127276888866183,15,47
2020,American Indian or Alaska Native non-Hispanic,Male,40,54,47,0.014587085123428876,0.057514758162582294,0.004666035529547464,0.047434401254606184,0.0675951150705584,12.05164035638578,10.254397523199884,14.612752817084125,0.9211818542481612,0.07268639062406726,15,47
2020,American Indian or Alaska Native non-Hispanic,Female,40,54,47,0.009088668416099807,0.06625599107823303,0.00218760992764309,0.06152994715798606,0.07098203499847999,10.461652890249555,9.76510719331713,11.265200322376364,0.9860259859772738,0.034078066642834734,15,47
2020,Asian non-Hispanic,Both,40,54,47,0.0015694732673315274,0.09460362448384672,7.751827862861179e-4,0.0929289438893247,0.09627830507836875,7.326856495633505,7.199411954705023,7.4588944149140515,0.9991279183744833,0.012075612894981592,15,47
2020,Asian non-Hispanic,Male,40,54,47,0.002204734856719113,0.09353746125878651,8.748153009172026e-4,0.09164753770249091,0.0954273848150821,7.4103698265045015,7.263608679029783,7.5631838883665505,0.9988641751302796,0.013627664488132553,15,47
2020,Asian non-Hispanic,Female,40,54,47,0.0010245833113081675,0.09795901832568947,9.984733450662698e-4,0.09580194780669474,0.1001160888446842,7.075889411788536,6.92343447051017,7.235209684447642,0.9986512194595641,0.015553980060294296,15,47
2020,Black non-Hispanic,Both,40,54,47,0.006373080689442834,0.06479576500859058,0.0012324232844389512,0.06213327637339374,0.06745825364378742,10.697414876852651,10.275201967428648,11.155812489179466,0.9953190691712478,0.019198396518770942,15,47
2020,Black non-Hispanic,Male,40,54,47,0.008247026358172453,0.06353937597246007,0.0012316986921479206,0.060878452723737486,0.06620029922118265,10.908939062611768,10.47045389091162,11.385755543187058,0.9951387265647118,0.019187108992566843,15,47
2020,Black non-Hispanic,Female,40,54,47,0.004717567449914232,0.06753185139344452,0.0012349937727127568,0.06486380955594914,0.07019989323093989,10.264003818311293,9.87390647845669,10.686192890999749,0.9956711603040639,0.019238438973137453,15,47
2020,White non-Hispanic,Both,40,54,47,0.0037886508750065535,0.06722395136416687,0.0016349147475081588,0.06369193278766146,0.07075596994067228,10.311015144066959,9.796306674067756,10.882809646722219,0.992369396890695,0.025468312708272853,15,47
2020,White non-Hispanic,Male,40,54,47,0.004754101086028029,0.06472094551556871,0.0021559825865427058,0.060063228311722276,0.06937866271941516,10.709781432244492,9.990783237826413,11.540291789888137,0.9857792075852111,0.03358538345277636,15,47
2020,White non-Hispanic,Female,40,54,47,0.0028190250418003724,0.07220679826469883,8.58024902259259e-4,0.07035314815939338,0.07406044837000429,9.599472587317555,9.359208535938075,9.852397493137598,0.9981677257251707,0.013366107655173017,15,47
2021,Total,Both,40,54,47,0.004426211309701269,0.06432761962915197,0.001324995216429851,0.06146514149361378,0.06719009776469015,10.775265501132038,10.316210328900715,11.277077766622618,0.9945148528311177,0.020640460036484384,15,47
2021,Total,Male,40,54,47,0.005609089138860004,0.06237889974675658,0.001588536712071774,0.058947074824356266,0.0658107246691569,11.11188532298513,10.532435010319803,11.75880537966143,0.9916398052334017,0.024745846713584457,15,47
2021,Total,Female,40,54,47,0.00324162236179334,0.06819551593016095,8.255187681752898e-4,0.06641209105807327,0.06997894080224862,10.16411667403173,9.90508248072358,10.437063033504408,0.998098663041264,0.01285973483723289,15,47
2021,Hispanic,Both,40,54,47,0.0038635195173798223,0.06670864353682338,9.612818539356494e-4,0.06463192034955435,0.0687853667240924,10.390665194343608,10.076956968772942,10.724533277228002,0.9973077844384931,0.014974619865736585,15,47
2021,Hispanic,Male,40,54,47,0.005166799539993615,0.06083404425387766,0.0018812890647473995,0.05676976632465118,0.06489832218310414,11.394067073154732,10.680510023114307,12.209794498642482,0.9877200972826093,0.029306273167250783,15,47
