from_year,to_year,age,cause,years_contributed,age_band
2005,2023,65,Other unintentional injury,1.0643168165103134e-4,60–69
2005,2023,65,Stroke,0.001213049041979275,60–69
2005,2023,65,Suicide,-6.852866487463416e-4,60–69
2005,2023,66,Alcohol-induced,-0.0026957447431712467,60–69
2005,2023,66,Alzheimer disease,-4.910096018875265e-4,60–69
2005,2023,66,COVID-19,-0.0024159291452505727,60–69
2005,2023,66,Cancer,0.022367264673619047,60–69
2005,2023,66,Chronic lower respiratory disease,0.0032427549418869717,60–69
2005,2023,66,Diabetes,6.120849139961138e-4,60–69
2005,2023,66,Drug overdose,-0.004130129875854038,60–69
2005,2023,66,Heart disease,0.007862508851765426,60–69
2005,2023,66,Homicide,-1.575571334626602e-4,60–69
2005,2023,66,Other causes,-0.007511079788990571,60–69
2005,2023,66,Other unintentional injury,-1.648524466162371e-4,60–69
2005,2023,66,Stroke,0.0014177003388553544,60–69
2005,2023,66,Suicide,-4.554364375763953e-4,60–69
2005,2023,67,Alcohol-induced,-0.0022896784959272054,60–69
2005,2023,67,Alzheimer disease,-4.719128198118483e-4,60–69
2005,2023,67,COVID-19,-0.002492606837556366,60–69
2005,2023,67,Cancer,0.023106140199679714,60–69
2005,2023,67,Chronic lower respiratory disease,0.004038509968914639,60–69
2005,2023,67,Diabetes,9.950207031295122e-4,60–69
2005,2023,67,Drug overdose,-0.0035508454533967893,60–69
2005,2023,67,Heart disease,0.00995874614599046,60–69
2005,2023,67,Homicide,-8.318813189589491e-5,60–69
2005,2023,67,Other causes,-0.009406934153716406,60–69
2005,2023,67,Other unintentional injury,3.301053370989848e-4,60–69
2005,2023,67,Stroke,0.0016935650186269413,60–69
2005,2023,67,Suicide,-6.220861030783453e-4,60–69
2005,2023,68,Alcohol-induced,-0.001975965051435935,60–69
2005,2023,68,Alzheimer disease,-5.925456663149475e-4,60–69
2005,2023,68,COVID-19,-0.0028699255500939103,60–69
2005,2023,68,Cancer,0.02424530386088719,60–69
2005,2023,68,Chronic lower respiratory disease,0.004442053394853929,60–69
2005,2023,68,Diabetes,0.0011564313879759425,60–69
2005,2023,68,Drug overdose,-0.003005441145802479,60–69
2005,2023,68,Heart disease,0.010985908150288992,60–69
2005,2023,68,Homicide,-8.997462985149696e-5,60–69
2005,2023,68,Other causes,-0.007398279849049061,60–69
2005,2023,68,Other unintentional injury,1.0938289911166521e-5,60–69
2005,2023,68,Stroke,0.0014918075085716964,60–69
2005,2023,68,Suicide,-3.251401315935709e-4,60–69
2005,2023,69,Alcohol-induced,-0.0018663688065529982,60–69
2005,2023,69,Alzheimer disease,-4.5989298579485194e-4,60–69
2005,2023,69,COVID-19,-0.0028704089923294873,60–69
2005,2023,69,Cancer,0.024665830426400248,60–69
2005,2023,69,Chronic lower respiratory disease,0.0047693708816112235,60–69
2005,2023,69,Diabetes,0.002070651560956094,60–69
2005,2023,69,Drug overdose,-0.0022798699173449677,60–69
2005,2023,69,Heart disease,0.014118448697566066,60–69
2005,2023,69,Homicide,-3.9094830640351574e-5,60–69
2005,2023,69,Other causes,-0.007872339123778715,60–69
2005,2023,69,Other unintentional injury,4.28411971853393e-6,60–69
2005,2023,69,Stroke,0.0018330836389210958,60–69
2005,2023,69,Suicide,-3.089227235264502e-4,60–69
2005,2023,70,Alcohol-induced,-0.0014540043832695915,70–79
2005,2023,70,Alzheimer disease,-4.425285236564491e-4,70–79
2005,2023,70,COVID-19,-0.0032642642178117853,70–79
2005,2023,70,Cancer,0.027090042861622976,70–79
2005,2023,70,Chronic lower respiratory disease,0.006122760959669904,70–79
2005,2023,70,Diabetes,0.0013600101055573077,70–79
2005,2023,70,Drug overdose,-0.0018070576264150873,70–79
2005,2023,70,Heart disease,0.015391621374810427,70–79
2005,2023,70,Homicide,1.3814742423789994e-5,70–79
2005,2023,70,Other causes,-0.00651427124110171,70–79
2005,2023,70,Other unintentional injury,2.826439981831186e-4,70–79
2005,2023,70,Stroke,0.0024779783443307224,70–79
2005,2023,70,Suicide,-2.1494241742203712e-4,70–79
2005,2023,71,Alcohol-induced,-0.001166546858428319,70–79
2005,2023,71,Alzheimer disease,-9.13594982520749e-4,70–79
2005,2023,71,COVID-19,-0.003166893768749901,70–79
2005,2023,71,Cancer,0.027296883969029295,70–79
2005,2023,71,Chronic lower respiratory disease,0.006415806020150683,70–79
2005,2023,71,Diabetes,0.0016831420261382846,70–79
2005,2023,71,Drug overdose,-0.0011965264721069957,70–79
2005,2023,71,Heart disease,0.016675844492631597,70–79
2005,2023,71,Homicide,-2.7812198581500525e-5,70–79
2005,2023,71,Other causes,-0.005015096406197017,70–79
2005,2023,71,Other unintentional injury,1.544287844126302e-4,70–79
2005,2023,71,Stroke,0.0026079415948956353,70–79
2005,2023,71,Suicide,-2.1417954659597171e-4,70–79
2005,2023,72,Alcohol-induced,-8.078746916666546e-4,70–79
2005,2023,72,Alzheimer disease,-9.482041181669842e-4,70–79
2005,2023,72,COVID-19,-0.0034681149862478833,70–79
2005,2023,72,Cancer,0.026687260192936435,70–79
2005,2023,72,Chronic lower respiratory disease,0.007157177741824228,70–79
2005,2023,72,Diabetes,0.001847381690637917,70–79
2005,2023,72,Drug overdose,-9.170564549165761e-4,70–79
2005,2023,72,Heart disease,0.01872389965340915,70–79
2005,2023,72,Homicide,2.018218580701614e-5,70–79
2005,2023,72,Other causes,-0.004406131290693338,70–79
2005,2023,72,Other unintentional injury,3.99565168983429e-4,70–79
2005,2023,72,Stroke,0.002859883789675166,70–79
2005,2023,72,Suicide,-2.841946437897036e-4,70–79
2005,2023,73,Alcohol-induced,-7.021241862332772e-4,70–79
2005,2023,73,Alzheimer disease,-0.0011440965314619689,70–79
2005,2023,73,COVID-19,-0.0035809941839559656,70–79
2005,2023,73,Cancer,0.028331957796545737,70–79
2005,2023,73,Chronic lower respiratory disease,0.007787838690013871,70–79
2005,2023,73,Diabetes,0.0012991806708910758,70–79
2005,2023,73,Drug overdose,-7.656385089447326e-4,70–79
2005,2023,73,Heart disease,0.019132716207508338,70–79
2005,2023,73,Homicide,-2.2480143123004837e-5,70–79
2005,2023,73,Other causes,-0.005007575149939214,70–79
2005,2023,73,Other unintentional injury,5.072989585173104e-4,70–79
2005,2023,73,Stroke,0.0034279628580691224,70–79
2005,2023,73,Suicide,-9.518890676929459e-5,70–79
2005,2023,74,Alcohol-induced,-6.866369936844308e-4,70–79
2005,2023,74,Alzheimer disease,-6.983554932418201e-4,70–79
2005,2023,74,COVID-19,-0.0037601385807519705,70–79
2005,2023,74,Cancer,0.025175825317639067,70–79
2005,2023,74,Chronic lower respiratory disease,0.007812529128969459,70–79
2005,2023,74,Diabetes,0.0022376706468349994,70–79
2005,2023,74,Drug overdose,-5.469529142061447e-4,70–79
2005,2023,74,Heart disease,0.02052077213911474,70–79
2005,2023,74,Homicide,3.1341673462748076e-5,70–79
2005,2023,74,Other causes,-0.003917246802771501,70–79
2005,2023,74,Other unintentional injury,3.318491314345806e-4,70–79
2005,2023,74,Stroke,0.003767500570504012,70–79
2005,2023,74,Suicide,-5.362982265921801e-5,70–79
2005,2023,75,Alcohol-induced,-6.313510348547879e-4,70–79
2005,2023,75,Alzheimer disease,-0.0010460947934447518,70–79
2005,2023,75,COVID-19,-0.003942275136523676,70–79
2005,2023,75,Cancer,0.02368247756908204,70–79
2005,2023,75,Chronic lower respiratory disease,0.007024031119712504,70–79
2005,2023,75,Diabetes,0.002283539420538716,70–79
2005,2023,75,Drug overdose,-4.0425237984464957e-4,70–79
2005,2023,75,Heart disease,0.021915760365487813,70–79
2005,2023,75,Homicide,6.062517516625121e-5,70–79
2005,2023,75,Other causes,-0.005074839359345162,70–79
2005,2023,75,Other unintentional injury,6.570816820428149e-4,70–79
2005,2023,75,Stroke,0.003884419591067001,70–79
2005,2023,75,Suicide,-1.8519086535917495e-4,70–79
2005,2023,76,Alcohol-induced,-2.919878099731932e-4,70–79
2005,2023,76,Alzheimer disease,-8.085870719938271e-4,70–79
2005,2023,76,COVID-19,-0.003932840503956925,70–79
2005,2023,76,Cancer,0.023396360448295184,70–79
2005,2023,76,Chronic lower respiratory disease,0.007686912355133302,70–79
2005,2023,76,Diabetes,0.0016528451794570742,70–79
2005,2023,76,Drug overdose,-2.2284297653385465e-4,70–79
2005,2023,76,Heart disease,0.021731517008078072,70–79
2005,2023,76,Homicide,6.207282375214618e-6,70–79
2005,2023,76,Other causes,-0.0033057719879963088,70–79
2005,2023,76,Other unintentional injury,6.49652051798455e-4,70–79
2005,2023,76,Stroke,0.003954832515191242,70–79
2005,2023,76,Suicide,-1.7829485933162914e-4,70–79
2005,2023,77,Alcohol-induced,-5.208455441447768e-4,70–79
2005,2023,77,Alzheimer disease,-0.0014925443274265149,70–79
2005,2023,77,COVID-19,-0.004225734624824895,70–79
2005,2023,77,Cancer,0.01995032808832775,70–79
2005,2023,77,Chronic lower respiratory disease,0.0074820016913292875,70–79
2005,2023,77,Diabetes,0.001813625201236846,70–79
2005,2023,77,Drug overdose,-2.6847003027796745e-4,70–79
2005,2023,77,Heart disease,0.022551670815232683,70–79
2005,2023,77,Homicide,6.573255573982806e-5,70–79
2005,2023,77,Other causes,-0.005856933877417703,70–79
2005,2023,77,Other unintentional injury,5.597154753402833e-4,70–79
2005,2023,77,Stroke,0.0042340880721454255,70–79
2005,2023,77,Suicide,-1.586019920765125e-4,70–79
2005,2023,78,Alcohol-induced,-3.776868320102267e-4,70–79
2005,2023,78,Alzheimer disease,-0.0010773213579184926,70–79
2005,2023,78,COVID-19,-0.004217832138785127,70–79
2005,2023,78,Cancer,0.01988691381104246,70–79
2005,2023,78,Chronic lower respiratory disease,0.006005950095783419,70–79
2005,2023,78,Diabetes,0.002062125915536228,70–79
2005,2023,78,Drug overdose,-1.7286021131468488e-4,70–79
2005,2023,78,Heart disease,0.024610941085740023,70–79
2005,2023,78,Homicide,8.29703097338097e-6,70–79
2005,2023,78,Other causes,-0.004487556248172098,70–79
2005,2023,78,Other unintentional injury,5.71275907020663e-4,70–79
2005,2023,78,Stroke,0.004396841748885549,70–79
2005,2023,78,Suicide,-9.68135969756645e-5,70–79
2005,2023,79,Alcohol-induced,-3.814213194246463e-4,70–79
2005,2023,79,Alzheimer disease,-0.0012833900229480832,70–79
2005,2023,79,COVID-19,-0.0046592332086135,70–79
2005,2023,79,Cancer,0.017374837288286926,70–79
2005,2023,79,Chronic lower respiratory disease,0.006701064849899296,70–79
2005,2023,79,Diabetes,0.0022126403901694403,70–79
2005,2023,79,Drug overdose,-1.0285594133563336e-4,70–79
2005,2023,79,Heart disease,0.024011079942241054,70–79
2005,2023,79,Homicide,-6.308623568429539e-6,70–79
2005,2023,79,Other causes,-0.005290535782698669,70–79
2005,2023,79,Other unintentional injury,6.049562030767675e-4,70–79
2005,2023,79,Stroke,0.005179640564982435,70–79
2005,2023,79,Suicide,-9.061928422227084e-5,70–79
2005,2023,80,Alcohol-induced,-2.35676426569853e-4,80–89
2005,2023,80,Alzheimer disease,-0.0011814136718157897,80–89
2005,2023,80,COVID-19,-0.004596725398236856,80–89
2005,2023,80,Cancer,0.014259062665097133,80–89
2005,2023,80,Chronic lower respiratory disease,0.005874414387029958,80–89
2005,2023,80,Diabetes,0.0022140418242955207,80–89
2005,2023,80,Drug overdose,-6.93478400464187e-5,80–89
2005,2023,80,Heart disease,0.02598483810631791,80–89
2005,2023,80,Homicide,2.375757460981731e-5,80–89
2005,2023,80,Other causes,-0.003543242468630581,80–89
2005,2023,80,Other unintentional injury,6.512402907716819e-4,80–89
2005,2023,80,Stroke,0.005167473380033982,80–89
2005,2023,80,Suicide,-2.0254361653115893e-4,80–89
2005,2023,81,Alcohol-induced,-1.7648282250348757e-4,80–89
2005,2023,81,Alzheimer disease,-0.0013538576958325166,80–89
2005,2023,81,COVID-19,-0.0045019753381652095,80–89
2005,2023,81,Cancer,0.014441910013744064,80–89
2005,2023,81,Chronic lower respiratory disease,0.004452655569060937,80–89
2005,2023,81,Diabetes,0.0018426839531429096,80–89
2005,2023,81,Drug overdose,-4.508337295305864e-5,80–89
2005,2023,81,Heart disease,0.024286995245674348,80–89
2005,2023,81,Homicide,-3.188501856499215e-5,80–89
2005,2023,81,Other causes,-0.005369788477267434,80–89
2005,2023,81,Other unintentional injury,6.468361694587088e-4,80–89
2005,2023,81,Stroke,0.004755806674388907,80–89
2005,2023,81,Suicide,-1.2568076952135243e-4,80–89
2005,2023,82,Alcohol-induced,-1.583066924126797e-4,80–89
2005,2023,82,Alzheimer disease,-0.002065055278379191,80–89
2005,2023,82,COVID-19,-0.004491079730001957,80–89
2005,2023,82,Cancer,0.010758697981337662,80–89
2005,2023,82,Chronic lower respiratory disease,0.0037722603497201135,80–89
2005,2023,82,Diabetes,0.0016611271257502835,80–89
2005,2023,82,Drug overdose,-2.1575265911621955e-5,80–89
2005,2023,82,Heart disease,0.024749659864617968,80–89
2005,2023,82,Homicide,1.8342153715877885e-5,80–89
2005,2023,82,Other causes,-0.004646267072629939,80–89
2005,2023,82,Other unintentional injury,4.935476088192559e-4,80–89
2005,2023,82,Stroke,0.005467039184352984,80–89
2005,2023,82,Suicide,-9.878954330133638e-6,80–89
2005,2023,83,Alcohol-induced,-1.4971995356916068e-4,80–89
2005,2023,83,Alzheimer disease,-0.001248513050875033,80–89
2005,2023,83,COVID-19,-0.004603307082398089,80–89
2005,2023,83,Cancer,0.008931619299310967,80–89
2005,2023,83,Chronic lower respiratory disease,0.003669713656869078,80–89
2005,2023,83,Diabetes,0.0014196987958925433,80–89
2005,2023,83,Drug overdose,-6.531239326079685e-5,80–89
2005,2023,83,Heart disease,0.02439019018110855,80–89
2005,2023,83,Homicide,1.0311368235704776e-5,80–89
2005,2023,83,Other causes,-0.004423487134431525,80–89
2005,2023,83,Other unintentional injury,5.66733317050705e-4,80–89
2005,2023,83,Stroke,0.00511179304159981,80–89
2005,2023,83,Suicide,1.436636129881208e-5,80–89
2005,2023,84,Alcohol-induced,-6.55636111943636e-5,80–89
2005,2023,84,Alzheimer disease,-0.0014960730566500047,80–89
2005,2023,84,COVID-19,-0.004352524452251316,80–89
2005,2023,84,Cancer,0.006789273449015809,80–89
2005,2023,84,Chronic lower respiratory disease,0.003052240029902009,80–89
2005,2023,84,Diabetes,0.001503860190297246,80–89
2005,2023,84,Drug overdose,-2.8921495022871113e-5,80–89
2005,2023,84,Heart disease,0.024465901231991438,80–89
2005,2023,84,Homicide,1.4210014285254147e-5,80–89
2005,2023,84,Other causes,-0.004111709145270481,80–89
2005,2023,84,Other unintentional injury,4.6199261765877964e-4,80–89
2005,2023,84,Stroke,0.0051084421420242165,80–89
2005,2023,84,Suicide,-3.688878422991593e-5,80–89
2005,2023,85,Alcohol-induced,-1.1266714886914997e-4,80–89
2005,2023,85,Alzheimer disease,-6.548430498867219e-4,80–89
2005,2023,85,COVID-19,-0.004205936047696923,80–89
2005,2023,85,Cancer,0.0065105323326903886,80–89
2005,2023,85,Chronic lower respiratory disease,0.0035357044053228037,80–89
2005,2023,85,Diabetes,0.0017570086812028762,80–89
2005,2023,85,Drug overdose,-2.3120040530955066e-5,80–89
2005,2023,85,Heart disease,0.023576322274422523,80–89
2005,2023,85,Homicide,1.403309971692579e-5,80–89
2005,2023,85,Other causes,-0.0026260017270587355,80–89
2005,2023,85,Other unintentional injury,6.570393047624634e-4,80–89
2005,2023,85,Stroke,0.004846591499322983,80–89
2005,2023,85,Suicide,-2.8641083190450445e-5,80–89
2005,2023,86,Alcohol-induced,-5.962347031385207e-5,80–89
2005,2023,86,Alzheimer disease,-0.0011640726764170495,80–89
2005,2023,86,COVID-19,-0.004222388820409151,80–89
2005,2023,86,Cancer,0.005098491068920907,80–89
2005,2023,86,Chronic lower respiratory disease,0.0030989148999225336,80–89
2005,2023,86,Diabetes,0.0010163145058896816,80–89
2005,2023,86,Drug overdose,-6.551007153632327e-6,80–89
2005,2023,86,Heart disease,0.02411762046578758,80–89
2005,2023,86,Homicide,7.982824492103191e-6,80–89
2005,2023,86,Other causes,-0.003786502969035155,80–89
2005,2023,86,Other unintentional injury,6.173687134563011e-4,80–89
2005,2023,86,Stroke,0.0047785793356212025,80–89
2005,2023,86,Suicide,-6.888500287516308e-5,80–89
2005,2023,87,Alcohol-induced,-6.768678819213392e-5,80–89
2005,2023,87,Alzheimer disease,-0.0015377308830508696,80–89
2005,2023,87,COVID-19,-0.003944297705970712,80–89
2005,2023,87,Cancer,0.003737444886752428,80–89
2005,2023,87,Chronic lower respiratory disease,0.0028564333110594475,80–89
2005,2023,87,Diabetes,0.0011951125504978677,80–89
2005,2023,87,Drug overdose,1.4343666776994723e-5,80–89
2005,2023,87,Heart disease,0.022198885713166305,80–89
2005,2023,87,Homicide,1.5147016362959675e-5,80–89
2005,2023,87,Other causes,-0.003567790530873083,80–89
2005,2023,87,Other unintentional injury,5.284428893830295e-4,80–89
2005,2023,87,Stroke,0.004176667870183337,80–89
2005,2023,87,Suicide,-6.823760653418276e-5,80–89
2005,2023,88,Alcohol-induced,-4.781296898670462e-5,80–89
2005,2023,88,Alzheimer disease,-7.722328368160447e-4,80–89
2005,2023,88,COVID-19,-0.0037946397405050902,80–89
2005,2023,88,Cancer,0.002929051495641488,80–89
2005,2023,88,Chronic lower respiratory disease,0.0022421033442583393,80–89
2005,2023,88,Diabetes,9.970664778151672e-4,80–89
2005,2023,88,Drug overdose,-2.1594337816566167e-5,80–89
2005,2023,88,Heart disease,0.019316508117491082,80–89
2005,2023,88,Homicide,9.974227360487475e-6,80–89
2005,2023,88,Other causes,-0.0028550699605176533,80–89
2005,2023,88,Other unintentional injury,4.144878587979406e-4,80–89
2005,2023,88,Stroke,0.0033458006998330347,80–89
2005,2023,88,Suicide,-8.410643321354883e-5,80–89
2005,2023,89,Alcohol-induced,-1.8311242513391335e-6,80–89
2005,2023,89,Alzheimer disease,-8.410068568522888e-4,80–89
2005,2023,89,COVID-19,-0.0032973428602858235,80–89
2005,2023,89,Cancer,0.0018839542653097396,80–89
2005,2023,89,Chronic lower respiratory disease,0.001270098246202167,80–89
2005,2023,89,Diabetes,6.780073078545001e-4,80–89
2005,2023,89,Drug overdose,1.5906014006361602e-5,80–89
2005,2023,89,Heart disease,0.017264153900526935,80–89
2005,2023,89,Homicide,2.308732555889037e-5,80–89
2005,2023,89,Other causes,-0.003107630291488306,80–89
2005,2023,89,Other unintentional injury,5.347301884839339e-4,80–89
2005,2023,89,Stroke,0.00357434052372696,80–89
2005,2023,89,Suicide,-3.551682368652109e-5,80–89
2005,2023,90,Alcohol-induced,-3.953965636327439e-5,90–99
2005,2023,90,Alzheimer disease,-8.525644946217881e-4,90–99
2005,2023,90,COVID-19,-0.002811336606875159,90–99
2005,2023,90,Cancer,7.865921143732635e-4,90–99
2005,2023,90,Chronic lower respiratory disease,7.771445707760449e-4,90–99
2005,2023,90,Diabetes,4.561592482446031e-4,90–99
2005,2023,90,Drug overdose,1.831183254807911e-6,90–99
2005,2023,90,Heart disease,0.0153464246473618,90–99
2005,2023,90,Homicide,1.4575844474506994e-5,90–99
2005,2023,90,Other causes,-0.0022081491073109305,90–99
2005,2023,90,Other unintentional injury,3.0441689920479575e-4,90–99
2005,2023,90,Stroke,0.0027147672772471765,90–99
2005,2023,90,Suicide,-1.1110715881557098e-5,90–99
2005,2023,91,Alcohol-induced,-2.1745849764442937e-5,90–99
2005,2023,91,Alzheimer disease,-8.020039726446271e-4,90–99
2005,2023,91,COVID-19,-0.002516616927856319,90–99
2005,2023,91,Cancer,8.397990651616283e-4,90–99
2005,2023,91,Chronic lower respiratory disease,7.933523599632508e-4,90–99
2005,2023,91,Diabetes,4.947471225378308e-4,90–99
2005,2023,91,Drug overdose,-2.5959580582934905e-6,90–99
2005,2023,91,Heart disease,0.012715302009887353,90–99
2005,2023,91,Homicide,1.0814780573298322e-5,90–99
2005,2023,91,Other causes,-0.002516651503832179,90–99
2005,2023,91,Other unintentional injury,3.8292771029802e-4,90–99
2005,2023,91,Stroke,0.0019882761375527025,90–99
2005,2023,91,Suicide,-4.71838429092486e-5,90–99
2005,2023,92,Alcohol-induced,-1.8105655001932064e-5,90–99
2005,2023,92,Alzheimer disease,-7.078205699855289e-4,90–99
2005,2023,92,COVID-19,-0.0022053761226814572,90–99
2005,2023,92,Cancer,4.8122851147525125e-5,90–99
2005,2023,92,Chronic lower respiratory disease,5.168115068912016e-4,90–99
2005,2023,92,Diabetes,4.8396911389403385e-4,90–99
2005,2023,92,Drug overdose,-8.48945018105951e-6,90–99
2005,2023,92,Heart disease,0.01071185777847461,90–99
2005,2023,92,Homicide,-2.6080281685381124e-6,90–99
2005,2023,92,Other causes,-0.0020091454507706885,90–99
2005,2023,92,Other unintentional injury,2.773213785829398e-4,90–99
2005,2023,92,Stroke,0.0014768675975531664,90–99
2005,2023,92,Suicide,-2.1165308496051694e-5,90–99
2005,2023,93,Alcohol-induced,-1.029169430211141e-5,90–99
2005,2023,93,Alzheimer disease,-4.7025145418899683e-4,90–99
2005,2023,93,COVID-19,-0.0018924151731809502,90–99
2005,2023,93,Cancer,7.059479858639861e-5,90–99
2005,2023,93,Chronic lower respiratory disease,2.903057232970241e-4,90–99
2005,2023,93,Diabetes,3.243597795759001e-4,90–99
2005,2023,93,Drug overdose,2.2047995145157984e-6,90–99
2005,2023,93,Heart disease,0.008182620585564848,90–99
2005,2023,93,Homicide,4.212440515516391e-6,90–99
2005,2023,93,Other causes,-0.0016533286509812228,90–99
2005,2023,93,Other unintentional injury,2.92947687682954e-4,90–99
2005,2023,93,Stroke,0.0010709012896086278,90–99
2005,2023,93,Suicide,-2.2450202251889095e-5,90–99
2005,2023,94,Alcohol-induced,-4.8257450941946445e-6,90–99
2005,2023,94,Alzheimer disease,-6.485065247971988e-4,90–99
2005,2023,94,COVID-19,-0.001494345802463215,90–99
2005,2023,94,Cancer,-3.5221724530742904e-4,90–99
2005,2023,94,Chronic lower respiratory disease,2.729549175910506e-4,90–99
2005,2023,94,Diabetes,2.1663775741131985e-4,90–99
2005,2023,94,Drug overdose,1.0628011708035956e-5,90–99
2005,2023,94,Heart disease,0.006643901213088554,90–99
2005,2023,94,Homicide,5.314005882439687e-6,90–99
2005,2023,94,Other causes,-0.001483316814884006,90–99
2005,2023,94,Other unintentional injury,1.901780447255419e-4,90–99
2005,2023,94,Stroke,9.290174141582952e-4,90–99
2005,2023,94,Suicide,-1.3744844331142758e-5,90–99
2005,2023,95,Alcohol-induced,-8.187777034152077e-6,90–99
2005,2023,95,Alzheimer disease,-4.1689187390403504e-4,90–99
2005,2023,95,COVID-19,-0.0010764428902803047,90–99
2005,2023,95,Cancer,-3.900274835189066e-5,90–99
2005,2023,95,Chronic lower respiratory disease,1.552092716963216e-4,90–99
2005,2023,95,Diabetes,5.548101459140753e-5,90–99
2005,2023,95,Drug overdose,3.0892112690139584e-6,90–99
2005,2023,95,Heart disease,0.004644179924575553,90–99
2005,2023,95,Homicide,3.757232306611513e-6,90–99
2005,2023,95,Other causes,-0.001024144659403703,90–99
2005,2023,95,Other unintentional injury,1.6905429029634433e-4,90–99
2005,2023,95,Stroke,3.225606475893983e-4,90–99
2005,2023,95,Suicide,-1.3735217727628424e-5,90–99
2005,2023,96,Alcohol-induced,1.5714557051182965e-6,90–99
2005,2023,96,Alzheimer disease,-3.477365287523071e-4,90–99
2005,2023,96,COVID-19,-8.303137538092642e-4,90–99
2005,2023,96,Cancer,-1.2373851693325832e-4,90–99
2005,2023,96,Chronic lower respiratory disease,9.364007497225657e-5,90–99
2005,2023,96,Diabetes,8.310071201123037e-5,90–99
2005,2023,96,Drug overdose,3.7757150366246606e-6,90–99
2005,2023,96,Heart disease,0.003333324596752618,90–99
2005,2023,96,Homicide,-1.891375255524963e-6,90–99
2005,2023,96,Other causes,-7.648526296506475e-4,90–99
2005,2023,96,Other unintentional injury,1.0700321755052755e-4,90–99
2005,2023,96,Stroke,1.2047012095450782e-4,90–99
2005,2023,96,Suicide,-1.1358805039662911e-5,90–99
2005,2023,97,Alcohol-induced,6.947910151211545e-6,90–99
2005,2023,97,Alzheimer disease,-1.9866868807127958e-4,90–99
2005,2023,97,COVID-19,-5.118458324062658e-4,90–99
2005,2023,97,Cancer,3.4874868646284085e-6,90–99
2005,2023,97,Chronic lower respiratory disease,1.0525134342742604e-5,90–99
2005,2023,97,Diabetes,3.050095759249416e-5,90–99
2005,2023,97,Drug overdose,-9.936913372143863e-7,90–99
2005,2023,97,Heart disease,0.0019969459558950575,90–99
2005,2023,97,Homicide,-9.936913443198137e-7,90–99
2005,2023,97,Other causes,-4.702318136438066e-4,90–99
2005,2023,97,Other unintentional injury,3.049879240535347e-5,90–99
2005,2023,97,Stroke,-1.2417338375314557e-5,90–99
2005,2023,97,Suicide,1.13173463489602e-7,90–99
2005,2023,98,Alcohol-induced,9.330003649665741e-7,90–99
2005,2023,98,Alzheimer disease,-1.8246197467419734e-4,90–99
2005,2023,98,COVID-19,-2.902171912637641e-4,90–99
2005,2023,98,Cancer,-6.701585064661231e-6,90–99
2005,2023,98,Chronic lower respiratory disease,3.5193845633330056e-6,90–99
2005,2023,98,Diabetes,3.905807314907861e-5,90–99
2005,2023,98,Drug overdose,-1.1548931055926914e-6,90–99
2005,2023,98,Heart disease,9.330084565490893e-4,90–99
2005,2023,98,Homicide,-1.1094633123320818e-7,90–99
2005,2023,98,Other causes,-2.3669771306344956e-4,90–99
2005,2023,98,Other unintentional injury,3.049418557310446e-5,90–99
2005,2023,98,Stroke,8.567163462203098e-5,90–99
2005,2023,98,Suicide,1.644107932463612e-6,90–99
2005,2023,99,Alcohol-induced,7.127962859954096e-7,90–99
2005,2023,99,Alzheimer disease,-3.09338291586414e-5,90–99
2005,2023,99,COVID-19,-7.569983875299613e-5,90–99
2005,2023,99,Cancer,-4.076257155816165e-6,90–99
2005,2023,99,Chronic lower respiratory disease,-1.4222379498107784e-5,90–99
2005,2023,99,Diabetes,1.4064400104984998e-5,90–99
2005,2023,99,Drug overdose,3.563981536558458e-7,90–99
2005,2023,99,Heart disease,2.785707543964122e-4,90–99
2005,2023,99,Homicide,-1.9816713603404423e-7,90–99
2005,2023,99,Other causes,-7.167008137543007e-5,90–99
2005,2023,99,Other unintentional injury,1.2623085510199417e-5,90–99
2005,2023,99,Stroke,-2.8242388481203307e-5,90–99
2005,2023,99,Suicide,-8.326045559670092e-7,90–99
