year,population,sex,window,age_min,age_max,centered_age,mortality_at_center,beta,beta_se,beta_ci_low,beta_ci_high,doubling_time,doubling_ci_low,doubling_ci_high,r_squared,rmse_log,n_ages
2020,American Indian or Alaska Native non-Hispanic,Both,50–69,50,69,50,0.014428840588753426,0.04426731705618112,7.644045749428567e-4,0.042661362637022596,0.04587327147533965,15.65821528511089,15.110044657106355,16.247656842503545,0.9946613933917285,0.018700591995571992,20
2020,American Indian or Alaska Native non-Hispanic,Male,50–69,50,69,50,0.017409119961554857,0.04764699031155804,0.001546455234890572,0.04439800842433031,0.05089597219878578,14.547554337168785,13.618900486912827,15.612123272180323,0.981391197634985,0.037832882396428534,20
2020,American Indian or Alaska Native non-Hispanic,Female,50–69,50,69,50,0.011547115607815687,0.041795717455601615,0.0016055874612905183,0.03842250337064171,0.04516893154056152,16.584167535735105,15.345662536593363,18.040135851470126,0.9741243498277066,0.03927950853649036,20
2020,Asian non-Hispanic,Both,50–69,50,69,50,0.0020651829911486844,0.08940953592442266,9.3131955744727e-4,0.08745290613967416,0.09136616570917117,7.752497240852009,7.586475531503764,7.925947931940594,0.998050806655068,0.022784043466275727,20
2020,Asian non-Hispanic,Male,50–69,50,69,50,0.002944605707011442,0.08872919982403758,7.310484378673338e-4,0.08719332404843833,0.09026507559963684,7.811939946878289,7.679018446008303,7.949544166648385,0.99877960239589,0.017884558797387175,20
2020,Asian non-Hispanic,Female,50–69,50,69,50,0.0013208868050180148,0.09305617757048355,0.0022339931081956136,0.0883627322117288,0.0977496229292383,7.448696031329406,7.091047103697983,7.844338480832314,0.9897325265672399,0.054652987445043676,20
2020,Black non-Hispanic,Both,50–69,50,69,50,0.007722315831001661,0.07672557578884096,8.456490377232565e-4,0.07494893308717954,0.07850221849050237,9.03410855420074,8.829650854310646,9.248259474937239,0.9978181549129617,0.0206881776277868,20
2020,Black non-Hispanic,Male,50–69,50,69,50,0.009844081065512258,0.07844842984760901,7.407866280161595e-4,0.07689209489369402,0.080004764801524,8.835704958103396,8.663823739492345,9.01454410259267,0.9983975158072244,0.018122796409664816,20
2020,Black non-Hispanic,Female,50–69,50,69,50,0.005800208581512051,0.07704336203303404,8.23538356101702e-4,0.0753131721497161,0.07877355191635198,8.996844923028451,8.799237354384935,9.203531875964917,0.9979475271499458,0.020147256171659213,20
2020,White non-Hispanic,Both,50–69,50,69,50,0.004713901083669835,0.07393005398002428,9.400180519593605e-4,0.07195514933643841,0.07590495862361014,9.375715872562894,9.131777332190557,9.633044847409307,0.9970983778634079,0.022996845694544035,20
2020,White non-Hispanic,Male,50–69,50,69,50,0.0058821979656712405,0.074582360554196,0.0010730125344125248,0.07232804487119382,0.07683667623719817,9.2937146988833,9.021045866431933,9.583380579336051,0.9962881125915853,0.026250457244690505,20
2020,White non-Hispanic,Female,50–69,50,69,50,0.0035398521423957753,0.07469675164169874,7.601569905897725e-4,0.07309972106612539,0.0762937822172721,9.279482244218537,9.085238146746697,9.48221375472733,0.9981393408029519,0.018596677989092193,20
2021,Total,Both,50–69,50,69,50,0.005432232078298327,0.07186549580862979,8.625266326454268e-4,0.07005339459581013,0.07367759702144945,9.645062248032392,9.407841848562898,9.894555211196035,0.9974138597163825,0.02110107549215351,20
2021,Total,Male,50–69,50,69,50,0.006844871925699208,0.07132004883231803,8.618487364618379e-4,0.06950937182653147,0.0731307258381046,9.718826499819388,9.478193640446305,9.971996039466056,0.9973783706788866,0.021084491263905533,20
2021,Total,Female,50–69,50,69,50,0.004005154117544336,0.07472417987214326,8.154920343288669e-4,0.07301089468358074,0.07643746506070578,9.27607612082132,9.068160227572376,9.493749988463374,0.9978607596490686,0.019950408866617735,20
2021,Hispanic,Both,50–69,50,69,50,0.0047513651850198645,0.07508291582628804,9.680562907227881e-4,0.07304910502891454,0.07711672662366154,9.231756291452662,8.988285822122391,9.488784021181115,0.9970167207329684,0.02368278044765365,20
2021,Hispanic,Male,50–69,50,69,50,0.0062279394464202,0.07446210513573158,8.036632295708254e-4,0.07277367134379494,0.07615053892766822,9.308723938122048,9.102327971944268,9.524697157099615,0.9979076206721824,0.01966102591572167,20
2021,Hispanic,Female,50–69,50,69,50,0.0031503974735498995,0.08120838916120832,0.0011383294178947858,0.07881684779809842,0.08359993052431822,8.535413492613007,8.291241107650407,8.794403733774654,0.9964756961610919,0.027848386441432147,20
2021,American Indian or Alaska Native non-Hispanic,Both,50–69,50,69,50,0.01689859461526885,0.038593209306344974,0.0014867331012843501,0.03546969896590077,0.04171671964678918,17.960340511147578,16.615572519333863,19.541952730591564,0.9739823641796349,0.03637182461330566,20
2021,American Indian or Alaska Native non-Hispanic,Male,50–69,50,69,50,0.020878841554054506,0.0381169193493866,0.002386869748575174,0.03310229208742044,0.04313154661135277,18.184763941871388,16.070538504118936,20.93955242523389,0.9340713177177985,0.058393001269013346,20
2021,American Indian or Alaska Native non-Hispanic,Female,50–69,50,69,50,0.01303858234559862,0.04106569280106454,5.303179446958341e-4,0.039951536142717736,0.04217984945941135,16.878984214823156,16.43313547685712,17.349700349038777,0.9970071488673343,0.012973835893680351,20
2021,Asian non-Hispanic,Both,50–69,50,69,50,0.0021541573535491455,0.08585903079555436,0.001421360536556784,0.08287286311717339,0.08884519847393534,8.073084148951693,7.80174047068278,8.363982544924376,0.995091238287127,0.03477253321612148,20
2021,Asian non-Hispanic,Male,50–69,50,69,50,0.0030673911953238734,0.08301299230226455,9.91023072711741e-4,0.08093093008641707,0.08509505451811204,8.349863814522882,8.145563622765087,8.564675826903398,0.9974412066996523,0.024244645765451846,20
2021,Asian non-Hispanic,Female,50–69,50,69,50,0.0013682618313338836,0.09264743355929822,0.0024089854888783117,0.08758634285109294,0.0977085242675035,7.4815583544071105,7.094029776381307,7.913872848171967,0.9879767791787398,0.058934046482040654,20
2021,Black non-Hispanic,Both,50–69,50,69,50,0.008362616054176994,0.07078749554669081,7.107827444952933e-4,0.06929419641295763,0.07228079468042399,9.791943834243316,9.589645266416422,10.002961524066835,0.9981884692466885,0.017388773612838502,20
2021,Black non-Hispanic,Male,50–69,50,69,50,0.010528993763364794,0.07135646570543648,5.554802412903099e-4,0.07018944502359126,0.0725234863872817,9.713866482979917,9.557554594913974,9.875376280963224,0.9989103937001059,0.013589412850843434,20
2021,Black non-Hispanic,Female,50–69,50,69,50,0.006360349121104082,0.07241793545365738,8.434114920144815e-4,0.07064599366109157,0.07418987724622318,9.571484967332616,9.34288081188639,9.81155681502853,0.9975644322721129,0.02063343772859877,20
2021,White non-Hispanic,Both,50–69,50,69,50,0.005358279045339818,0.07080242457108932,8.697704051395395e-4,0.06897510475698228,0.07262974438519636,9.789879156807539,9.543571802811204,10.049237083467839,0.9972910100008331,0.021278289023262054,20
2021,White non-Hispanic,Male,50–69,50,69,50,0.006639616377506589,0.07092298393253274,9.10991140550457e-4,0.06900906256688596,0.07283690529817952,9.773237702735672,9.516428213449505,10.044292079581911,0.9970389962449141,0.022286723797131137,20
2021,White non-Hispanic,Female,50–69,50,69,50,0.0040348152422013655,0.07243153235351787,7.914009494255975e-4,0.07076886065620196,0.07409420405083379,9.56968820122277,9.354944687500765,9.79452225361212,0.9978557370027576,0.01936103831040357,20
2022,Total,Both,50–69,50,69,50,0.004595974172461958,0.0763516687557747,9.078366542440056e-4,0.07444437471993479,0.07825896279161462,9.07835011147049,8.85709643770305,9.31094099678607,0.9974616758393651,0.022209551625082098,20
2022,Total,Male,50–69,50,69,50,0.005722264743980116,0.07618165765810299,8.94179610792057e-4,0.07430305600585581,0.07806025931035017,9.098609847408845,8.879642300496938,9.328649692487998,0.997526308410819,0.02187544216808443,20
2022,Total,Female,50–69,50,69,50,0.00344509888969892,0.07868168424620764,8.777884139909389e-4,0.07683751922058585,0.08052584927182943,8.809511224886549,8.607759953205868,9.020946896659327,0.997764714302866,0.021474443673642204,20
2022,Hispanic,Both,50–69,50,69,50,0.0034974466327959064,0.07792461696013067,7.287282094166369e-4,0.07639361580362188,0.07945561811663947,8.895098976419568,8.723702577486934,9.073365271016307,0.9984282944168147,0.017827796126132566,20
2022,Hispanic,Male,50–69,50,69,50,0.004465535947474408,0.07846069409639163,7.944506687469381e-4,0.07679161517653696,0.0801297730162463,8.83432384256492,8.650307550720377,9.026339385705885,0.9981579502572078,0.01943564743572659,20
2022,Hispanic,Female,50–69,50,69,50,0.002441302948128041,0.08138306041545333,8.498576632013365e-4,0.0795975757197659,0.08316854511114076,8.51709406136228,8.334246795271827,8.708144366108137,0.9980409513496489,0.020791138534233013,20
2022,American Indian or Alaska Native non-Hispanic,Both,50–69,50,69,50,0.014213461169573376,0.037114435434968666,0.0014557464185499087,0.03405602569923521,0.040172845170702125,18.67594569165593,17.25412222148145,20.35314357234324,0.9730539465565122,0.03561375836133909,20
2022,American Indian or Alaska Native non-Hispanic,Male,50–69,50,69,50,0.016920267755786218,0.03829493241551971,0.0016434602440439743,0.03484215056654781,0.041747714264491614,18.10023250697878,16.603236674672257,19.893926445098387,0.9679118912187477,0.040206038127266634,20
2022,American Indian or Alaska Native non-Hispanic,Female,50–69,50,69,50,0.011507480247624694,0.03749023248253408,0.0011992553921893944,0.03497069039720547,0.04000977456786269,18.48874052415834,17.324446039661176,19.820803441024864,0.9819143875079748,0.029338895295727484,20
2022,Asian non-Hispanic,Both,50–69,50,69,50,0.0018395341847452923,0.08591860472848022,0.0015024005457045214,0.08276217830873943,0.089075031148221,8.067486462919497,7.781610307904885,8.375168400887185,0.9945262395784074,0.03675511704158139,20
2022,Asian non-Hispanic,Male,50–69,50,69,50,0.0025537831579901978,0.08409558177604304,7.488633302601928e-4,0.0825222783003711,0.08566888525171498,8.242373331881836,8.091002684619028,8.399515801502396,0.9985746818128386,0.018320386950441834,20
2022,Asian non-Hispanic,Female,50–69,50,69,50,0.0012141723111796017,0.0910040485658652,0.0027612088163034535,0.08520296410598541,0.096805133025745,7.616663120853048,7.160231682917114,8.135247263202343,0.9836990899700166,0.06755092941735373,20
2022,Black non-Hispanic,Both,50–69,50,69,50,0.0070058724151476365,0.0744353670473406,8.217603990814419e-4,0.07270891251311314,0.07616182158156808,9.31206774488136,9.100979548100696,9.533180412166601,0.9978109659027588,0.02010375976947712,20
2022,Black non-Hispanic,Male,50–69,50,69,50,0.008892727253160508,0.07535830353042437,5.398285966166963e-4,0.07422416573383997,0.07649244132700878,9.198019967104239,9.061642804636193,9.338564788259095,0.9990771713088865,0.013206506951669824,20
2022,Black non-Hispanic,Female,50–69,50,69,50,0.0052541226645105915,0.07575453651789296,0.0011231618832957325,0.07339486096251832,0.0781142120732676,9.149909859143898,8.873509213788196,9.444083297792817,0.9960588322728673,0.027477323936819564,20
2022,White non-Hispanic,Both,50–69,50,69,50,0.004712802418095044,0.074571035704263,9.249731421104993e-4,0.07262773924337206,0.07651433216515395,9.295126103771148,9.05905025824191,9.543835286366859,0.9972382185103222,0.022628783113659102,20
2022,White non-Hispanic,Male,50–69,50,69,50,0.005770900572243894,0.07475379763964905,9.172961156782868e-4,0.07282663001279305,0.07668096526650506,9.272400900637367,9.039364308350958,9.517770909325119,0.9972969779037079,0.022440970345716467,20
2022,White non-Hispanic,Female,50–69,50,69,50,0.003604484577862618,0.07619838956909632,9.144299222747781e-4,0.07427724359113333,0.0781195355470593,9.096611942584468,8.872904526453471,9.33189153296324,0.9974144233251275,0.022370851046098955,20
2023,Total,Both,50–69,50,69,50,0.004143132473317524,0.07723198858464063,6.899634513134051e-4,0.07578242916281552,0.07868154800646573,8.974871594822481,8.80952647885099,9.146542123514493,0.998565479394851,0.016879445018802033,20
2023,Total,Male,50–69,50,69,50,0.00520654085085384,0.07647274198296267,7.011561284212373e-4,0.07499966761911242,0.07794581634681291,9.063977079759626,8.892679723512666,9.242003365669692,0.9984891130055273,0.01715326557769573,20
2023,Total,Female,50–69,50,69,50,0.003072613921740382,0.08024545957910219,6.42768289986783e-4,0.07889505351190092,0.08159586564630346,8.637836759806621,8.494881144647149,8.785686170494676,0.9988464426738547,0.015724850338098645,20
2023,Hispanic,Both,50–69,50,69,50,0.0031096480783322014,0.07646795785026934,7.930405295570022e-4,0.07480184152291862,0.07813407417762007,9.064544157399697,8.87125351974137,9.266445403587706,0.9980677455861071,0.019401149424447775,20
2023,Hispanic,Male,50–69,50,69,50,0.0040253863465795495,0.0760422445499783,6.736051611674442e-4,0.07462705262046149,0.0774574364794951,9.115290910493556,8.94874930108794,9.288148951629585,0.99858954097116,0.01647925156131564,20
2023,Hispanic,Female,50–69,50,69,50,0.0021296804055549504,0.08122693856690216,9.816500746527971e-4,0.07916456828925984,0.08328930884454448,8.533464301243338,8.322162714228682,8.755775412394735,0.9973779226824319,0.02401534230728154,20
2023,American Indian or Alaska Native non-Hispanic,Both,50–69,50,69,50,0.01223456643770713,0.03941957462817785,3.663843146736019e-4,0.03864982974628147,0.04018931951007423,17.583832070690857,17.247049440242314,17.934029337519487,0.9984474428609752,0.008963321004195304,20
2023,American Indian or Alaska Native non-Hispanic,Male,50–69,50,69,50,0.014925211864588893,0.04223369350896179,7.568082256610748e-4,0.040643698427434725,0.04382368859048886,16.412184750378575,15.816723850816619,17.054234909194854,0.9942532397447565,0.01851475293438495,20
2023,American Indian or Alaska Native non-Hispanic,Female,50–69,50,69,50,0.009549498164641488,0.03810770809626082,5.783460394088764e-4,0.036892648155180605,0.03932276803734104,18.189159495213982,17.627120753598277,18.788219746231768,0.9958711838675941,0.014148807673016489,20
2023,Asian non-Hispanic,Both,50–69,50,69,50,0.0016910132512816583,0.0850473861573162,0.0012573421371975774,0.08240580834915404,0.08768896396547837,8.150129144213768,7.904611358309871,8.411387430641726,0.9960812076537001,0.030759944507566722,20
2023,Asian non-Hispanic,Male,50–69,50,69,50,0.002295992371415188,0.08333936311191062,4.1615190632961175e-4,0.08246506039981441,0.08421366582400683,8.31716435880565,8.23081591066838,8.405343756487508,0.9995513775017343,0.010180848288396665,20
2023,Asian non-Hispanic,Female,50–69,50,69,50,0.001163233191453981,0.08939406545649221,0.002560554796981457,0.08401453944826895,0.09477359146471548,7.753838882037395,7.31371650949839,8.250324111896646,0.9854468672807675,0.06264207738975723,20
2023,Black non-Hispanic,Both,50–69,50,69,50,0.006380195955321506,0.074123111095368,6.303304140373718e-4,0.07279883603588262,0.07544738615485337,9.351296381342262,9.18715963383122,9.521404713370586,0.9987000195817856,0.015420566911434352,20
2023,Black non-Hispanic,Male,50–69,50,69,50,0.008255434122942686,0.07378969955775033,6.294670136622945e-4,0.07246723843514251,0.07511216068035816,9.39354929907886,9.228161915214395,9.56497302129576,0.9986918471901866,0.01539944446048048,20
2023,Black non-Hispanic,Female,50–69,50,69,50,0.0046738392733670815,0.07688218977068415,6.255338248737569e-4,0.0755679919710906,0.07819638757027769,9.015705492096277,8.864184166269713,9.17249701203013,0.9988098397934485,0.015303221908723125,20
2023,White non-Hispanic,Both,50–69,50,69,50,0.004279271420613635,0.07553037916658323,6.930996039231536e-4,0.07407423093261874,0.07698652740054772,9.177064754715452,9.003486765335175,9.357467122277155,0.9984865687266007,0.01695616867053468,20
2023,White non-Hispanic,Male,50–69,50,69,50,0.005272857317788977,0.07531188387050626,7.322075584904676e-4,0.07377357287284256,0.07685019486816996,9.20368931086315,9.019458984443448,9.395602701182252,0.9983014606814717,0.017912915825271918,20
2023,White non-Hispanic,Female,50–69,50,69,50,0.0032522021243097513,0.07758421596820408,6.663275028973409e-4,0.07618431383134829,0.07898411810505988,8.934126251195398,8.775779197002148,9.098292623523367,0.9986740565562227,0.016301209039784978,20
2005,Total,Both,70–89,70,89,50,0.002796920015532734,0.10116064151774094,9.62990281480813e-4,0.09913747401083998,0.1031838090246419,6.851945283862057,6.717596366251715,6.991777705412935,0.9983715090744931,0.023558844282191727,20
2005,Total,Male,70–89,70,89,50,0.0035198717098900005,0.10003616481106462,8.117423615428923e-4,0.09833075739270185,0.10174157222942738,6.928965958151956,6.8128215966320775,7.04913903786722,0.9988161942782356,0.019858675897996173,20
2005,Total,Female,70–89,70,89,50,0.001969312215898771,0.10766219414503633,0.0011649966679795178,0.1052146269684708,0.11010976132160187,6.438166954187996,6.295056607519503,6.587935542152876,0.9978967977019484,0.028500780971535182,20
2006,Total,Both,70–89,70,89,50,0.002672426228038601,0.10158489413795574,8.366680980783375e-4,0.0998271196903364,0.10334266858557507,6.823329260142043,6.707269998412806,6.943475707904695,0.9987804750110337,0.02046846558845339,20
2006,Total,Male,70–89,70,89,50,0.0032995396285572074,0.10099459305940889,6.562632327804363e-4,0.09961583516946064,0.10237335094935714,6.863210787454825,6.770777493674471,6.958202773492826,0.9992405442890957,0.01605499412250308,20
2006,Total,Female,70–89,70,89,50,0.0019198837715135976,0.10747450918387758,0.0011347114143976482,0.10509056896405647,0.10985844940369868,6.449410058472967,6.309457163488862,6.59571251152916,0.9979975490535378,0.027759874664480034,20
2007,Total,Both,70–89,70,89,50,0.002581695189377892,0.10196666588652528,8.660954502756241e-4,0.10014706686608874,0.10378626490696183,6.797782143149818,6.678602232976687,6.92129287707232,0.9987030478397584,0.021188383973285915,20
2007,Total,Male,70–89,70,89,50,0.003152850596067979,0.1017401385143148,8.243416789600898e-4,0.10000826091229825,0.10347201611633136,6.812917602450676,6.698885424061467,6.930899250090922,0.9988197079664929,0.020166908870645938,20
2007,Total,Female,70–89,70,89,50,0.0018583595337748969,0.10781462645613937,0.0010215121739458768,0.10566850901552194,0.10996074389675681,6.429064435352174,6.303587589501466,6.559638126985656,0.9983867449251159,0.024990539054400154,20
2008,Total,Both,70–89,70,89,50,0.002541645072511259,0.10253860033121495,9.143401156699822e-4,0.10061764302992734,0.10445955763250256,6.759865829267969,6.635555388799318,6.888922853756156,0.9985708028300915,0.022368653994001356,20
2008,Total,Male,70–89,70,89,50,0.0031173899795961077,0.10199008859644482,8.367365887755585e-4,0.10023217025521014,0.1037480069376795,6.796220986752894,6.681065024953324,6.915416266005824,0.9987899362659416,0.020470141162653503,20
2008,Total,Female,70–89,70,89,50,0.0018348588056957753,0.10836147172965348,0.0010803568093490949,0.10609172629756748,0.11063121716173947,6.396620214694475,6.265385108676742,6.533470655532524,0.9982140026904941,0.026430129493646325,20
2009,Total,Both,70–89,70,89,50,0.0024682159609077737,0.10220343873896237,8.685551615452316e-4,0.10037867205690688,0.10402820542101786,6.782033844578471,6.66306967187095,6.905323275914478,0.9987017088626048,0.021248558988438436,20
2009,Total,Male,70–89,70,89,50,0.003004347347488397,0.10188578130858758,8.43470737921498e-4,0.10011371504498993,0.10365784757218523,6.803178732668976,6.68687607156083,6.923598632299811,0.9987678886547968,0.020634887135850953,20
2009,Total,Female,70–89,70,89,50,0.001796557954355032,0.10771007439438532,0.0010083451533485206,0.10559161983754518,0.10982852895122545,6.435305002408182,6.311176041224862,6.5644146914912955,0.998424952303152,0.024668417643749437,20
2010,Total,Both,70–89,70,89,50,0.0023981510948696775,0.10308026749802873,9.800538466330677e-4,0.10102125077101431,0.10513928422504315,6.724344022227152,6.5926564525236175,6.861399708177318,0.9983755167836003,0.023976291770553538,20
2010,Total,Male,70–89,70,89,50,0.0029646390495421246,0.10215123274682127,9.411180736909903e-4,0.10017401704333467,0.10412844845030786,6.785499909510535,6.6566552260761735,6.919430816676684,0.99847450605054755,0.02302375691180226,20
2010,Total,Female,70–89,70,89,50,0.001734360245253317,0.10876414213410372,0.0011010868065695091,0.10645084459396321,0.11107743967424423,6.372938424001088,6.240215678293734,6.511429601181891,0.9981586187929374,0.026937273528096002,20
2011,Total,Both,70–89,70,89,50,0.002323657191847198,0.10389105239374569,9.613808068206855e-4,0.10187126626763139,0.10591083851985998,6.67186600375292,6.544629333946488,6.8041480778195265,0.9984610014325904,0.02351946967621359,20
2011,Total,Male,70–89,70,89,50,0.00290150189076134,0.10243263344565459,9.821196069790489e-4,0.10036927671719945,0.10449599017410974,6.766858931999371,6.633241901483811,6.905969667520444,0.9983480132885975,0.0240268290680229,20
2011,Total,Female,70–89,70,89,50,0.001670896911648493,0.10987334537649492,0.0010367411173240674,0.10769523311308467,0.11205145763990516,6.308601764921136,6.185972009284179,6.436191839912827,0.9983999520163883,0.025363103879330072,20
2012,Total,Both,70–89,70,89,50,0.0022698803117199295,0.10422520873593825,9.280844875238433e-4,0.1022753755808936,0.10617504189098291,6.650475340529962,6.528343838768119,6.777263604490096,0.9985747778025935,0.022704899875697824,20
2012,Total,Male,70–89,70,89,50,0.0028413570733174594,0.10257649919279883,0.0010052792338619606,0.10046448589378161,0.10468851249181606,6.757368266752139,6.6210433605514405,6.899424949954864,0.9982741620589213,0.024593412193378197,20
2012,Total,Female,70–89,70,89,50,0.0016307021341497815,0.11029017200255618,9.582060629255457e-4,0.10827705576586331,0.11230328823924905,6.284759267071234,6.172100491690645,6.40160720715196,0.9986431649934723,0.02344180191725508,20
2013,Total,Both,70–89,70,89,50,0.002254794957066218,0.1044079247415727,9.669161787596199e-4,0.10237650923055097,0.10643934025259444,6.638836872542021,6.512133379585185,6.770568617445083,0.9984586073023719,0.023654888452561817,20
2013,Total,Male,70–89,70,89,50,0.0028007316721970895,0.10308610319218017,0.0010759119222423156,0.10082569612138319,0.10534651026297716,6.723963357774159,6.579688105753457,6.874707611494904,0.9980430713873877,0.026321388621371372,20
2013,Total,Female,70–89,70,89,50,0.0016236981105283706,0.1103093709606472,0.0010030655015671813,0.10820200854059928,0.11241673338069513,6.283665426822396,6.165871927737197,6.406047262051188,0.9985138577756283,0.024539254871733196,20
2014,Total,Both,70–89,70,89,50,0.002278884445044613,0.10361232714103567,9.540004663540453e-4,0.10160804653487224,0.10561660774719911,6.689813844412962,6.562861611869248,6.82177449718074,0.9984763521385739,0.023338915110765884,20
2014,Total,Male,70–89,70,89,50,0.0028559336686861665,0.10195738726223068,0.0010921234549930942,0.0996629210249715,0.10425185349948986,6.798400774798162,6.6487756072685755,6.954915363019218,0.9979389783011716,0.026717991767837134,20
2014,Total,Female,70–89,70,89,50,0.001633738104208491,0.10962000913870164,9.480747202605789e-4,0.10762817806311083,0.11161184021429245,6.323181196627248,6.210337355150823,6.4402017485931875,0.9986553983979356,0.02319394611974231,20
2015,Total,Both,70–89,70,89,50,0.0022554849739614704,0.10422491604898386,0.0010532140204257746,0.10201219550038047,0.10643763659758725,6.650494016557216,6.512237613660596,6.7947481882924485,0.9981652997137421,0.025766101257924574,20
2015,Total,Male,70–89,70,89,50,0.002852089657917553,0.10210602627204593,0.0011413212057392289,0.09970819939591391,0.10450385314817795,6.788504125242915,6.632742809751895,6.951757074738136,0.9977560668951462,0.02792157831606271,20
2015,Total,Female,70–89,70,89,50,0.0016153623708811142,0.11036026071159577,0.0010721964259465882,0.10810765960885692,0.11261286181433462,6.280767878678225,6.15513334260824,6.411638019616863,0.9983038723433757,0.026230491755280985,20
2016,Total,Both,70–89,70,89,50,0.002284422982902427,0.10323604172635513,0.0011220316539607708,0.10087874069470085,0.10559334275800941,6.714197570624133,6.564307582803264,6.871092717718236,0.9978782335208322,0.02744967371291016,20
2016,Total,Male,70–89,70,89,50,0.002891991951447418,0.10110387880683025,0.0012565586106260884,0.09846394712691124,0.10374381048674926,6.855792168807657,6.681335274922044,7.03960384267899,0.9972273404403006,0.030740776110082708,20
2016,Total,Female,70–89,70,89,50,0.0016324148333633267,0.1093899298117454,0.0011078140402233348,0.10706249887815172,0.11171736074533908,6.336480714018347,6.20447149785414,6.474229425083932,0.9981573173672291,0.027101850318898803,20
2017,Total,Both,70–89,70,89,50,0.0021767196436814247,0.10489217831421611,0.0010275575502264598,0.10273336000932926,0.10705099661910297,6.608187490239227,6.474925058626264,6.7470506220861495,0.9982755562109779,0.025138434709382786,20
2017,Total,Male,70–89,70,89,50,0.002751902891942457,0.102782596760363,0.0011356453737442556,0.10039669436476592,0.10516849915596008,6.743818529668148,6.590825067609263,6.904083694644077,0.997807369187942,0.02778272328843373,20
2017,Total,Female,70–89,70,89,50,0.0015639661320381196,0.11083244920385917,0.0010189162328256825,0.10869178563315632,0.11297311277456201,6.254009412757884,6.135505728191462,6.377180911346638,0.9984810082492483,0.024927031276811423,20
2018,Total,Both,70–89,70,89,50,0.002146433226613117,0.10496702474804472,0.0010914889207602081,0.1026738916177407,0.10726015787834874,6.60347554123522,6.462298716230607,6.750958492355213,0.9980575003182257,0.026702468357609883,20
2018,Total,Male,70–89,70,89,50,0.002738886042830158,0.10255492470122722,0.0012498865730544053,0.09992901045209587,0.10518083895035857,6.758789815109198,6.590051833367529,6.936395921705111,0.9973335031273173,0.030577549650564854,20
2018,Total,Female,70–89,70,89,50,0.0015234478589480878,0.11127886202959271,0.0010434301014882379,0.10908669673192513,0.11347102732726029,6.22892046088335,6.108582929815632,6.354094507631103,0.9984198908033208,0.025526744924686633,20
2019,Total,Both,70–89,70,89,50,0.0020790343225251715,0.10553838514165559,0.00118187038670478,0.10305536759751932,0.10802140268579186,6.567725852822082,6.416757821374926,6.725968736213894,0.9977477733920734,0.028913584007614297,20
2019,Total,Male,70–89,70,89,50,0.002671636993750877,0.10288357547478619,0.0013003221981090413,0.10015169990936423,0.10561545104020814,6.737199571080379,6.562933488737949,6.920972696292054,0.9971329489367802,0.03181141987728204,20
2019,Total,Female,70–89,70,89,50,0.0014734131057141454,0.11185239249999603,0.0011562853471193204,0.10942312712942528,0.11428165787056677,6.196981263140795,6.065253107764595,6.334558321844461,0.9980801053769821,0.028287664956156495,20
2019,Hispanic,Both,70–89,70,89,50,0.0016291886814602814,0.10501556920217371,0.0015778693116497262,0.10170058878870884,0.10833054961563858,6.600423021328516,6.39844608025401,6.815567036686625,0.995952880993407,0.03860140452678658,20
2019,Hispanic,Male,70–89,70,89,50,0.0022191169924427215,0.10176280046294943,0.0017931326668859113,0.09799556852201263,0.10553003240388623,6.811400407679539,6.56824569054543,7.07325026033442,0.9944422524154403,0.043867663141435385,20
2019,Hispanic,Female,70–89,70,89,50,0.0010342259009706305,0.11441446514409656,0.0014464628131059334,0.11137555953965325,0.11745337074853987,6.058212829007046,5.901466906760207,6.223512442271168,0.9971313500761546,0.03538664182731177,20
2019,American Indian or Alaska Native non-Hispanic,Both,70–89,70,89,50,0.005317112837759003,0.07876866806927332,0.0010598868762663396,0.07654192837076314,0.08099540776778351,8.799782928287616,8.55785778061913,9.055784134447128,0.9967515853102494,0.025929347735784817,20
2019,American Indian or Alaska Native non-Hispanic,Male,70–89,70,89,50,0.0067011965500159915,0.07605718006606389,0.0019130458804911777,0.07203801981174765,0.08007634032038013,9.113500920726642,8.656079658319914,9.62196326844217,0.9887403447407495,0.04680125113399494,20
2019,American Indian or Alaska Native non-Hispanic,Female,70–89,70,89,50,0.0038965549017361913,0.0847367172906189,3.964917411319162e-4,0.08390371905290131,0.08556971552833648,8.180009831897074,8.100379629407662,8.261221175701591,0.9996060633321859,0.009699876902327799,20
2019,Asian non-Hispanic,Both,70–89,70,89,50,7.773679661366341e-4,0.12063322252129709,0.0015883954290674257,0.11729612755575121,0.12397031748684297,5.745906194602189,5.59123501989506,5.909378212255902,0.9968889807461276,0.03885891819635168,20
2019,Asian non-Hispanic,Male,70–89,70,89,50,0.0011065304803460506,0.11525991881446318,0.0015680306888473394,0.11196560858048947,0.11855422904843689,6.013774672839411,5.846667690586988,6.190715071777222,0.9966796749278717,0.03836070990399535,20
2019,Asian non-Hispanic,Female,70–89,70,89,50,5.115800566323943e-4,0.1289135540769204,0.00181000375567249,0.125110877293709,0.1327162308601318,5.3768371023760375,5.222776265326926,5.540263129421754,0.9964641326446413,0.044280401838011685,20
2019,Black non-Hispanic,Both,70–89,70,89,50,0.004379909706556171,0.08559883137524678,0.001062073878462152,0.08336749695562136,0.0878301657948722,8.097624341637772,7.891903360159812,8.314357583854594,0.9972365952715984,0.025982851125348334,20
