age,cause,mx_2005,mx_2023,from_year,to_year,change,age_band
39,Homicide,7.756618626520725e-5,1.017704461007966e-4,2005,2023,2.4204259835589352e-5,30–39
39,Other causes,5.13817221744676e-4,4.612535808800023e-4,2005,2023,-5.256364086467366e-5,30–39
39,Other unintentional injury,1.831032093957468e-4,1.9107457920483634e-4,2005,2023,7.971369809089529e-6,30–39
39,Stroke,4.583456461125884e-5,4.351876537049654e-5,2005,2023,-2.315799240762298e-6,30–39
39,Suicide,1.241058980243316e-4,1.7271510006415812e-4,2005,2023,4.8609202039826514e-5,30–39
40,Alcohol-induced,7.683611254968877e-5,1.6882323705687808e-4,2005,2023,9.19871245071893e-5,40–49
40,Alzheimer disease,2.266551992616188e-7,2.212624338884379e-7,2005,2023,-5.392765373180901e-9,40–49
40,Cancer,3.195838309588825e-4,2.650723957983486e-4,2005,2023,-5.451143516053389e-5,40–49
40,Chronic lower respiratory disease,2.3118830324685115e-5,1.1726908996087208e-5,2005,2023,-1.1391921328597907e-5,40–49
40,Diabetes,4.7824247044201564e-5,6.19534814887626e-5,2005,2023,1.4129234444561041e-5,40–49
40,Drug overdose,2.0466964493324175e-4,6.086929556270926e-4,2005,2023,4.0402331069385085e-4,40–49
40,Heart disease,2.8649217186668615e-4,2.6020462225280293e-4,2005,2023,-2.6287549613883215e-5,40–49
40,Homicide,7.162304296667154e-5,1.0266576932423518e-4,2005,2023,3.104272635756365e-5,40–49
40,Other causes,5.605183077739831e-4,5.239494434478209e-4,2005,2023,-3.6568864326162243e-5,40–49
40,Other unintentional injury,1.9129698817680626e-4,1.9006443071016815e-4,2005,2023,-1.2325574666381092e-6,40–49
40,Stroke,5.349062702574203e-5,4.535879894712977e-5,2005,2023,-8.13182807861226e-6,40–49
40,Suicide,1.2420704919536708e-4,1.776737344124156e-4,2005,2023,5.346668521704853e-5,40–49
41,Alcohol-induced,8.307767565523925e-5,1.6820610121210706e-4,2005,2023,8.512842555686781e-5,40–49
41,Alzheimer disease,6.681850588893237e-7,2.273055421785231e-7,2005,2023,-4.408795167108006e-7,40–49
41,Cancer,3.9066553109729125e-4,2.9731564916950817e-4,2005,2023,-9.334988192778309e-5,40–49
41,Chronic lower respiratory disease,2.004555176667971e-5,1.841174891646037e-5,2005,2023,-1.6338028502193429e-6,40–49
41,Diabetes,4.922296600484685e-5,6.091788530384418e-5,2005,2023,1.1694919298997332e-5,40–49
41,Drug overdose,2.1604650237421467e-4,6.319094072562942e-4,2005,2023,4.158629048820795e-4,40–49
41,Heart disease,3.147151627368715e-4,3.068624819410062e-4,2005,2023,-7.852680795865298e-6,40–49
41,Homicide,7.283217141893629e-5,9.865060530547901e-5,2005,2023,2.5818433886542718e-5,40–49
41,Other causes,6.02480194765207e-4,5.605354670122379e-4,2005,2023,-4.194472775296903e-5,40–49
41,Other unintentional injury,1.9845096249012915e-4,1.9230048868303052e-4,2005,2023,-6.150473807098631e-6,40–49
41,Stroke,5.969119859411292e-5,4.500649735134757e-5,2005,2023,-1.468470124276535e-5,40–49
41,Suicide,1.3029608648341812e-4,1.643419069950722e-4,2005,2023,3.404582051165408e-5,40–49
42,Alcohol-induced,9.435898082762757e-5,1.9038735392678285e-4,2005,2023,9.602837309915529e-5,40–49
42,Alzheimer disease,4.3086292615355056e-7,2.2719254645200818e-7,2005,2023,-2.0367037970154238e-7,40–49
42,Cancer,4.4077277345508224e-4,3.289748072625078e-4,2005,2023,-1.1179796619257442e-4,40–49
42,Chronic lower respiratory disease,2.4990049716905932e-5,1.9084173901968687e-5,2005,2023,-5.905875814937245e-6,40–49
42,Diabetes,5.601218039996157e-5,7.042968940012253e-5,2005,2023,1.4417509000160963e-5,40–49
42,Drug overdose,2.0961481357370233e-4,6.234163474643104e-4,2005,2023,4.1380153389060804e-4,40–49
42,Heart disease,3.6968039063974635e-4,3.2624849670508376e-4,2005,2023,-4.343189393466259e-5,40–49
42,Homicide,6.743004794303066e-5,9.133140367370729e-5,2005,2023,2.3901355730676632e-5,40–49
42,Other causes,6.531881960487826e-4,5.82294496556497e-4,2005,2023,-7.089369949228564e-5,40–49
