year,population,sex,age_min,age_max,centered_age,mortality_at_center,beta,beta_se,beta_ci_low,beta_ci_high,doubling_time,doubling_ci_low,doubling_ci_high,r_squared,rmse_log,n_ages,beta_reference,beta_se_reference,beta_difference,beta_difference_se,beta_difference_low,beta_difference_high
2021,Black non-Hispanic,Female,30,80,50,0.0066850151988825535,0.0682747348174593,3.5787975773009446e-4,0.06755554851845509,0.0689939211164635,10.152323292256755,10.04649640639927,10.260403412616634,0.9986554839324971,0.036874931790334624,51,,,,,,
2021,White non-Hispanic,Both,30,80,50,0.005814563895660604,0.06815177835868959,9.074389469179018e-4,0.06632821152175673,0.06997534519562244,10.170639670058831,9.90559144256008,10.450261881892922,0.9913876822807508,0.09349997743299823,51,,,,,,
2021,White non-Hispanic,Male,30,80,50,0.007331918785176554,0.06616954779657896,0.001006175797799328,0.06414756182912268,0.06819153376403525,10.475319896258709,10.164710225736506,10.805510931286243,0.9887969927485812,0.1036735470825869,51,,,,,,
2021,White non-Hispanic,Female,30,80,50,0.004285165952387161,0.07272739543312409,8.005505893957626e-4,0.07111862879260515,0.07433616207364303,9.530757652352934,9.324495120870797,9.746351867684183,0.9940978977449869,0.08248649928098054,51,,,,,,
2022,Total,Both,30,80,50,0.005233843165936192,0.06895769431050827,0.0010542035227970828,0.06683919301620084,0.0710761956048157,10.051774315985483,9.752170535601678,10.370370276492366,0.9886777097107083,0.10862218987414939,51,0.08070412131482982,5.302040051289769e-4,-0.011746427004321547,0.0011800259973969165,-0.014059277959219503,-0.009433576049423591
2022,Total,Male,30,80,50,0.006673111806614586,0.06639998451165506,0.001167078623031392,0.06405465221102828,0.06874531681228184,10.438965997624269,10.082827641229368,10.821184045717233,0.9850880173790962,0.1202525252928584,51,0.07908750966430296,6.290242573874038e-4,-0.0126875251526479,0.0013257993923360446,-0.015286091961626547,-0.010088958343669251
2022,Total,Female,30,80,50,0.0037848890403495987,0.07483458119289164,8.535693943721465e-4,0.07311926927478998,0.0765498931109933,9.262391390596646,9.054841912776004,9.479678714444267,0.9936655441294883,0.08794940902896266,51,0.0850919783187185,4.895819727167643e-4,-0.01025739712582685,9.840077332105026e-4,-0.012186052282919435,-0.008328741968734265
2022,Hispanic,Both,30,80,50,0.004195555750328222,0.06797594367158206,0.0013506639474340145,0.06526168284913544,0.07069020449402869,10.196948260237562,9.805420503748811,10.621043624668465,0.9810216352210666,0.13916864493592224,51,,,,,,
2022,Hispanic,Male,30,80,50,0.0056337079077516585,0.06438834153649595,0.0015108379950200897,0.06135219891438959,0.0674244841586023,10.765103806363186,10.280348292015974,11.297837613402542,0.9737302429097033,0.15567253193076258,51,,,,,,
2022,Hispanic,Female,30,80,50,0.0026655837138279998,0.07873371806749066,0.0010130806152865877,0.07669785634979508,0.08076957978518624,8.80368916359035,8.581785152323818,9.03737357923951,0.99195263858387694,0.10438500021277325,51,,,,,,
2022,American Indian or Alaska Native non-Hispanic,Both,30,80,50,0.013765702987150182,0.04328651915059244,5.474555741177284e-4,0.04218636598541708,0.044386672315767796,16.013003451455823,15.616110521394361,16.430597051178843,0.9922232539444009,0.056408295014703326,51,,,,,,
2022,American Indian or Alaska Native non-Hispanic,Male,30,80,50,0.016749857217960105,0.0409732644300053,4.982539621203324e-4,0.03997198560592675,0.04197454325408385,16.91706019040904,16.513513354132964,17.340824331157833,0.9928061574086383,0.05133869818171673,51,,,,,,
2022,American Indian or Alaska Native non-Hispanic,Female,30,80,50,0.01082597683021328,0.04752222546260718,7.342797267463853e-4,0.046046635106611625,0.04899781581860274,14.5857474857811,14.146491409455475,15.053155978826767,0.9884368925557464,0.07565813448219404,51,,,,,,
2022,Asian non-Hispanic,Both,30,80,50,0.0020505272583852324,0.0823608632794177,0.00129975384928222,0.07974891012953675,0.08497281642929866,8.4159776010163,8.157281465851801,8.6916194771071,0.98794384605786,0.13392301045607974,51,,,,,,
2022,Asian non-Hispanic,Male,30,80,50,0.002760290594378614,0.08057323416830714,0.0010903047782053672,0.07838218468510194,0.08276428365151234,8.602697753351315,8.37495535487885,8.843172505903517,0.9911073537469405,0.11234196251278494,51,,,,,,
2022,Asian non-Hispanic,Female,30,80,50,0.0013667381272318064,0.08947303644732364,0.0012322013803435278,0.08699683506622882,0.09194923782841846,7.746995162816775,7.538367874820127,7.967498818000301,0.9907921619598022,0.12696259252078643,51,,,,,,
2022,Black non-Hispanic,Both,30,80,50,0.007979514997017058,0.06388478275983298,7.201441419616423e-4,0.06243759892498318,0.06533196659468278,10.849957542561384,10.60961756838281,11.10143875636121,0.9938120845174538,0.07420164326274092,51,,,,,,
2022,Black non-Hispanic,Male,30,80,50,0.01043261442257158,0.06226056735175066,8.552080573085123e-4,0.06054196241719007,0.06397917228631125,11.133004565215469,10.833950421522545,11.449037211306774,0.9908395494796224,0.08811825228623178,51,,,,,,
2022,Black non-Hispanic,Female,30,80,50,0.005754916917956045,0.06907473091541347,5.163669621322478e-4,0.06803705265504086,0.07011240917578608,10.034743116245352,9.886226827865581,10.18778964565553,0.9972692182847307,0.05320501116961542,51,,,,,,
2022,White non-Hispanic,Both,30,80,50,0.005276312868772984,0.06909814683960681,9.997696227058597e-4,0.06708903456298307,0.07110725911623056,10.031342550602757,9.747910258036248,10.331750711201842,0.9898461474896164,0.10301347267349797,51,,,,,,
2022,White non-Hispanic,Male,30,80,50,0.006616276261453898,0.06689437929596681,0.0011218433657997884,0.06463995064811784,0.06914880794381578,10.36181496644422,10.023993199176124,10.72320095560172,0.9864063176750927,0.11559161058923434,51,,,,,,
2022,White non-Hispanic,Female,30,80,50,0.003909514969487295,0.07409114419827824,8.345858577126973e-4,0.07241398112536053,0.07576830727119595,9.355331032612842,9.14824687951623,9.572007639795322,0.9938210637245327,0.08599339837360603,51,,,,,,
2023,Total,Both,30,80,50,0.004788883640442987,0.06881940557022734,0.001065872094533954,0.06667745540310482,0.07096135573734985,10.071972793380459,9.767952899962898,10.395525389645703,0.988382584702718,0.10982448695185182,51,0.08070412131482982,5.302040051289769e-4,-0.011884715744602481,0.0011904619309163172,-0.014218021129198462,-0.0095514103600065
2023,Total,Male,30,80,50,0.006147429140489584,0.06588679876318247,0.0011480130829436234,0.06357978009979857,0.06819381742656637,10.520274069640728,10.164369831713143,10.90200657303219,0.9853418264570911,0.11828806523302857,51,0.07908750966430296,6.290242573874038e-4,-0.013200710901120488,0.0013090475755263816,-0.015766444149152195,-0.010634977653088781
2023,Total,Female,30,80,50,0.003429791755211276,0.07522093165383241,9.030336498210041e-4,0.07340621759285769,0.07703564571480713,9.214817808290604,8.997746096995646,9.442622209530484,0.9929875410683734,0.09304606791044076,51,0.0850919783187185,4.895819727167643e-4,-0.009871046664886085,0.001027209949678391,-0.01188437816625573,-0.00785771516351644
2023,Hispanic,Both,30,80,50,0.003788585320453506,0.06595020227537307,0.0014210126738536048,0.06309457039435006,0.06880583415639609,10.510160039627024,10.073959411412954,10.985845156368871,0.977757135660634,0.1464171814407886,51,,,,,,
2023,Hispanic,Male,30,80,50,0.005099115877988374,0.061840340778808615,0.0015481469830207317,0.05872922293829381,0.06495145861932342,11.20865719416398,10.671772355759385,11.802423834012378,0.9702052108686199,0.15951674596627025,51,,,,,,
2023,Hispanic,Female,30,80,50,0.0024019390722497835,0.07722142393999742,0.001107409399262286,0.07499600143387576,0.07944684644611909,8.976099444870822,8.724665755361835,9.242455161707463,0.9900234050263959,0.11410437494643003,51,,,,,,
2023,American Indian or Alaska Native non-Hispanic,Both,30,80,50,0.01200727240210544,0.04307692553598474,3.6735100992075646e-4,0.042338706043113565,0.04381514502885591,16.09091577301444,15.819807970587576,16.371477669962623,0.9964492154063371,0.03785082319228174,51,,,,,,
2023,American Indian or Alaska Native non-Hispanic,Male,30,80,50,0.01500045497474876,0.04106009340944232,3.6559077153765966e-4,0.04032541124803726,0.041794775570847376,16.88128601286978,16.584541275618864,17.188843439102744,0.9961304285555582,0.037669453140163914,51,,,,,,
2023,American Indian or Alaska Native non-Hispanic,Female,30,80,50,0.009105519298449511,0.04725192045922244,6.665111893274797e-4,0.045912516077880376,0.048591324840564505,14.669185375399056,14.264833956148884,15.09712905701302,0.9903448618182659,0.06867545345350744,51,,,,,,
2023,Asian non-Hispanic,Both,30,80,50,0.0018778453846582356,0.0817005385087323,0.001131676862085862,0.07942634871025242,0.08397472830721217,8.483997697100374,8.254235465033524,8.72691734941195,0.9906861931912576,0.1166048266121505,51,,,,,,
2023,Asian non-Hispanic,Male,30,80,50,0.002540573660506464,0.07904820516461508,9.205019847586316e-4,0.07719838717031582,0.08089802315891434,8.768664375319982,8.568159684178461,8.978778002585951,0.9933993699564837,0.09484595640763127,51,,,,,,
2023,Asian non-Hispanic,Female,30,80,50,0.0012406773881991052,0.09023157900729402,0.0010039834376630778,0.08821399875247841,0.09224915926210962,7.681869121495852,7.513859054156694,7.857564449661353,0.9939701652379689,0.10344765241059753,51,,,,,,
2023,Black non-Hispanic,Both,30,80,50,0.007331292781244212,0.06321138535940503,7.03143933016774e-4,0.061798364723476856,0.0646244059953332,10.965543258051914,10.725780297462236,11.21627058679471,0.9939734506803812,0.07244998916182292,51,,,,,,
2023,Black non-Hispanic,Male,30,80,50,0.009653069221675694,0.06133933112980892,7.855050667518733e-4,0.059760799599024805,0.06291786266059303,11.300207677404854,11.016699411724932,11.598693210444532,0.9920284983914637,0.08093625060315011,51,,,,,,
2023,Black non-Hispanic,Female,30,80,50,0.00523562601083244,0.06868915871577551,5.615532543095532e-4,0.0675606752015857,0.06981764222996532,10.091071044094088,9.92796603295278,10.259624826006426,0.9967357634484688,0.05786088065065189,51,,,,,,
2023,White non-Hispanic,Both,30,80,50,0.0048287887105846914,0.06940695141977701,9.746632632409631e-4,0.0674482922614284,0.07136561057812563,9.986711221009456,9.712621736783722,10.276719503487486,0.9904297558948526,0.10042658343828756,51,,,,,,
2023,White non-Hispanic,Male,30,80,50,0.006097162283193911,0.06677973101459476,0.0010628168131899482,0.06464392066520364,0.0689155413639859,10.379604260587055,10.057922593961838,10.722542405028518,0.9877406760819816,0.109509679286073,51,,,,,,
2023,White non-Hispanic,Female,30,80,50,0.003543578297235132,0.07497143485066382,8.477774141670405e-4,0.07326776235255628,0.07667510734877137,9.245483722442161,9.040054908655465,9.460466080901973,0.9937733356029391,0.08735261954763263,51,,,,,,
